[1.0, u'question']
[0.28999999999999998, u'february']
[0.28999999999999998, u'liberalisation']
[0.28999999999999998, u'reduced']
[0.28999999999999998, u'society']
[0.28000000000000003, u'acting']
[0.28000000000000003, u'demands']
[0.28000000000000003, u'dispute']
[0.28000000000000003, u'garlicki']
[0.28000000000000003, u'integrum']
[0.28000000000000003, u'limited']
[0.28000000000000003, u'social']
[0.28000000000000003, u'taxation']
[0.27000000000000002, u'2007']
[0.27000000000000002, u'difference']
[0.27000000000000002, u'disturbed']
[0.27000000000000002, u'loss']
[0.26000000000000001, u'affairs']
[0.26000000000000001, u'alternative']
[0.26000000000000001, u'ambit']
[0.26000000000000001, u'claimable']
[0.26000000000000001, u'expressly']
[0.26000000000000001, u'work']
[0.25, u'brum\u0103rescu']
[0.25, u'fourth']
[0.25, u'inflation']
[0.25, u'unambiguous']
[0.25, u'villages']
[0.23999999999999999, u'accordance']
[0.23999999999999999, u'accounts']
[0.23999999999999999, u'activities']
[0.23999999999999999, u'burdov']
[0.23999999999999999, u'choose']
[0.23999999999999999, u'collected']
[0.23999999999999999, u'crime']
[0.23999999999999999, u'derogate']
[0.23999999999999999, u'ibid']
[0.23999999999999999, u'money']
[0.23999999999999999, u'terminate']
[0.23000000000000001, u'arrears']
[0.23000000000000001, u'butkevych']
[0.23000000000000001, u'delay']
[0.23000000000000001, u'equivalent']
[0.23000000000000001, u'exceed']
[0.23000000000000001, u'forces']
[0.23000000000000001, u'independent']
[0.23000000000000001, u'secure']
[0.23000000000000001, u'village']
[0.23000000000000001, u'villagers']
[0.22, u'engine']
[0.22, u'entitlements']
[0.22, u'excessive']
[0.22, u'items']
[0.22, u'liberalised']
[0.22, u'offence']
[0.22, u'security']
[0.20999999999999999, u'acquire']
[0.20999999999999999, u'articles']
[0.20999999999999999, u'compensated']
[0.20999999999999999, u'honouring']
[0.20999999999999999, u'malta']
[0.20999999999999999, u'notion']
[0.20999999999999999, u'observations']
[0.20999999999999999, u'parties']
[0.20999999999999999, u'point']
[0.20999999999999999, u'profits']
[0.20999999999999999, u'provisions']
[0.20999999999999999, u'reformed']
[0.20999999999999999, u'serbia']
[0.20999999999999999, u'substantial']
[0.20999999999999999, u'use']
[0.20000000000000001, u'declared']
[0.20000000000000001, u'exercise']
[0.20000000000000001, u'justification']
[0.20000000000000001, u'margin']
[0.20000000000000001, u'proprietary']
[0.20000000000000001, u'substance']
[0.20000000000000001, u'years']
[0.19, u'1994']
[0.19, u'accused']
[0.19, u'assessment']
[0.19, u'citizens']
[0.19, u'imposed']
[0.19, u'imposes']
[0.19, u'official']
[0.19, u'pre']
[0.19, u'restore']
[0.19, u'voytenko']
[0.17999999999999999, u'bank']
[0.17999999999999999, u'basis']
[0.17999999999999999, u'complaints']
[0.17999999999999999, u'conjunction']
[0.17999999999999999, u'dem']
[0.17999999999999999, u'detailed']
[0.17999999999999999, u'end']
[0.17999999999999999, u'fedotov']
[0.17999999999999999, u'restitutio']
[0.17999999999999999, u'sfry']
[0.17000000000000001, u'51']
[0.17000000000000001, u'corresponding']
[0.17000000000000001, u'popov']
[0.17000000000000001, u'prodan']
[0.17000000000000001, u'prosecutor']
[0.17000000000000001, u'relates']
[0.17000000000000001, u'urgently']
[0.17000000000000001, u'victim']
[0.16, u'48']
[0.16, u'distinction']
[0.16, u'equal']
[0.16, u'freedom']
[0.16, u'hearing']
[0.16, u'jungwiert']
[0.16, u'levs']
[0.16, u'market']
[0.16, u'ministers']
[0.16, u'owing']
[0.16, u'premises']
[0.16, u'scope']
[0.16, u'turning']
[0.16, u'upset']
[0.16, u'warranting']
[0.14999999999999999, u'2005']
[0.14999999999999999, u'41145']
[0.14999999999999999, u'alter']
[0.14999999999999999, u'business']
[0.14999999999999999, u'counterbalanced']
[0.14999999999999999, u'depending']
[0.14999999999999999, u'discretion']
[0.14999999999999999, u'effect']
[0.14999999999999999, u'general']
[0.14999999999999999, u'hand']
[0.14999999999999999, u'judge']
[0.14999999999999999, u'presidium']
[0.14999999999999999, u'staggering']
[0.14999999999999999, u'unlawful']
[0.14000000000000001, u'1983']
[0.14000000000000001, u'51362']
[0.14000000000000001, u'59']
[0.14000000000000001, u'comply']
[0.14000000000000001, u'events']
[0.14000000000000001, u'founded']
[0.14000000000000001, u'insurance']
[0.14000000000000001, u'interpreted']
[0.14000000000000001, u'means']
[0.14000000000000001, u'mentioned']
[0.14000000000000001, u'offences']
[0.14000000000000001, u'pellonp\xe4\xe4']
[0.14000000000000001, u'power']
[0.14000000000000001, u'satisfaction']
[0.13, u'48014']
[0.13, u'53367']
[0.13, u'benefits']
[0.13, u'concluded']
[0.13, u'determination']
[0.13, u'drzewicki']
[0.13, u'liability']
[0.13, u'predetermined']
[0.13, u'prolongation']
[0.13, u'respect']
[0.13, u'resulting']
[0.12, u'13']
[0.12, u'22774']
[0.12, u'abide']
[0.12, u'evictions']
[0.12, u'falling']
[0.12, u'foreign']
[0.12, u'impossibility']
[0.12, u'incompatible']
[0.12, u'jurisdiction']
[0.12, u'missed']
[0.12, u'naught']
[0.12, u'ratification']
[0.12, u'recover']
[0.12, u'retirement']
[0.12, u'rome']
[0.12, u'slovak']
[0.11, u'41183']
[0.11, u'60036']
[0.11, u'addition']
[0.11, u'confusion']
[0.11, u'lives']
[0.11, u'proceed']
[0.11, u'separate']
[0.11, u's\xfad']
[0.11, u'varying']
[0.11, u'vu\u010dini\u0107']
[0.10000000000000001, u'1988']
[0.10000000000000001, u'1991']
[0.10000000000000001, u'45437']
[0.10000000000000001, u'47']
[0.10000000000000001, u'aleksentseva']
[0.10000000000000001, u'aspects']
[0.10000000000000001, u'courts']
[0.10000000000000001, u'driza']
[0.10000000000000001, u'existence']
[0.10000000000000001, u'instant']
[0.10000000000000001, u'interpretation']
[0.10000000000000001, u'jeli\u010di\u0107']
[0.10000000000000001, u'kherson']
[0.10000000000000001, u'nova']
[0.10000000000000001, u'recovery']
[0.10000000000000001, u'republic']
[0.10000000000000001, u'restriction']
[0.089999999999999997, u'12']
[0.089999999999999997, u'32']
[0.089999999999999997, u'48380']
[0.089999999999999997, u'52']
[0.089999999999999997, u'binding']
[0.089999999999999997, u'caused']
[0.089999999999999997, u'ceased']
[0.089999999999999997, u'depression']
[0.089999999999999997, u'executed']
[0.089999999999999997, u'facts']
[0.089999999999999997, u'incident']
[0.089999999999999997, u'justified']
[0.089999999999999997, u'lawful']
[0.089999999999999997, u'lease']
[0.089999999999999997, u'members']
[0.089999999999999997, u'pol\xe1\u010dkov\xe1']
[0.089999999999999997, u'preceding']
[0.089999999999999997, u'realised']
[0.089999999999999997, u'resides']
[0.089999999999999997, u'return']
[0.089999999999999997, u'scheme']
[0.089999999999999997, u'sitting']
[0.089999999999999997, u'specified']
[0.089999999999999997, u'wampach']
[0.080000000000000002, u'arguable']
[0.080000000000000002, u'born']
[0.080000000000000002, u'bought']
[0.080000000000000002, u'cabral']
[0.080000000000000002, u'costa']
[0.080000000000000002, u'departures']
[0.080000000000000002, u'include']
[0.080000000000000002, u'kakhovka']
[0.080000000000000002, u'okresn\xfd']
[0.080000000000000002, u'origin']
[0.080000000000000002, u'prior']
[0.080000000000000002, u'reduction']
[0.080000000000000002, u'ruled']
[0.080000000000000002, u'temporis']
[0.080000000000000002, u'violated']
[0.080000000000000002, u'writ']
[0.070000000000000007, u'46']
[0.070000000000000007, u'7319']
[0.070000000000000007, u'bianku']
[0.070000000000000007, u'cassation']
[0.070000000000000007, u'child']
[0.070000000000000007, u'communicate']
[0.070000000000000007, u'disproportionate']
[0.070000000000000007, u'disputed']
[0.070000000000000007, u'frustrated']
[0.070000000000000007, u'lire']
[0.070000000000000007, u'september']
[0.070000000000000007, u'tribunal']
[0.070000000000000007, u'votes']
[0.070000000000000007, u'zaytsev']
[0.059999999999999998, u'43278']
[0.059999999999999998, u'73465']
[0.059999999999999998, u'act']
[0.059999999999999998, u'council']
[0.059999999999999998, u'debts']
[0.059999999999999998, u'deposits']
[0.059999999999999998, u'family']
[0.059999999999999998, u'favourable']
[0.059999999999999998, u'flat']
[0.059999999999999998, u'knowledge']
[0.059999999999999998, u'ledi']
[0.059999999999999998, u'necessarily']
[0.059999999999999998, u'reasonableness']
[0.059999999999999998, u'reasonably']
[0.059999999999999998, u'rejected']
[0.059999999999999998, u'ryabykh']
[0.059999999999999998, u'suffered']
[0.059999999999999998, u'supreme']
[0.050000000000000003, u'accept']
[0.050000000000000003, u'accommodation']
[0.050000000000000003, u'additional']
[0.050000000000000003, u'belongs']
[0.050000000000000003, u'calculation']
[0.050000000000000003, u'conducted']
[0.050000000000000003, u'date']
[0.050000000000000003, u'emergency']
[0.050000000000000003, u'eur']
[0.050000000000000003, u'failure']
[0.050000000000000003, u'ill']
[0.050000000000000003, u'interference']
[0.050000000000000003, u'invoking']
[0.050000000000000003, u'make']
[0.050000000000000003, u'nationalised']
[0.050000000000000003, u'percentage']
[0.050000000000000003, u'proportionality']
[0.050000000000000003, u'recalls']
[0.050000000000000003, u'similar']
[0.050000000000000003, u'square']
[0.050000000000000003, u'terrorist']
[0.050000000000000003, u'traffic']
[0.050000000000000003, u'upwards']
[0.050000000000000003, u'valuation']
[0.050000000000000003, u'welfare']
[0.050000000000000003, u'withdrawal']
[0.040000000000000001, u'17']
[0.040000000000000001, u'79']
[0.040000000000000001, u'aside']
[0.040000000000000001, u'banka']
[0.040000000000000001, u'bratza']
[0.040000000000000001, u'committed']
[0.040000000000000001, u'designated']
[0.040000000000000001, u'devlet']
[0.040000000000000001, u'disability']
[0.040000000000000001, u'ended']
[0.040000000000000001, u'final']
[0.040000000000000001, u'immovable']
[0.040000000000000001, u'investigation']
[0.040000000000000001, u'mdl']
[0.040000000000000001, u'military']
[0.040000000000000001, u'mr']
[0.040000000000000001, u'partial']
[0.040000000000000001, u'payments']
[0.040000000000000001, u'present']
[0.040000000000000001, u'privatisation']
[0.040000000000000001, u'property']
[0.040000000000000001, u'ramadhi']
[0.040000000000000001, u'rendered']
[0.040000000000000001, u'secretary']
[0.040000000000000001, u'seizure']
[0.040000000000000001, u'slovakia']
[0.040000000000000001, u'socialist']
[0.040000000000000001, u'surrounding']
[0.040000000000000001, u'tenders']
[0.040000000000000001, u'transmitted']
[0.040000000000000001, u'waive']
[0.040000000000000001, u'working']
[0.029999999999999999, u'11']
[0.029999999999999999, u'1986']
[0.029999999999999999, u'616']
[0.029999999999999999, u'admissibility']
[0.029999999999999999, u'albania']
[0.029999999999999999, u'amounted']
[0.029999999999999999, u'anatolyevich']
[0.029999999999999999, u'architect']
[0.029999999999999999, u'availability']
[0.029999999999999999, u'beneficiary']
[0.029999999999999999, u'bonello']
[0.029999999999999999, u'cases']
[0.029999999999999999, u'certainty']
[0.029999999999999999, u'contracting']
[0.029999999999999999, u'deal']
[0.029999999999999999, u'declares']
[0.029999999999999999, u'democratic']
[0.029999999999999999, u'demopoulos']
[0.029999999999999999, u'designate']
[0.029999999999999999, u'differently']
[0.029999999999999999, u'elected']
[0.029999999999999999, u'employment']
[0.029999999999999999, u'exceeded']
[0.029999999999999999, u'forth']
[0.029999999999999999, u'forward']
[0.029999999999999999, u'greece']
[0.029999999999999999, u'hooper']
[0.029999999999999999, u'hours']
[0.029999999999999999, u'important']
[0.029999999999999999, u'insists']
[0.029999999999999999, u'just']
[0.029999999999999999, u'lawrence']
[0.029999999999999999, u'location']
[0.029999999999999999, u'milinchuk']
[0.029999999999999999, u'miscarriage']
[0.029999999999999999, u'objectively']
[0.029999999999999999, u'obtaining']
[0.029999999999999999, u'omission']
[0.029999999999999999, u'owe']
[0.029999999999999999, u'perusing']
[0.029999999999999999, u'polish']
[0.029999999999999999, u'pp']
[0.029999999999999999, u'preamble']
[0.029999999999999999, u'precise']
[0.029999999999999999, u'prima']
[0.029999999999999999, u'race']
[0.029999999999999999, u'reads']
[0.029999999999999999, u'reflect']
[0.029999999999999999, u'region']
[0.029999999999999999, u'relieve']
[0.029999999999999999, u'representation']
[0.029999999999999999, u'representing']
[0.029999999999999999, u'romania']
[0.029999999999999999, u'sex']
[0.029999999999999999, u'ste\u010daju']
[0.029999999999999999, u'struck']
[0.029999999999999999, u'substantive']
[0.029999999999999999, u'tended']
[0.029999999999999999, u'terrorists']
[0.029999999999999999, u't\xfcrmen']
[0.02, u'1978']
[0.02, u'1982']
[0.02, u'24669']
[0.02, u'3045']
[0.02, u'334']
[0.02, u'42']
[0.02, u'45']
[0.02, u'74']
[0.02, u'aim']
[0.02, u'albanian']
[0.02, u'arguments']
[0.02, u'barreto']
[0.02, u'bonds']
[0.02, u'brokers']
[0.02, u'brother']
[0.02, u'burning']
[0.02, u'charged']
[0.02, u'claimed']
[0.02, u'communist']
[0.02, u'community']
[0.02, u'consideration']
[0.02, u'contained']
[0.02, u'contrary']
[0.02, u'convertible']
[0.02, u'creditor']
[0.02, u'dating']
[0.02, u'deprived']
[0.02, u'displaced']
[0.02, u'dissenting']
[0.02, u'economic']
[0.02, u'example']
[0.02, u'facie']
[0.02, u'finding']
[0.02, u'flourish']
[0.02, u'forged']
[0.02, u'grounds']
[0.02, u'impartial']
[0.02, u'insisting']
[0.02, u'justify']
[0.02, u'laws']
[0.02, u'lower']
[0.02, u'material']
[0.02, u'materials']
[0.02, u'matyar']
[0.02, u'mind']
[0.02, u'nicolas']
[0.02, u'nicosia']
[0.02, u'orders']
[0.02, u'organisation']
[0.02, u'owned']
[0.02, u'panova']
[0.02, u'plaintiff']
[0.02, u'postponement']
[0.02, u'practice']
[0.02, u'primary']
[0.02, u'profit']
[0.02, u'p\xe2rlog']
[0.02, u'quashed']
[0.02, u'referred']
[0.02, u'reform']
[0.02, u'regards']
[0.02, u'rehabilitation']
[0.02, u'relation']
[0.02, u'religion']
[0.02, u'remittal']
[0.02, u'remitted']
[0.02, u'reparation']
[0.02, u'representative']
[0.02, u'romanian']
[0.02, u'safety']
[0.02, u'savings']
[0.02, u'seeking']
[0.02, u'series']
[0.02, u'sofia']
[0.02, u'taxes']
[0.02, u'territory']
[0.02, u'tregubenko']
[0.02, u'validity']
[0.02, u'violation']
[0.02, u'writs']
[0.01, u'000']
[0.01, u'105']
[0.01, u'18']
[0.01, u'1984']
[0.01, u'1989']
[0.01, u'1992']
[0.01, u'1995']
[0.01, u'2269']
[0.01, u'27912']
[0.01, u'3043']
[0.01, u'34']
[0.01, u'39']
[0.01, u'65731']
[0.01, u'65900']
[0.01, u'913']
[0.01, u'acquired']
[0.01, u'actio']
[0.01, u'administrative']
[0.01, u'aleksandrovich']
[0.01, u'alia']
[0.01, u'alludes']
[0.01, u'amendments']
[0.01, u'automatically']
[0.01, u'autonomous']
[0.01, u'awarding']
[0.01, u'belgrade']
[0.01, u'bulgakova']
[0.01, u'carried']
[0.01, u'challenge']
[0.01, u'chernobyl']
[0.01, u'circumstances']
[0.01, u'citizen']
[0.01, u'clear']
[0.01, u'colour']
[0.01, u'commander']
[0.01, u'complains']
[0.01, u'compliance']
[0.01, u'conflicting']
[0.01, u'constituted']
[0.01, u'contended']
[0.01, u'correctly']
[0.01, u'costly']
[0.01, u'county']
[0.01, u'covers']
[0.01, u'crisafulli']
[0.01, u'decisions']
[0.01, u'definitely']
[0.01, u'derived']
[0.01, u'disguise']
[0.01, u'dismissal']
[0.01, u'drawn']
[0.01, u'elisabeth']
[0.01, u'enforced']
[0.01, u'enjoys']
[0.01, u'erkner']
[0.01, u'excuse']
[0.01, u'exempt']
[0.01, u'expense']
[0.01, u'failed']
[0.01, u'favour']
[0.01, u'fees']
[0.01, u'fifty']
[0.01, u'figure']
[0.01, u'fourthly']
[0.01, u'france']
[0.01, u'gazette']
[0.01, u'head']
[0.01, u'high']
[0.01, u'iii']
[0.01, u'impair']
[0.01, u'inactivity']
[0.01, u'inadmissible']
[0.01, u'income']
[0.01, u'independence']
[0.01, u'inflate']
[0.01, u'instalments']
[0.01, u'irrebuttable']
[0.01, u'izvr\u0161enju']
[0.01, u'jasi\u016bnien\u0117']
[0.01, u'judicial']
[0.01, u'june']
[0.01, u'ka\u010dapor']
[0.01, u'keller']
[0.01, u'kingdom']
[0.01, u'korunas']
[0.01, u'kovler']
[0.01, u'large']
[0.01, u'legitimate']
[0.01, u'letter']
[0.01, u'liberty']
[0.01, u'losses']
[0.01, u'marks']
[0.01, u'measuring']
[0.01, u'ministry']
[0.01, u'minority']
[0.01, u'miscarriages']
[0.01, u'montenegro']
[0.01, u'municipal']
[0.01, u'nationalisation']
[0.01, u'november']
[0.01, u'nuri']
[0.01, u'open']
[0.01, u'ordre']
[0.01, u'party']
[0.01, u'pavlina']
[0.01, u'penalties']
[0.01, u'pensionable']
[0.01, u'pivdenelektromash']
[0.01, u'pln']
[0.01, u'political']
[0.01, u'popovi\u0107']
[0.01, u'postupku']
[0.01, u'practical']
[0.01, u'presented']
[0.01, u'proportionally']
[0.01, u'proposed']
[0.01, u'protocols']
[0.01, u'provides']
[0.01, u'punishment']
[0.01, u'purpose']
[0.01, u'ratified']
[0.01, u'reasoning']
[0.01, u'receipts']
[0.01, u'recognises']
[0.01, u'reimbursed']
[0.01, u'remedies']
[0.01, u'rent']
[0.01, u'ro\u015fca']
[0.01, u'rs']
[0.01, u'se']
[0.01, u'second']
[0.01, u'seek']
[0.01, u'shall']
[0.01, u'skibi\u0144scy']
[0.01, u'standards']
[0.01, u'stead']
[0.01, u'submit']
[0.01, u'submitted']
[0.01, u'sud']
[0.01, u'suffers']
[0.01, u'suljagi\u0107']
[0.01, u'supervise']
[0.01, u'supervision']
[0.01, u'suspected']
[0.01, u'teisi\u0173']
[0.01, u'thirty']
[0.01, u'turkey']
[0.01, u'unacceptably']
[0.01, u'uncertainty']
[0.01, u'unilateral']
[0.01, u'unreasonable']
[0.01, u'unsolicited']
[0.01, u'unsuccessful']
[0.01, u'vody']
[0.01, u'warunkach']
[0.01, u'wide']
[0.01, u'woman']
[0.01, u'yugoslav']
