[0.98999999999999999, u'french']
[0.42999999999999999, u'consequences']
[0.42999999999999999, u'land']
[0.42999999999999999, u'scene']
[0.41999999999999998, u'orientation']
[0.41999999999999998, u'relationship']
[0.41999999999999998, u'unrebutted']
[0.40999999999999998, u'autonomous']
[0.40999999999999998, u'compensation']
[0.40999999999999998, u'concordant']
[0.40999999999999998, u'destruction']
[0.40999999999999998, u'male']
[0.40999999999999998, u'reserved']
[0.40999999999999998, u'teaching']
[0.40999999999999998, u'testimony']
[0.40999999999999998, u'vote']
[0.40000000000000002, u'consenting']
[0.40000000000000002, u'exclusively']
[0.40000000000000002, u'grievances']
[0.40000000000000002, u'incidents']
[0.40000000000000002, u'traditional']
[0.39000000000000001, u'election']
[0.39000000000000001, u'purposes']
[0.39000000000000001, u'sub']
[0.38, u'compulsory']
[0.38, u'documentary']
[0.38, u'equitable']
[0.38, u'identifiable']
[0.38, u'legislative']
[0.38, u'morals']
[0.38, u'parent']
[0.38, u'roma']
[0.37, u'biological']
[0.37, u'communist']
[0.37, u'consent']
[0.37, u'contravention']
[0.37, u'degrading']
[0.37, u'electors']
[0.37, u'employment']
[0.37, u'historical']
[0.37, u'parental']
[0.37, u'satisfaction']
[0.37, u'thorough']
[0.35999999999999999, u'2001']
[0.35999999999999999, u'coexistence']
[0.35999999999999999, u'derive']
[0.35999999999999999, u'desirable']
[0.35999999999999999, u'diagnosed']
[0.35999999999999999, u'economic']
[0.35999999999999999, u'examined']
[0.35999999999999999, u'eyewitness']
[0.35999999999999999, u'inferences']
[0.35999999999999999, u'inhabitants']
[0.35999999999999999, u'interpretation']
[0.35999999999999999, u'preferential']
[0.35999999999999999, u'reduction']
[0.35999999999999999, u'relevantly']
[0.34999999999999998, u'directorate']
[0.34999999999999998, u'licences']
[0.34999999999999998, u'minutes']
[0.34000000000000002, u'admittedly']
[0.34000000000000002, u'euros']
[0.34000000000000002, u'extent']
[0.34000000000000002, u'hold']
[0.34000000000000002, u'ready']
[0.34000000000000002, u'states']
[0.34000000000000002, u'sutherland']
[0.34000000000000002, u'text']
[0.33000000000000002, u'1979']
[0.33000000000000002, u'aspect']
[0.33000000000000002, u'associations']
[0.33000000000000002, u'britain']
[0.33000000000000002, u'eissen']
[0.33000000000000002, u'fornicates']
[0.33000000000000002, u'inheritance']
[0.33000000000000002, u'owners']
[0.33000000000000002, u'revision']
[0.33000000000000002, u'terrorism']
[0.33000000000000002, u'turkish']
[0.32000000000000001, u'2003']
[0.32000000000000001, u'contention']
[0.32000000000000001, u'electorate']
[0.32000000000000001, u'extends']
[0.32000000000000001, u'ireland']
[0.32000000000000001, u'laid']
[0.32000000000000001, u'ownership']
[0.32000000000000001, u'village']
[0.31, u'legitimate']
[0.31, u'linked']
[0.31, u'pointed']
[0.31, u'prior']
[0.31, u'reputation']
[0.31, u'torture']
[0.29999999999999999, u'expedition']
[0.29999999999999999, u'nation']
[0.28999999999999998, u'acar']
[0.28999999999999998, u'believers']
[0.28999999999999998, u'bond']
[0.28999999999999998, u'expectation']
[0.28999999999999998, u'handled']
[0.28999999999999998, u'just']
[0.28999999999999998, u'legislature']
[0.28999999999999998, u'majority']
[0.28999999999999998, u'notified']
[0.28999999999999998, u'plays']
[0.28999999999999998, u'recoverable']
[0.28999999999999998, u'theoretical']
[0.28000000000000003, u'damages']
[0.28000000000000003, u'evidentiary']
[0.28000000000000003, u'innsbruck']
[0.28000000000000003, u'refusing']
[0.28000000000000003, u'transactions']
[0.28000000000000003, u'unconstitutional']
[0.27000000000000002, u'bracket']
[0.27000000000000002, u'graupner']
[0.27000000000000002, u'implication']
[0.27000000000000002, u'represents']
[0.27000000000000002, u'trl']
[0.27000000000000002, u'voting']
[0.26000000000000001, u'anxiety']
[0.26000000000000001, u'bear']
[0.26000000000000001, u'beliefs']
[0.26000000000000001, u'contributions']
[0.26000000000000001, u'counsel']
[0.26000000000000001, u'der']
[0.26000000000000001, u'expropriation']
[0.26000000000000001, u'matter']
[0.25, u'affirmed']
[0.25, u'completely']
[0.23999999999999999, u'12']
[0.23999999999999999, u'long']
[0.23999999999999999, u'nationality']
[0.23999999999999999, u'observations']
[0.23999999999999999, u'officer']
[0.23999999999999999, u'racially']
[0.23999999999999999, u'treatment']
[0.23000000000000001, u'denomination']
[0.23000000000000001, u'do\u011fan']
[0.23000000000000001, u'equality']
[0.23000000000000001, u'investigated']
[0.23000000000000001, u'kurdish']
[0.23000000000000001, u'litigation']
[0.23000000000000001, u'marc']
[0.23000000000000001, u'matyar']
[0.23000000000000001, u'purchased']
[0.23000000000000001, u'result']
[0.23000000000000001, u'unions']
[0.23000000000000001, u'unmarried']
[0.23000000000000001, u'vii']
[0.22, u'acquired']
[0.22, u'carries']
[0.22, u'change']
[0.22, u'constituency']
[0.22, u'encompass']
[0.22, u'field']
[0.22, u'figures']
[0.22, u'gypsy']
[0.22, u'houses']
[0.22, u'ineffective']
[0.22, u'peaceful']
[0.22, u'reiterates']
[0.22, u'victims']
[0.20999999999999999, u'erred']
[0.20999999999999999, u'hatred']
[0.20999999999999999, u'impair']
[0.20999999999999999, u'impairment']
[0.20999999999999999, u'pkk']
[0.20999999999999999, u'relationships']
[0.20999999999999999, u'reside']
[0.20999999999999999, u'situation']
[0.20000000000000001, u'1989']
[0.20000000000000001, u'add']
[0.20000000000000001, u'bargaining']
[0.20000000000000001, u'bodily']
[0.20000000000000001, u'crops']
[0.20000000000000001, u'dealt']
[0.20000000000000001, u'engel']
[0.20000000000000001, u'freely']
[0.20000000000000001, u'means']
[0.20000000000000001, u'officers']
[0.20000000000000001, u'permanent']
[0.20000000000000001, u'punishable']
[0.19, u'belated']
[0.19, u'disorder']
[0.19, u'electoral']
[0.19, u'insurance']
[0.19, u'official']
[0.19, u'records']
[0.19, u'resident']
[0.19, u'schools']
[0.19, u'vogt']
[0.17999999999999999, u'awards']
[0.17999999999999999, u'communities']
[0.17999999999999999, u'conceived']
[0.17999999999999999, u'context']
[0.17999999999999999, u'democracy']
[0.17999999999999999, u'inherited']
[0.17999999999999999, u'legislation']
[0.17999999999999999, u'merits']
[0.17999999999999999, u'necessity']
[0.17999999999999999, u'periods']
[0.17999999999999999, u'pine']
[0.17999999999999999, u'posts']
[0.17000000000000001, u'buildings']
[0.17000000000000001, u'characteristic']
[0.17000000000000001, u'contribution']
[0.17000000000000001, u'couples']
[0.17000000000000001, u'differential']
[0.17000000000000001, u'disciplinary']
[0.17000000000000001, u'place']
[0.17000000000000001, u'seriousness']
[0.17000000000000001, u'systems']
[0.17000000000000001, u'tolerance']
[0.17000000000000001, u'voters']
[0.17000000000000001, u'witness']
[0.16, u'andr\xe1s']
[0.16, u'calculated']
[0.16, u'conscience']
[0.16, u'constitutional']
[0.16, u'deducted']
[0.16, u'estate']
[0.16, u'fix']
[0.16, u'greater']
[0.16, u'homes']
[0.16, u'hospital']
[0.16, u'marginal']
[0.16, u'paying']
[0.16, u'purchase']
[0.16, u'violence']
[0.14999999999999999, u'1976']
[0.14999999999999999, u'33071']
[0.14999999999999999, u'affords']
[0.14999999999999999, u'church']
[0.14999999999999999, u'disputes']
[0.14999999999999999, u'frontiers']
[0.14999999999999999, u'gendarmerie']
[0.14999999999999999, u'northern']
[0.14999999999999999, u'possessions']
[0.14999999999999999, u'principal']
[0.14999999999999999, u'riot']
[0.14999999999999999, u'territorial']
[0.14999999999999999, u'vary']
[0.14000000000000001, u'assets']
[0.14000000000000001, u'demonstrably']
[0.14000000000000001, u'displaced']
[0.14000000000000001, u'father']
[0.14000000000000001, u'governing']
[0.14000000000000001, u'happen']
[0.14000000000000001, u'ilinden']
[0.14000000000000001, u'imprisonment']
[0.14000000000000001, u'jobs']
[0.14000000000000001, u'keller']
[0.14000000000000001, u'killed']
[0.14000000000000001, u'needs']
[0.14000000000000001, u'punishment']
[0.14000000000000001, u'sofia']
[0.14000000000000001, u'warranting']
[0.13, u'allegations']
[0.13, u'deems']
[0.13, u'disruption']
[0.13, u'element']
[0.13, u'exceed']
[0.13, u'exceptions']
[0.13, u'exclude']
[0.13, u'guilty']
[0.13, u'heterosexual']
[0.13, u'lawyers']
[0.13, u'obstacles']
[0.13, u'sale']
[0.13, u'submission']
[0.13, u'wording']
[0.12, u'1975']
[0.12, u'32']
[0.12, u'assault']
[0.12, u'capital']
[0.12, u'compatibility']
[0.12, u'compatible']
[0.12, u'convicted']
[0.12, u'crime']
[0.12, u'damaged']
[0.12, u'declares']
[0.12, u'details']
[0.12, u'enjoy']
[0.12, u'ethnicity']
[0.12, u'fined']
[0.12, u'impugned']
[0.12, u'lei']
[0.12, u'lesbian']
[0.12, u'loss']
[0.12, u'mental']
[0.12, u'mrs']
[0.12, u'operative']
[0.12, u'pension']
[0.12, u'personality']
[0.12, u'redressing']
[0.12, u'sexes']
[0.12, u'undisturbed']
[0.12, u'unlike']
[0.12, u'unnecessary']
[0.11, u'13']
[0.11, u'1961']
[0.11, u'31']
[0.11, u'abuse']
[0.11, u'accepts']
[0.11, u'aforementioned']
[0.11, u'alvina']
[0.11, u'built']
[0.11, u'certain']
[0.11, u'challenge']
[0.11, u'churches']
[0.11, u'deputy']
[0.11, u'follows']
[0.11, u'heritage']
[0.11, u'inherit']
[0.11, u'note']
[0.11, u'objectively']
[0.11, u'particularly']
[0.11, u'professional']
[0.11, u'quarter']
[0.11, u'racism']
[0.11, u'sell']
[0.11, u'strategy']
[0.11, u'swedish']
[0.11, u'ukrainian']
[0.11, u'vienna']
[0.11, u'villages']
[0.10000000000000001, u'45']
[0.10000000000000001, u'51']
[0.10000000000000001, u'agents']
[0.10000000000000001, u'd\u017eiautas']
[0.10000000000000001, u'mother']
[0.10000000000000001, u'suffrage']
[0.10000000000000001, u'territory']
[0.089999999999999997, u'absolutely']
[0.089999999999999997, u'adultery']
[0.089999999999999997, u'adults']
[0.089999999999999997, u'assaulted']
[0.089999999999999997, u'cinema']
[0.089999999999999997, u'consequence']
[0.089999999999999997, u'disproportionately']
[0.089999999999999997, u'expropriations']
[0.089999999999999997, u'favourable']
[0.089999999999999997, u'feature']
[0.089999999999999997, u'held']
[0.089999999999999997, u'holidays']
[0.089999999999999997, u'instance']
[0.089999999999999997, u'instruments']
[0.089999999999999997, u'investigatory']
[0.089999999999999997, u'justify']
[0.089999999999999997, u'paragraphs']
[0.089999999999999997, u'parents']
[0.089999999999999997, u'penalise']
[0.089999999999999997, u'practising']
[0.089999999999999997, u'prosecution']
[0.089999999999999997, u'psychological']
[0.089999999999999997, u'solely']
[0.089999999999999997, u'sought']
[0.089999999999999997, u'sweden']
[0.089999999999999997, u'threat']
[0.080000000000000002, u'60']
[0.080000000000000002, u'adviser']
[0.080000000000000002, u'arguable']
[0.080000000000000002, u'attaching']
[0.080000000000000002, u'care']
[0.080000000000000002, u'chamber']
[0.080000000000000002, u'demonstrable']
[0.080000000000000002, u'faith']
[0.080000000000000002, u'fifty']
[0.080000000000000002, u'genocide']
[0.080000000000000002, u'hamlets']
[0.080000000000000002, u'homosexuals']
[0.080000000000000002, u'intrusion']
[0.080000000000000002, u'limits']
[0.080000000000000002, u'macedonians']
[0.080000000000000002, u'modalities']
[0.080000000000000002, u'nepeceristi']
[0.080000000000000002, u'neutral']
[0.080000000000000002, u'plenary']
[0.080000000000000002, u'restoration']
[0.080000000000000002, u'salaries']
[0.080000000000000002, u'solicitors']
[0.080000000000000002, u'strasbourg']
[0.080000000000000002, u'syria']
[0.070000000000000007, u'1980']
[0.070000000000000007, u'2004']
[0.070000000000000007, u'_______']
[0.070000000000000007, u'abusive']
[0.070000000000000007, u'aid']
[0.070000000000000007, u'applicability']
[0.070000000000000007, u'attained']
[0.070000000000000007, u'circle']
[0.070000000000000007, u'compound']
[0.070000000000000007, u'considers']
[0.070000000000000007, u'employed']
[0.070000000000000007, u'eur']
[0.070000000000000007, u'excludes']
[0.070000000000000007, u'female']
[0.070000000000000007, u'founding']
[0.070000000000000007, u'ill']
[0.070000000000000007, u'including']
[0.070000000000000007, u'killings']
[0.070000000000000007, u'level']
[0.070000000000000007, u'lived']
[0.070000000000000007, u'mentioned']
[0.070000000000000007, u'night']
[0.070000000000000007, u'observance']
[0.070000000000000007, u'orthodox']
[0.070000000000000007, u'perform']
[0.070000000000000007, u'prevailing']
[0.070000000000000007, u'punish']
[0.070000000000000007, u'settled']
[0.070000000000000007, u'sovereignty']
[0.070000000000000007, u'young']
[0.070000000000000007, u'yugoslavia']
[0.059999999999999998, u'1944']
[0.059999999999999998, u'1949']
[0.059999999999999998, u'acerbic']
[0.059999999999999998, u'allowances']
[0.059999999999999998, u'amounts']
[0.059999999999999998, u'applies']
[0.059999999999999998, u'bo\u0161tjan']
[0.059999999999999998, u'brutality']
[0.059999999999999998, u'bulgarian']
[0.059999999999999998, u'complementing']
[0.059999999999999998, u'designated']
[0.059999999999999998, u'discretion']
[0.059999999999999998, u'dissolved']
[0.059999999999999998, u'diversity']
[0.059999999999999998, u'escape']
[0.059999999999999998, u'evrigenis']
[0.059999999999999998, u'excluding']
[0.059999999999999998, u'exhaustion']
[0.059999999999999998, u'explain']
[0.059999999999999998, u'factors']
[0.059999999999999998, u'federation']
[0.059999999999999998, u'founders']
[0.059999999999999998, u'germany']
[0.059999999999999998, u'hearings']
[0.059999999999999998, u'illegitimate']
[0.059999999999999998, u'illusory']
[0.059999999999999998, u'impart']
[0.059999999999999998, u'integrity']
[0.059999999999999998, u'intervals']
[0.059999999999999998, u'investigative']
[0.059999999999999998, u'latitude']
[0.059999999999999998, u'licensing']
[0.059999999999999998, u'life']
[0.059999999999999998, u'mcelduff']
[0.059999999999999998, u'omissions']
[0.059999999999999998, u'practise']
[0.059999999999999998, u'presents']
[0.059999999999999998, u'profession']
[0.059999999999999998, u'proportional']
[0.059999999999999998, u'registrars']
[0.059999999999999998, u'resort']
[0.059999999999999998, u'restore']
[0.059999999999999998, u'ruin']
[0.059999999999999998, u'substantive']
[0.059999999999999998, u'suspects']
[0.059999999999999998, u'taxes']
[0.059999999999999998, u'ungureanu']
[0.059999999999999998, u'verify']
[0.059999999999999998, u'votes']
[0.050000000000000003, u'41']
[0.050000000000000003, u'488']
[0.050000000000000003, u'590']
[0.050000000000000003, u'bundesgesetzblatt']
[0.050000000000000003, u'burned']
[0.050000000000000003, u'charges']
[0.050000000000000003, u'combined']
[0.050000000000000003, u'custody']
[0.050000000000000003, u'dead']
[0.050000000000000003, u'definition']
[0.050000000000000003, u'destroyed']
[0.050000000000000003, u'divorce']
[0.050000000000000003, u'effectiveness']
[0.050000000000000003, u'empowered']
[0.050000000000000003, u'exceeding']
[0.050000000000000003, u'execution']
[0.050000000000000003, u'experienced']
[0.050000000000000003, u'extend']
[0.050000000000000003, u'federal']
[0.050000000000000003, u'food']
[0.050000000000000003, u'fund']
[0.050000000000000003, u'gc']
[0.050000000000000003, u'holders']
[0.050000000000000003, u'industrial']
[0.050000000000000003, u'irreconcilable']
[0.050000000000000003, u'ix']
[0.050000000000000003, u'lithuanian']
[0.050000000000000003, u'macedonia']
[0.050000000000000003, u'narrower']
[0.050000000000000003, u'necessarily']
[0.050000000000000003, u'notions']
[0.050000000000000003, u'opuz']
[0.050000000000000003, u'partially']
[0.050000000000000003, u'partidul']
[0.050000000000000003, u'physically']
[0.050000000000000003, u'plus']
[0.050000000000000003, u'preventing']
[0.050000000000000003, u'proportionate']
[0.050000000000000003, u'prosecute']
[0.050000000000000003, u'publish']
[0.050000000000000003, u'reconcilable']
[0.050000000000000003, u'region']
[0.050000000000000003, u'relate']
[0.050000000000000003, u'salary']
[0.050000000000000003, u'separatist']
[0.050000000000000003, u'sidabras']
[0.050000000000000003, u'stable']
[0.050000000000000003, u'think']
[0.050000000000000003, u'trade']
[0.050000000000000003, u'transaction']
[0.050000000000000003, u'trnc']
[0.050000000000000003, u'valley']
[0.050000000000000003, u'woman']
[0.050000000000000003, u'writing']
[0.040000000000000001, u'11']
[0.040000000000000001, u'303']
[0.040000000000000001, u'40']
[0.040000000000000001, u'accusations']
[0.040000000000000001, u'adjustment']
[0.040000000000000001, u'aim']
[0.040000000000000001, u'analogous']
[0.040000000000000001, u'annexed']
[0.040000000000000001, u'assemblies']
[0.040000000000000001, u'austrian']
[0.040000000000000001, u'building']
[0.040000000000000001, u'choice']
[0.040000000000000001, u'comunistilor']
[0.040000000000000001, u'concludes']
[0.040000000000000001, u'converted']
[0.040000000000000001, u'decided']
[0.040000000000000001, u'decides']
[0.040000000000000001, u'east']
[0.040000000000000001, u'embodies']
[0.040000000000000001, u'eventually']
[0.040000000000000001, u'feasible']
[0.040000000000000001, u'founder']
[0.040000000000000001, u'guarantee']
[0.040000000000000001, u'inconvenience']
[0.040000000000000001, u'inhuman']
[0.040000000000000001, u'investigating']
[0.040000000000000001, u'issue']
[0.040000000000000001, u'jong']
[0.040000000000000001, u'judiciary']
[0.040000000000000001, u'justification']
[0.040000000000000001, u'labour']
[0.040000000000000001, u'levs']
[0.040000000000000001, u'limitations']
[0.040000000000000001, u'males']
[0.040000000000000001, u'ministers']
[0.040000000000000001, u'nationals']
[0.040000000000000001, u'occupation']
[0.040000000000000001, u'option']
[0.040000000000000001, u'organisations']
[0.040000000000000001, u'organise']
[0.040000000000000001, u'para']
[0.040000000000000001, u'partners']
[0.040000000000000001, u'phrase']
[0.040000000000000001, u'play']
[0.040000000000000001, u'privileged']
[0.040000000000000001, u'recognition']
[0.040000000000000001, u'repeal']
[0.040000000000000001, u'residing']
[0.040000000000000001, u'restitutio']
[0.040000000000000001, u'secession']
[0.040000000000000001, u'secret']
[0.040000000000000001, u'sheep']
[0.040000000000000001, u'shows']
[0.040000000000000001, u'special']
[0.040000000000000001, u'square']
[0.040000000000000001, u'technology']
[0.040000000000000001, u'tinnelly']
[0.040000000000000001, u'town']
[0.040000000000000001, u'universities']
[0.040000000000000001, u'vilnius']
[0.040000000000000001, u'wiarda']
[0.040000000000000001, u'yaman']
[0.029999999999999999, u'10']
[0.029999999999999999, u'2005']
[0.029999999999999999, u'74']
[0.029999999999999999, u'abroad']
[0.029999999999999999, u'acquire']
[0.029999999999999999, u'actions']
[0.029999999999999999, u'allegedly']
[0.029999999999999999, u'allocation']
[0.029999999999999999, u'apparently']
[0.029999999999999999, u'applications']
[0.029999999999999999, u'arrested']
[0.029999999999999999, u'bonello']
[0.029999999999999999, u'breach']
[0.029999999999999999, u'bulgaria']
[0.029999999999999999, u'calculation']
[0.029999999999999999, u'cases']
[0.029999999999999999, u'christian']
[0.029999999999999999, u'claimant']
[0.029999999999999999, u'claimed']
[0.029999999999999999, u'competing']
[0.029999999999999999, u'components']
[0.029999999999999999, u'convincing']
[0.029999999999999999, u'convincingly']
[0.029999999999999999, u'count']
[0.029999999999999999, u'couple']
[0.029999999999999999, u'cremona']
[0.029999999999999999, u'culture']
[0.029999999999999999, u'dean']
[0.029999999999999999, u'defenceless']
[0.029999999999999999, u'deprivation']
[0.029999999999999999, u'difficult']
[0.029999999999999999, u'dismissed']
[0.029999999999999999, u'distribution']
[0.029999999999999999, u'doctor']
[0.029999999999999999, u'doctrine']
[0.029999999999999999, u'enacted']
[0.029999999999999999, u'entitlement']
[0.029999999999999999, u'executed']
[0.029999999999999999, u'exhaustive']
[0.029999999999999999, u'exorbitant']
[0.029999999999999999, u'expenses']
[0.029999999999999999, u'expired']
[0.029999999999999999, u'flexible']
[0.029999999999999999, u'foresee']
[0.029999999999999999, u'future']
[0.029999999999999999, u'gendarme']
[0.029999999999999999, u'goal']
[0.029999999999999999, u'hand']
[0.029999999999999999, u'incomes']
[0.029999999999999999, u'interferences']
[0.029999999999999999, u'lacks']
[0.029999999999999999, u'livestock']
[0.029999999999999999, u'lot']
[0.029999999999999999, u'management']
[0.029999999999999999, u'manifestation']
[0.029999999999999999, u'meets']
[0.029999999999999999, u'metres']
[0.029999999999999999, u'milan']
[0.029999999999999999, u'mind']
[0.029999999999999999, u'notaries']
[0.029999999999999999, u'organising']
[0.029999999999999999, u'perpetrators']
[0.029999999999999999, u'positive']
[0.029999999999999999, u'proved']
[0.029999999999999999, u'provision']
[0.029999999999999999, u'range']
[0.029999999999999999, u'reacted']
[0.029999999999999999, u'regulated']
[0.029999999999999999, u'regulatory']
[0.029999999999999999, u'rolv']
[0.029999999999999999, u'say']
[0.029999999999999999, u'seats']
[0.029999999999999999, u'separate']
[0.029999999999999999, u'sexually']
[0.029999999999999999, u'solve']
[0.029999999999999999, u'spiritual']
[0.029999999999999999, u'suspected']
[0.029999999999999999, u'treaty']
[0.029999999999999999, u'unemployment']
[0.029999999999999999, u'useful']
[0.029999999999999999, u'various']
[0.02, u'1952']
[0.02, u'1971']
[0.02, u'1984']
[0.02, u'280']
[0.02, u'33986']
[0.02, u'36']
[0.02, u'acts']
[0.02, u'alien']
[0.02, u'aliens']
[0.02, u'alleged']
[0.02, u'anger']
[0.02, u'anti']
[0.02, u'applicant']
[0.02, u'arise']
[0.02, u'authentic']
[0.02, u'avenue']
[0.02, u'background']
[0.02, u'ban']
[0.02, u'benefit']
[0.02, u'beyeler']
[0.02, u'careers']
[0.02, u'chances']
[0.02, u'charter']
[0.02, u'choosing']
[0.02, u'clauses']
[0.02, u'commission']
[0.02, u'concept']
[0.02, u'consensus']
[0.02, u'corresponding']
[0.02, u'curtailed']
[0.02, u'denied']
[0.02, u'detailed']
[0.02, u'disproportionate']
[0.02, u'distorted']
[0.02, u'ecclesiastical']
[0.02, u'elimination']
[0.02, u'enterprises']
[0.02, u'environment']
[0.02, u'europe']
[0.02, u'events']
[0.02, u'everybody']
[0.02, u'expresses']
[0.02, u'favour']
[0.02, u'finds']
[0.02, u'gbp']
[0.02, u'goes']
[0.02, u'grady']
[0.02, u'gypsies']
[0.02, u'gyulumyan']
[0.02, u'hoffmann']
[0.02, u'home']
[0.02, u'hooper']
[0.02, u'ideals']
[0.02, u'ideas']
[0.02, u'impartiality']
[0.02, u'imposing']
[0.02, u'impunity']
[0.02, u'inclusion']
[0.02, u'increases']
[0.02, u'intentionally']
[0.02, u'jeopardise']
[0.02, u'kind']
[0.02, u'leaders']
[0.02, u'leave']
[0.02, u'liberty']
[0.02, u'macedonian']
[0.02, u'matscher']
[0.02, u'mechanisms']
[0.02, u'memorial']
[0.02, u'men']
[0.02, u'november']
[0.02, u'nurse']
[0.02, u'nursing']
[0.02, u'objective']
[0.02, u'obligation']
[0.02, u'offend']
[0.02, u'parliament']
[0.02, u'penalty']
[0.02, u'perpetrator']
[0.02, u'physical']
[0.02, u'placement']
[0.02, u'poena']
[0.02, u'present']
[0.02, u'preservation']
[0.02, u'probably']
[0.02, u'promote']
[0.02, u'provocative']
[0.02, u'psychologically']
[0.02, u'racist']
[0.02, u'rallies']
[0.02, u'rebut']
[0.02, u'relatively']
[0.02, u'religions']
[0.02, u'religious']
[0.02, u'remaining']
[0.02, u'remove']
[0.02, u'render']
[0.02, u'reporting']
[0.02, u'respectively']
[0.02, u'retrial']
[0.02, u'shot']
[0.02, u'signatory']
[0.02, u'solicitor']
[0.02, u'statutes']
[0.02, u'strategic']
[0.02, u'studies']
[0.02, u'surrounding']
[0.02, u'swiss']
[0.02, u'tantamount']
[0.02, u'tenancies']
[0.02, u'tenant']
[0.02, u'threatening']
[0.02, u'told']
[0.02, u'took']
[0.02, u'treat']
[0.02, u'tunceli']
[0.02, u'turkey']
[0.02, u'undesirable']
[0.02, u'unity']
[0.02, u'virtue']
[0.02, u'welfare']
[0.02, u'wide']
[0.02, u'winkler']
[0.02, u'worded']
[0.01, u'14']
[0.01, u'15']
[0.01, u'1953']
[0.01, u'1977']
[0.01, u'1982']
[0.01, u'20']
[0.01, u'27110']
[0.01, u'33985']
[0.01, u'3713']
[0.01, u'400']
[0.01, u'41138']
[0.01, u'44']
[0.01, u'522']
[0.01, u'59']
[0.01, u'65731']
[0.01, u'65900']
[0.01, u'70']
[0.01, u'achieving']
[0.01, u'addendum']
[0.01, u'adherents']
[0.01, u'administered']
[0.01, u'adult']
[0.01, u'affecting']
[0.01, u'affiliation']
[0.01, u'afford']
[0.01, u'ages']
[0.01, u'aggressor']
[0.01, u'agree']
[0.01, u'agriculture']
[0.01, u'akdivar']
[0.01, u'alternative']
[0.01, u'amended']
[0.01, u'amendment']
[0.01, u'amtsgericht']
[0.01, u'anatolia']
[0.01, u'appointment']
[0.01, u'assaults']
[0.01, u'association']
[0.01, u'attack']
[0.01, u'attackers']
[0.01, u'attain']
