[0.98999999999999999, u'chamber']
[0.12, u'sold']
[0.12, u'specific']
[0.12, u'substantial']
[0.11, u'12']
[0.11, u'1991']
[0.11, u'afforded']
[0.11, u'demands']
[0.11, u'euros']
[0.11, u'justify']
[0.11, u'levs']
[0.11, u'popov']
[0.11, u'presidium']
[0.11, u'satisfying']
[0.11, u'status']
[0.11, u'tufo']
[0.11, u'use']
[0.10000000000000001, u'binding']
[0.10000000000000001, u'citizens']
[0.10000000000000001, u'claim']
[0.10000000000000001, u'interference']
[0.10000000000000001, u'involved']
[0.10000000000000001, u'margin']
[0.10000000000000001, u'obtain']
[0.10000000000000001, u'price']
[0.10000000000000001, u'romanian']
[0.10000000000000001, u'slovak']
[0.10000000000000001, u'stated']
[0.089999999999999997, u'59']
[0.089999999999999997, u'contribution']
[0.089999999999999997, u'delegate']
[0.089999999999999997, u'deprivation']
[0.089999999999999997, u'devlet']
[0.089999999999999997, u'entire']
[0.089999999999999997, u'equivalent']
[0.089999999999999997, u'essence']
[0.089999999999999997, u'future']
[0.089999999999999997, u'heritage']
[0.089999999999999997, u'instituted']
[0.089999999999999997, u'just']
[0.089999999999999997, u'justified']
[0.089999999999999997, u'pp']
[0.089999999999999997, u'preamble']
[0.089999999999999997, u'restore']
[0.089999999999999997, u'seizure']
[0.089999999999999997, u'varies']
[0.080000000000000002, u'2011']
[0.080000000000000002, u'3043']
[0.080000000000000002, u'36813']
[0.080000000000000002, u'amendments']
[0.080000000000000002, u'burning']
[0.080000000000000002, u'compensated']
[0.080000000000000002, u'damaged']
[0.080000000000000002, u'depending']
[0.080000000000000002, u'flats']
[0.080000000000000002, u'interpretation']
[0.080000000000000002, u'labour']
[0.080000000000000002, u'observations']
[0.080000000000000002, u'protocols']
[0.080000000000000002, u'relates']
[0.080000000000000002, u'secretary']
[0.080000000000000002, u'valuation']
[0.080000000000000002, u'work']
[0.070000000000000007, u'2005']
[0.070000000000000007, u'2269']
[0.070000000000000007, u'acquired']
[0.070000000000000007, u'casadevall']
[0.070000000000000007, u'community']
[0.070000000000000007, u'construed']
[0.070000000000000007, u'continue']
[0.070000000000000007, u'correction']
[0.070000000000000007, u'effected']
[0.070000000000000007, u'enjoyed']
[0.070000000000000007, u'events']
[0.070000000000000007, u'expectation']
[0.070000000000000007, u'extraordinary']
[0.070000000000000007, u'findings']
[0.070000000000000007, u'hearing']
[0.070000000000000007, u'homes']
[0.070000000000000007, u'independent']
[0.070000000000000007, u'large']
[0.070000000000000007, u'raising']
[0.070000000000000007, u'ratified']
[0.070000000000000007, u'res']
[0.070000000000000007, u'sought']
[0.070000000000000007, u'stemming']
[0.070000000000000007, u'travel']
[0.070000000000000007, u'writs']
[0.059999999999999998, u'7319']
[0.059999999999999998, u'aid']
[0.059999999999999998, u'annulled']
[0.059999999999999998, u'better']
[0.059999999999999998, u'capital']
[0.059999999999999998, u'crime']
[0.059999999999999998, u'delay']
[0.059999999999999998, u'effect']
[0.059999999999999998, u'individual']
[0.059999999999999998, u'partial']
[0.059999999999999998, u'reparation']
[0.059999999999999998, u'represented']
[0.059999999999999998, u'seek']
[0.059999999999999998, u'served']
[0.059999999999999998, u'sex']
[0.059999999999999998, u'spielmann']
[0.059999999999999998, u'supreme']
[0.059999999999999998, u'terrorist']
[0.059999999999999998, u'year']
[0.050000000000000003, u'2003']
[0.050000000000000003, u'3041']
[0.050000000000000003, u'3042']
[0.050000000000000003, u'41183']
[0.050000000000000003, u'actual']
[0.050000000000000003, u'annexed']
[0.050000000000000003, u'basis']
[0.050000000000000003, u'burdov']
[0.050000000000000003, u'child']
[0.050000000000000003, u'conducted']
[0.050000000000000003, u'constitutes']
[0.050000000000000003, u'cypriot']
[0.050000000000000003, u'europe']
[0.050000000000000003, u'filed']
[0.050000000000000003, u'guaranteed']
[0.050000000000000003, u'ha']
[0.050000000000000003, u'houses']
[0.050000000000000003, u'jungwiert']
[0.050000000000000003, u'losses']
[0.050000000000000003, u'metres']
[0.050000000000000003, u'ministry']
[0.050000000000000003, u'originating']
[0.050000000000000003, u'postupku']
[0.050000000000000003, u'punishment']
[0.050000000000000003, u'replied']
[0.050000000000000003, u'ryabykh']
[0.050000000000000003, u'trnc']
[0.040000000000000001, u'1591']
[0.040000000000000001, u'3046']
[0.040000000000000001, u'act']
[0.040000000000000001, u'activities']
[0.040000000000000001, u'affected']
[0.040000000000000001, u'apply']
[0.040000000000000001, u'arising']
[0.040000000000000001, u'bortnovska']
[0.040000000000000001, u'commercial']
[0.040000000000000001, u'consideration']
[0.040000000000000001, u'costs']
[0.040000000000000001, u'effectively']
[0.040000000000000001, u'employment']
[0.040000000000000001, u'excuse']
[0.040000000000000001, u'form']
[0.040000000000000001, u'furthermore']
[0.040000000000000001, u'generating']
[0.040000000000000001, u'guards']
[0.040000000000000001, u'infringed']
[0.040000000000000001, u'jasi\u016bnien\u0117']
[0.040000000000000001, u'jeli\u010di\u0107']
[0.040000000000000001, u'legal']
[0.040000000000000001, u'legally']
[0.040000000000000001, u'makes']
[0.040000000000000001, u'mdl']
[0.040000000000000001, u'military']
[0.040000000000000001, u'morals']
[0.040000000000000001, u'naught']
[0.040000000000000001, u'petzold']
[0.040000000000000001, u'profit']
[0.040000000000000001, u'prosecution']
[0.040000000000000001, u'publicly']
[0.040000000000000001, u'p\xe2rlog']
[0.040000000000000001, u'quashed']
[0.040000000000000001, u'recalls']
[0.040000000000000001, u'recommending']
[0.040000000000000001, u'removed']
[0.040000000000000001, u'resides']
[0.040000000000000001, u'sfry']
[0.040000000000000001, u'society']
[0.040000000000000001, u'supervisory']
[0.040000000000000001, u'temporis']
[0.040000000000000001, u'terrorists']
[0.040000000000000001, u'title']
[0.040000000000000001, u'writing']
[0.029999999999999999, u'13']
[0.029999999999999999, u'3045']
[0.029999999999999999, u'ab']
[0.029999999999999999, u'amendment']
[0.029999999999999999, u'ankara']
[0.029999999999999999, u'assets']
[0.029999999999999999, u'cari\u0107']
[0.029999999999999999, u'chance']
[0.029999999999999999, u'claimed']
[0.029999999999999999, u'consider']
[0.029999999999999999, u'continuing']
[0.029999999999999999, u'depriving']
[0.029999999999999999, u'description']
[0.029999999999999999, u'designed']
[0.029999999999999999, u'detailed']
[0.029999999999999999, u'direct']
[0.029999999999999999, u'discretion']
[0.029999999999999999, u'diyarbak\u0131r']
[0.029999999999999999, u'equally']
[0.029999999999999999, u'example']
[0.029999999999999999, u'exercise']
[0.029999999999999999, u'exercised']
[0.029999999999999999, u'expressly']
[0.029999999999999999, u'fix']
[0.029999999999999999, u'including']
[0.029999999999999999, u'judges']
[0.029999999999999999, u'ka\u010dapor']
[0.029999999999999999, u'kirilova']
[0.029999999999999999, u'making']
[0.029999999999999999, u'matter']
[0.029999999999999999, u'ministers']
[0.029999999999999999, u'moscow']
[0.029999999999999999, u'notably']
[0.029999999999999999, u'officer']
[0.029999999999999999, u'parties']
[0.029999999999999999, u'permit']
[0.029999999999999999, u'presumption']
[0.029999999999999999, u'proportionality']
[0.029999999999999999, u'realised']
[0.029999999999999999, u'registration']
[0.029999999999999999, u'restitution']
[0.029999999999999999, u'ruled']
[0.029999999999999999, u'savings']
[0.029999999999999999, u'set']
[0.029999999999999999, u'slovakian']
[0.029999999999999999, u'statute']
[0.029999999999999999, u'ste\u010daju']
[0.029999999999999999, u'sums']
[0.029999999999999999, u'tudor']
[0.029999999999999999, u'unavailability']
[0.029999999999999999, u'witness']
[0.02, u'17']
[0.02, u'1983']
[0.02, u'24669']
[0.02, u'34610']
[0.02, u'47']
[0.02, u'75']
[0.02, u'accounts']
[0.02, u'akku\u015f']
[0.02, u'alludes']
[0.02, u'alter']
[0.02, u'amounting']
[0.02, u'architect']
[0.02, u'arguable']
[0.02, u'armed']
[0.02, u'aside']
[0.02, u'bona']
[0.02, u'bonello']
[0.02, u'bought']
[0.02, u'braguglia']
[0.02, u'britain']
[0.02, u'burned']
[0.02, u'calculation']
[0.02, u'ceased']
[0.02, u'certain']
[0.02, u'claims']
[0.02, u'clear']
[0.02, u'colour']
[0.02, u'communicate']
[0.02, u'communicated']
[0.02, u'consequently']
[0.02, u'consulted']
[0.02, u'continued']
[0.02, u'contract']
[0.02, u'dinars']
[0.02, u'displaced']
[0.02, u'doing']
[0.02, u'exceed']
[0.02, u'exhaust']
[0.02, u'expressed']
[0.02, u'falling']
[0.02, u'forth']
[0.02, u'giovanni']
[0.02, u'head']
[0.02, u'hirvel\xe4']
[0.02, u'important']
[0.02, u'inhuman']
[0.02, u'institute']
[0.02, u'karadjova']
[0.02, u'lawrence']
[0.02, u'means']
[0.02, u'measure']
[0.02, u'municipalities']
[0.02, u'needs']
[0.02, u'noted']
[0.02, u'objections']
[0.02, u'places']
[0.02, u'possessions']
[0.02, u'properties']
[0.02, u'race']
[0.02, u'raise']
[0.02, u'recognises']
[0.02, u'reference']
[0.02, u'satisfaction']
[0.02, u'soldiers']
[0.02, u'transfer']
[0.02, u'transferred']
[0.02, u'tribunal']
[0.02, u'used']
[0.02, u'woman']
[0.02, u'\u012fstatymas']
[0.01, u'1262']
[0.01, u'14']
[0.01, u'1984']
[0.01, u'2683']
[0.01, u'33071']
[0.01, u'39794']
[0.01, u'42']
[0.01, u'60680']
[0.01, u'68563']
[0.01, u'773']
[0.01, u'abandoned']
[0.01, u'achieve']
[0.01, u'activity']
[0.01, u'adjusted']
[0.01, u'admissibility']
[0.01, u'affairs']
[0.01, u'allowed']
[0.01, u'appoint']
[0.01, u'approach']
[0.01, u'arguments']
[0.01, u'arrears']
[0.01, u'art']
[0.01, u'assess']
[0.01, u'asset']
[0.01, u'assignment']
[0.01, u'association']
[0.01, u'austria']
[0.01, u'available']
[0.01, u'bailiff']
[0.01, u'balancing']
[0.01, u'banka']
[0.01, u'bankruptcy']
[0.01, u'bears']
[0.01, u'benefit']
[0.01, u'birth']
[0.01, u'broniowski']
[0.01, u'bucharest']
[0.01, u'carson']
[0.01, u'cash']
[0.01, u'charge']
[0.01, u'claimant']
[0.01, u'command']
[0.01, u'commander']
[0.01, u'comments']
[0.01, u'communist']
[0.01, u'constitutionality']
[0.01, u'contributory']
[0.01, u'create']
[0.01, u'croatian']
[0.01, u'death']
[0.01, u'decyzja']
[0.01, u'deducted']
[0.01, u'deemed']
[0.01, u'degrading']
[0.01, u'deliberate']
[0.01, u'departures']
[0.01, u'does']
[0.01, u'dwelling']
[0.01, u'earnings']
[0.01, u'echr']
[0.01, u'economic']
[0.01, u'elements']
[0.01, u'enunciated']
[0.01, u'equal']
[0.01, u'equality']
[0.01, u'exclusively']
[0.01, u'existed']
[0.01, u'expectations']
[0.01, u'failure']
[0.01, u'favourable']
[0.01, u'finding']
[0.01, u'firstly']
[0.01, u'formalities']
[0.01, u'foundation']
[0.01, u'gc']
[0.01, u'gendarmes']
[0.01, u'guarantee']
[0.01, u'hardship']
[0.01, u'hellenic']
[0.01, u'honour']
[0.01, u'honouring']
[0.01, u'impairment']
[0.01, u'incident']
[0.01, u'inherent']
[0.01, u'introduced']
[0.01, u'investigator']
[0.01, u'irrebuttable']
[0.01, u'jebens']
[0.01, u'july']
[0.01, u'justifiable']
[0.01, u'kharkiv']
[0.01, u'led']
[0.01, u'letter']
[0.01, u'liability']
[0.01, u'licences']
[0.01, u'literally']
[0.01, u'lithuanian']
[0.01, u'lost']
[0.01, u'materiae']
[0.01, u'matscher']
[0.01, u'members']
[0.01, u'mind']
[0.01, u'moment']
[0.01, u'moratorium']
[0.01, u'mularoni']
[0.01, u'negotiations']
[0.01, u'nonetheless']
[0.01, u'northern']
[0.01, u'officials']
[0.01, u'owed']
[0.01, u'peaceful']
[0.01, u'people']
[0.01, u'pkk']
[0.01, u'poalelungi']
[0.01, u'polish']
[0.01, u'prescribed']
[0.01, u'pressure']
[0.01, u'privredna']
[0.01, u'providing']
[0.01, u'reasonably']
[0.01, u'redress']
[0.01, u'regard']
[0.01, u'relevant']
[0.01, u'relief']
[0.01, u'relying']
[0.01, u'rendered']
[0.01, u'repealed']
[0.01, u'representing']
[0.01, u'resulting']
[0.01, u'rsd']
[0.01, u'scheme']
[0.01, u'sense']
[0.01, u'similar']
[0.01, u'sofia']
[0.01, u'speculate']
[0.01, u'spring']
[0.01, u'square']
[0.01, u'steiner']
[0.01, u'str\u0103in']
[0.01, u'subjected']
[0.01, u'sufficiently']
[0.01, u'treated']
[0.01, u'trykhlib']
[0.01, u'undergoing']
[0.01, u'unions']
[0.01, u'unsubstantiated']
[0.01, u'various']
[0.01, u'view']
[0.01, u'viewed']
[0.01, u'voytenko']
[0.01, u'worded']
[0.01, u'wrongs']
[0.01, u'y\xf6yler']
[0.01, u'zabudowy']
[0.01, u'zlotys']
