[1.1742594254937164, 'enshrines basic values']
[0.7959533350171683, 'applied make safeguards']
[0.7912413835139747, 'human rights building']
[0.7871697491846643, 'south east turkey']
[0.7866250109854239, 'ill founded meaning']
[0.780216479991679, 'subject editorial revision']
[0.7716011483350834, 'steps safeguard lives']
[0.7705746309595053, 'public human rights']
[0.7705746309595053, 'place public human']
[0.7664211771025718, 'turkish government government']
[0.7662773418325834, 'individual human beings']
[0.7596402178256798, 'grounds declared admissible']
[0.7596402178256798, 'inadmissible grounds declared']
[0.7565401834612896, 'protect right life']
[0.7464991023339317, 'practice law particular']
[0.7450745249850389, 'court heard addresses']
[0.7436101819915523, 'respondent state failed']
[0.7416296411665704, 'leading identification punishment']
[0.7415689411747736, '000 thousand euros']
[0.7415331787837061, 'testimony forensic evidence']
[0.7385466968272428, 'meaning article 35']
[0.7358802892296543, 'secure evidence concerning']
[0.7341716225314183, 'articles 13 14']
[0.7335069663944169, 'default based marginal']
[0.7333337990485439, 'liras rate applicable']
[0.7333337990485439, 'turkish liras rate']
[0.7284827564274914, 'article 25 convention']
[0.7193697753029622, 'human beings requires']
[0.7192410842919519, 'rights building strasbourg']
[0.717769960150517, 'merits application time']
[0.7160757031717535, 'legal means capable']
[0.7160757031717535, 'means capable establishing']
[0.7112466491232384, 'declared admissible merits']
[0.7033599089254385, 'present case court']
[0.6991260017363371, 'force absolutely necessary']
[0.6991260017363371, 'deprivation life shall']
[0.6991260017363371, 'shall regarded inflicted']
[0.6991260017363371, 'regarded inflicted contravention']
[0.6991260017363371, 'results use force']
[0.6991260017363371, 'life shall regarded']
[0.6991260017363371, 'use force absolutely']
[0.6981605077068151, 'capable leading identification']
[0.6972671703373965, 'inflicted contravention article']
[0.6954939416930208, 'turkey judgment strasbourg']
[0.6935844890005798, 'law deprivation life']
[0.6935844890005798, 'escape person lawfully']
[0.6935844890005798, 'person lawfully detained']
[0.6935844890005798, 'order effect lawful']
[0.6935844890005798, 'prevent escape person']
[0.6935844890005798, 'effect lawful arrest']
[0.6891457211250748, 'hearing took place']
[0.6880628739766205, 'provided law deprivation']
[0.6880628739766205, 'necessary defence person']
[0.6880628739766205, 'person unlawful violence']
[0.6880628739766205, 'violence order effect']
[0.6856178460888568, 'effective independent judicial']
[0.6854155960302469, 'order effect article']
[0.6833717409362523, 'convention provides right']
[0.6827080100214019, 'adequate effective investigation']
[0.6808708853749434, 'adopted date procedure']
[0.6802478844261121, 'originated application republic']
[0.6798753733566271, 'judgment adopted date']
[0.6798627515827269, 'court does consider']
[0.67920037116979, 'convention holds unanimously']
[0.6768332242711007, 'investigation undermines ability']
[0.6746006774139814, 'mentioned date procedure']
[0.6739228007181327, 'capable establishing facts']
[0.6733530100396937, 'safeguard lives jurisdiction']
[0.6703387369310381, 'effective official investigation']
[0.6683342619920555, 'respect costs expenses']
[0.6643488833794039, 'inter alia eyewitness']
[0.6526251258921925, 'appeared court government']
[0.651377333061464, 'investigation capable leading']
[0.6470847133659383, 'failed carry adequate']
[0.6451171141079705, 'reasonable steps available']
[0.6393939187080063, 'result use force']
[0.6381402143247433, 'infringement right life']
[0.6337807415006697, 'adopt approach extreme']
[0.6337807415006697, 'cases general violence']
[0.6337807415006697, 'violence real risk']
[0.6332218933475665, 'tolerance unlawful acts']
[0.62977272915305, 'independent implicated events']
[0.6295544312061369, 'secure jurisdiction rights']
[0.6295544312061369, 'jurisdiction rights freedoms']
[0.6275284674640265, 'requires implication form']
[0.6273842811434694, 'read conjunction state']
[0.6259331111966692, 'application republic turkey']
[0.6254463320887045, 'official investigation individuals']
[0.6212534976628334, 'collusion tolerance unlawful']
[0.6212534976628334, 'appearance collusion tolerance']
[0.6175439729836063, 'killed result use']
[0.6175014012682587, 'article convention respect']
[0.6172140451355402, 'investigation individuals killed']
[0.6150010817540357, 'steps available secure']
[0.6150010817540357, 'available secure evidence']
[0.6134550530188145, 'individuals killed result']
[0.6118002284968175, 'state pay applicant']
[0.6088418647625478, 'undermines ability establish']
[0.6049123576411255, 'public prosecutor office']
[0.6040954424131547, 'implication form effective']
[0.6029763489840971, 'merits rule 59']
[0.601699057143629, 'responsible obligation result']
[0.6006912639382503, 'government represented agent']
[0.5968696563065382, 'notes inadmissible grounds']
[0.5965501706411837, 'effective remedy respect']
[0.5913624576102133, 'authorities involved requirement']
[0.5913624576102133, 'involved requirement public']
[0.5908853399072858, 'partly dissenting opinion']
[0.5877133246662127, 'interests parties proper']
[0.5877133246662127, 'parties proper conduct']
[0.5829301490543192, 'necessary persons responsible']
[0.5786566263746646, 'russian government government']
[0.5773224909353328, 'instances solely respondent']
[0.5726951435701139, 'effective investigation capable']
[0.5713050873221615, 'observations merits rule']
[0.57024236983842, 'implicated events means']
[0.5671926465108588, 'thorough effective investigation']
[0.5670721912501181, 'article convention holds']
[0.5634087142659855, 'conduct effective investigation']
[0.5616813521368978, 'article 35 convention']
[0.5589602676447128, 'acting official capacity']
[0.5570495191088297, 'circumstances particular case']
[0.5554858775634056, 'convention notes inadmissible']
[0.555409434505036, 'court case law']
[0.5544882715291846, 'holds respondent state']
[0.554263238067668, '35 convention notes']
[0.5519186699945995, 'declared application admissible']
[0.5493860476587812, 'obligation article convention']
[0.5472068274659797, 'set article 44']
[0.5465788948733293, '39 rules court']
[0.5463732439985932, 'cause death deficiency']
[0.5460671494463087, 'adherence rule law']
[0.5438354302717318, 'strong clear concordant']
[0.5438354302717318, 'sufficiently strong clear']
[0.5419532206342197, 'manifestly ill founded']
[0.5414645326406661, 'eyewitness testimony forensic']
[0.5407814681827249, 'investigation independent implicated']
[0.5370390145473072, 'reasons court unanimously']
[0.5367494747218139, 'circumstances surrounding death']
[0.53659592203129, 'real risk subjected']
[0.5362461464620242, 'euros plus tax']
[0.5357165776047038, 'judgment final circumstances']
[0.5357165776047038, 'circumstances set article']
[0.5357165776047038, 'final circumstances set']
[0.5341756787351121, 'representative russian federation']
[0.5339336975201375, 'deciding equitable basis']
[0.5310610836143644, 'similar unrebutted presumptions']
[0.5310610836143644, 'unrebutted presumptions fact']
[0.5310610836143644, 'concordant inferences similar']
[0.5301475902912168, 'establish circumstances case']
[0.5276936308227609, 'pay applicant months']
[0.5276185900315971, 'use lethal force']
[0.5274458050858812, 'sentence article enjoins']
[0.5257948381826298, 'alia eyewitness testimony']
[0.5251637738994691, 'thousand euros plus']
[0.5241621783363255, 'public scrutiny relevant']
[0.5235765647309826, 'holds violation article']
[0.5229628771645335, 'inferences similar unrebutted']
[0.5212124824005304, 'force agents state']
[0.5170943107728517, 'persons responsible carrying']
[0.5151718707037378, 'objective analysis clinical']
[0.5151718707037378, 'complete accurate record']
[0.5151718707037378, 'analysis clinical findings']
[0.5146145712846204, 'obligation carry effective']
[0.5129337192686769, 'entry residence expulsion']
[0.5129337192686769, 'residence expulsion aliens']
[0.5127240603003618, 'carrying investigation independent']
[0.5106958071376045, 'convention rights freedoms']
[0.5098098265193609, 'shall subjected torture']
[0.5096600342867942, 'punishment responsible obligation']
[0.5068992049243395, 'control entry residence']
[0.5068992049243395, 'including convention control']
[0.5068992049243395, 'obligations including convention']
[0.5068992049243395, 'treaty obligations including']
[0.5068992049243395, 'contracting states right']
[0.5068992049243395, 'convention control entry']
[0.5068992049243395, 'subject treaty obligations']
[0.5068992049243395, 'international law subject']
[0.5068992049243395, 'law subject treaty']
[0.5068992049243395, 'states right matter']
[0.5033179841199493, '13 14 convention']
[0.5022373646700397, 'national level remedy']
[0.5022373646700397, 'availability national level']
[0.5022373646700397, 'guarantees availability national']
[0.5021825004816595, 'state refrain intentional']
[0.5021825004816595, 'taking life appropriate']
[0.5, 'article provision convention']
[0.49889439998377094, 'carry effective investigation']
[0.4948263146524431, 'state failed comply']
[0.4924953723557617, 'damage ii eur']
[0.4900616331118428, 'united kingdom judgment']
[0.49001728632490515, 'contracting states afforded']
[0.4889738017033574, 'level remedy enforce']
[0.4862557350887691, 'government desirable interests']
[0.4862557350887691, 'indicating government desirable']
[0.4824221637595189, 'complaint manifestly ill']
[0.4820450612192084, 'injury objective analysis']
[0.4814252175113935, 'independent judicial set']
[0.48079792539397576, 'official investigation satisfies']
[0.48079792539397576, 'investigation satisfies certain']
[0.48008823445322274, 'proof reasonable doubt']
[0.47993720922129535, 'complained article convention']
[0.47969052681592705, 'court subject deprivations']
[0.47448115482270375, 'convention secure jurisdiction']
[0.46971007805090714, 'article enjoins state']
[0.468811858398932, 'convention substantial grounds']
[0.4678236584879314, 'mere payment compensation']
[0.4666362440931171, 'set effective judicial']
[0.46659934171155, 'circumstances potentially engaging']
[0.46659934171155, 'potentially engaging responsibility']
[0.46659934171155, 'entails duty state']
[0.4651740048364957, 'rights freedoms form']
[0.4651740048364957, 'form happen secured']
[0.4651740048364957, 'freedoms form happen']
[0.4641261772361363, 'pounds sterling gbp']
[0.46218396939625195, 'payment compensation appropriate']
[0.4587045643942571, 'real immediate risk']
[0.45681832812377055, 'high contracting parties']
[0.4562215877095934, 'grant appropriate relief']
[0.45605691460648257, 'appropriate thorough effective']
[0.45605691460648257, 'compensation appropriate thorough']
[0.45489090328336507, 'hands satisfactory explanation']
[0.45393443780042864, 'required article convention']
[0.4429283630743203, 'impossible disproportionate burden']
[0.43919996044472404, 'standard proof reasonable']
[0.4389028087412289, 'enjoins state refrain']
[0.438630155963629, 'solely respondent government']
[0.43653372397410906, 'submit information hands']
[0.43653372397410906, 'information hands satisfactory']
[0.4362303843340648, 'terms priorities resources']
[0.43480796084027684, 'hierarchical institutional connection']
[0.43390452796585083, '000 non pecuniary']
[0.42784839818481996, 'record injury objective']
[0.4267310398369644, 'freedoms convention ukrainian']
[0.4258609433654317, 'appropriate civil redress']
[0.4256498321754742, 'reports judgments decisions']
[0.4235796160751278, 'establish costs expenses']
[0.4235796160751278, 'court establish costs']
[0.42316741783219786, 'value added tax']
[0.4220584100587102, 'doubt proof follow']
[0.4220584100587102, 'reasonable doubt proof']
[0.4203399519458364, 'unpredictability human conduct']
[0.42019712602654785, 'obligations article convention']
[0.41940559147223694, 'actually incurred second']
[0.41940559147223694, 'incurred second necessary']
[0.4175335881349917, 'accordingly violation article']
[0.41726391382405736, 'ukraine judgment strasbourg']
[0.41704882522831943, 'necessary democratic society']
[0.4150118782075694, 'level compliance respondent']
[0.4150118782075694, 'negatively level compliance']
[0.4150118782075694, 'reflect negatively level']
[0.4144983411792932, 's\\xf8ren nielsen section']
[0.4135502519703597, '13 convention guarantees']
[0.41219072782170024, 'ukraine lodged court']
[0.4121432369680472, 'rule 41 rules']
[0.4121432369680472, '41 rules court']
[0.4116004809513613, 'vulnerable position authorities']
[0.4111310592459605, 'legislative administrative framework']
[0.40982601861665696, 'criminal investigation file']
[0.4091792788381658, 'compliance respondent state']
[0.4090627526326288, 'operate effectively practice']
[0.4090627526326288, 'theory operate effectively']
[0.4078199411059781, 'costs expenses indicated']
[0.40693794460761856, 'police officers involved']
[0.405673249551167, 'desirable interests parties']
[0.40526953690118783, 'breach article convention']
[0.4048536305605426, 'protect individual life']
[0.40477847974275627, 'exhaustion domestic remedies']
[0.4030788396010248, 'procedural obligation article']
[0.4028160521246582, 'court assessment general']
[0.4013707643708448, 'conduct operational choices']
[0.4013707643708448, 'human conduct operational']
[0.4001839120725139, 'application russian federation']
[0.39604172009917066, '15 december 2009']
[0.39533256356628993, 'justified circumstances identification']
[0.39292176279174146, 'violation article 14']
[0.391943447037702, 'certain minimum standards']
[0.3911461778323727, 'result conviction particular']
[0.3911461778323727, 'obligation prosecutions result']
[0.3911461778323727, 'prosecutions result conviction']
[0.3911461778323727, 'conviction particular sentence']
[0.3911461778323727, 'absolute obligation prosecutions']
[0.38730767602057387, 'government preliminary objection']
[0.3870223134136958, 'determined responsible accountable']
[0.3869010428738282, 'russia judgment strasbourg']
[0.3865407342147922, 'preventive operational measures']
[0.38556552962298024, 'individual life risk']
[0.3854205626195748, 'pecuniary damage ii']
[0.38528706482027847, 'undermined state failed']
[0.3849372762891953, 'breach article 13']
[0.38489556781996437, 'factor taken account']
[0.38396437918129284, 'operational choices terms']
[0.3838303020841465, 'interpreted way does']
[0.3838303020841465, 'way does impose']
[0.382392735409674, 'right repressed punished']
[0.382392735409674, 'breaches right repressed']
[0.38188171336501764, 'purposes article 13']
[0.38090786440461905, 'minimum standards effectiveness']
[0.3799926642342812, 'originated application ukraine']
[0.3799926642342812, 'application ukraine lodged']
[0.3789656181852879, 'confidence adherence rule']
[0.3789656181852879, 'public confidence adherence']
[0.37854306076927263, 'established appropriate civil']
[0.3783907295576955, 'series cases concerning']
[0.37760976390960965, 'caused agent state']
[0.37719109378975546, 'added tax chargeable']
[0.3766651151450673, 'complaint article convention']
[0.37615798922800714, 'connection practical independence']
[0.37615798922800714, 'institutional connection practical']
[0.3761220825852783, 'applicant allegations reflect']
[0.3758981619067491, 'documents submitted government']
[0.3757326539233288, 'criminal law remedy']
[0.37510624636057277, 'circumstances identification punishment']
[0.37404287314520707, 'particular circumstances case']
[0.3736535008976661, 'convention rejected accordance']
[0.37357078594908644, 'assess evidence court']
[0.3734324023667497, 'facilities make possible']
[0.3734324023667497, 'make possible proper']
[0.3734324023667497, 'necessary facilities make']
[0.3734324023667497, 'possible proper effective']
[0.3713253424912654, 'did reasonably expected']
[0.3712724963874415, 'drawing inferences foundedness']
[0.3701029953699329, 'number cases concerning']
[0.36967922809562137, 'inferences foundedness applicant']
[0.3687705332229569, 'decided examine merits']
[0.3676338024632459, 'require provision criminal']
[0.3676338024632459, 'provision criminal law']
[0.3676338024632459, 'necessarily require provision']
[0.36746791393939576, 'effective judicial does']
[0.36746791393939576, 'judicial does necessarily']
[0.3662744522234755, 'judgments decisions 1998']
[0.36584628071371206, 'article 14 convention']
[0.3652158347241454, 'violations articles 13']
[0.3639025546565942, 'judicial required article']
[0.36297981176084615, 'impose impossible disproportionate']
[0.3628323942840253, 'documents submitted parties']
[0.3625840671397224, 'caused intentionally positive']
[0.3615686714542191, 'actually administered force']
[0.3605065162432157, 'positive obligations article']
[0.3600137585940712, 'effect article 13']
[0.35941940784468857, 'duty article secure']
[0.35880045215772327, 'satisfaction english french']
[0.3586102849141528, 'given fundamental importance']
[0.3581728441724032, 'criminal case file']
[0.3578144193517906, 'violations article convention']
[0.35749677480202513, 'national authorities failed']
[0.3572926171157666, 'choices terms priorities']
[0.35710880524196414, 'set sub paragraphs']
[0.35685069750326165, 'use force agents']
[0.3564077434921026, 'article convention reads']
[0.35610307318618656, 'article secure jurisdiction']
[0.3559124654277257, 'realities investigation work']
[0.355473820950145, 'examine merits application']
[0.3541605778464365, 'life putting place']
[0.3541605778464365, 'right life putting']
[0.35385799120089967, 'integrity caused intentionally']
[0.3529943065945576, 'lawful detention person']
[0.3524375086314045, 'legal aid council']
[0.3524375086314045, 'aid council europe']
[0.3517800872203815, 'arguable purposes article']
[0.35063968816212987, 'threshold investigation effectiveness']
[0.35063968816212987, 'minimum threshold investigation']
[0.3496392006266333, 'enjoyment rights freedoms']
[0.34954687585334626, 'furnish necessary facilities']
[0.34891209947731955, 'contracting parties undertake']
[0.34740571524004366, 'assessment general principles']
[0.34663401038769565, 'violation article account']
[0.3457501122082586, 'civil redress order']
[0.3457501122082586, 'redress order damages']
[0.3457501122082586, 'concerned established appropriate']
[0.34537701974865354, 'require effective independent']
[0.3449614336059579, 'face real risk']
[0.34358219191898814, 'rights lawful interests']
[0.3434490778521299, 'lack hierarchical institutional']
[0.3429505161579892, 'duty state ensure']
[0.34205420744773263, 'follows violation article']
[0.3416530160269431, 'application principles present']
[0.34115300219429484, 'cause death patients']
[0.34115300219429484, 'care medical profession']
[0.34115300219429484, 'patients care medical']
[0.3410827793682372, 'relevant facts regard']
[0.3410827793682372, 'basis relevant facts']
[0.3410827793682372, 'case assessed basis']
[0.3410827793682372, 'facts regard practical']
[0.3410827793682372, 'nature degree scrutiny']
[0.3410827793682372, 'practical realities investigation']
[0.3410827793682372, 'assessed basis relevant']
[0.3410827793682372, 'particular case assessed']
[0.34080634048951713, 'case applicant born']
[0.3406262361926787, 'known time existence']
[0.3406262361926787, 'time existence real']
[0.3387881508078995, 'safeguard legitimate interests']
[0.33753962186353764, 'responsibility respondent state']
[0.3369045676047472, 'exists theory operate']
[0.3369045676047472, 'domestic law exists']
[0.3369045676047472, 'law exists theory']
[0.3369045676047472, 'satisfied protection afforded']
[0.3367866922624553, 'recourse criminal law']
[0.33636075615165273, 'human rights situation']
[0.33614797271774244, 'applicant violation convention']
[0.3332016003673468, 'contrary article 13']
[0.33279243198453257, 'mr laptev representative']
[0.33279243198453257, 'laptev representative russian']
[0.33233787275036125, 'application present case']
[0.33174235833534277, 'institute criminal proceedings']
[0.3315380011968881, 'fact abductors armed']
[0.33153800119688803, 'mere fact abductors']
[0.33089580298770366, 'procedural obligation carry']
[0.33086135139546274, 'effective judicial required']
[0.33047294597925325, 'evidence establishment facts']
[0.33027402562860375, 'security service fsb']
[0.3294615498316772, 'convention iii alleged']
[0.329397121524931, 'effective exercise right']
[0.3292785269926099, 'states furnish necessary']
[0.3292785269926099, 'proper effective examination']
[0.3292785269926099, 'effective examination applications']
[0.32885651153155643, 'respondent state obligation']
[0.32815066926377523, 'shown believing person']
[0.32769954368641535, 'provide effective remedy']
[0.32708557749850387, 'permission prosecutor investigator']
[0.32708557749850387, 'far does infringe']
[0.32708557749850387, 'does infringe rights']
[0.3264329070946152, 'rise issue article']
[0.32622786389190916, 'russian justice initiative']
[0.32501153728750054, 'office opened criminal']
[0.32447344222095714, 'manner complaints dealt']
[0.32291791094891115, 'opened criminal investigation']
[0.3229046655566276, 'greater likelihood died']
[0.3219774926654114, 'applicants months date']
[0.32155733934744873, 'means lack hierarchical']
[0.32107412121925616, 'article protocol 11']
[0.318617440423648, 'claimed applicant violation']
[0.31829836023733843, 'connection court notes']
[0.31784313574406114, 'article 38 convention']
[0.31758897454852675, 'casadevall registrar president']
[0.31758897454852675, 'josep casadevall registrar']
[0.3172875523638539, 'lives lost circumstances']
[0.3172875523638539, 'lost circumstances potentially']
[0.31613457185231436, 'follow obvious line']
[0.31613457185231436, 'ability establish circumstances']
[0.31613457185231436, 'obvious line inquiry']
[0.3159221760100854, 'required certain research']
[0.3152019317814338, 'property birth status']
[0.3146686403811628, 'compensation non pecuniary']
[0.3145470898470993, 'shall secured discrimination']
[0.3145470898470993, 'convention shall secured']
[0.3145470898470993, 'forth convention shall']
[0.3145470898470993, 'secured discrimination ground']
[0.3131811260802466, 'force used strictly']
[0.31298623578695395, 'article convention individual']
[0.31249087301246425, 'state security court']
[0.3121744121023045, 'court unanimously holds']
[0.3111195541368894, 'claimed risk life']
[0.311090707539393, 'infringe rights lawful']
[0.3107604143237959, 'justice initiative srji']
[0.3101539314109845, 'sex race colour']
[0.3101028235678146, 'right life physical']
[0.30987287304021693, '13 conjunction article']
[0.30972232930576815, 'convention court apply']
[0.30958164235173424, 'government did address']
[0.30884949132256134, 'outcome deprivation life']
[0.30812954909293594, 'respondent state obligations']
[0.3077075148787288, 'effective investigation matter']
[0.30761394137618425, 'alleged failure protect']
[0.3060143626570916, 'circumstances prepared allow']
[0.30591423836486675, 'manifest disproportion gravity']
[0.30591423836486675, 'particular sentence national']
[0.30591423836486675, 'sentence national courts']
[0.30589704619651314, 'pay applicants months']
[0.30527151146150444, 'article respect applicants']
[0.3048627202491515, 'military prosecutor military']
[0.3043680430879713, 'month time limit']
[0.303817916554214, 'illegal acts unlawful']
[0.3025467118824389, 'circumstances case person']
[0.30224477582774584, 'person presumed dead']
[0.30172571721686875, '37393 02 27']
[0.3012824883151906, 'used strictly proportionate']
[0.30123399591170485, 'human rights sitting']
[0.3010266433658298, 'court apply particularly']
[0.3008528565860342, 'positive obligation protect']
[0.30068743292064437, 'prosecutor military unit']
[0.30026873737305565, 'law enforcement bodies']
[0.29865452104951595, 'life threatening circumstances']
[0.29852615757170886, '27 november 2007']
[0.29784560143626565, 'opened local prosecutor']
[0.29783498116165585, 'followed investigation comply']
[0.29783498116165585, 'comply convention requirements']
[0.29767465610743676, 'reiterates obligation protect']
[0.29694223590094326, 'entry force convention']
[0.2957148487104261, 'court considers established']
[0.2950369600263804, 'declares application admissible']
[0.29484552285270416, 'evolved separate autonomous']
[0.29470158076805186, 'eur 000 thousand']
[0.2946794149165658, 'apply particularly thorough']
[0.2942562550581701, 'post mortem examination']
[0.2926676355760736, 'second section sitting']
[0.2926676355760736, 'human rights second']
[0.2926676355760736, 'rights second section']
[0.29148067297753116, 'pounds sterling rate']
[0.2907431332740482, 'person responsible liable']
[0.2907110982599089, 'law provisions deter']
[0.2907110982599089, 'provisions deter commission']
[0.29011669658886896, 'appropriate measures protection']
[0.288986565962979, 'documentary evidence submitted']
[0.2885993703892484, 'thousand euros second']
[0.288391025601591, 'notice application government']
[0.28827321690876456, 'absence corpus delicti']
[0.2867671008502893, 'legal aid represented']
[0.2864871334530221, 'obligation conduct effective']
[0.2864267191017639, 'court finds applicants']
[0.2862085849518525, 'investigations deaths applicants']
[0.2862085849518525, 'concerning ongoing investigations']
[0.2858499994824475, 'establishment facts case']
[0.28523847047450385, 'circumstances individual case']
[0.2847108466891192, 'affect weight attached']
[0.2847108466891192, 'weight attached elements']
[0.2847108466891192, 'attached elements circumstantial']
[0.2845188605881393, 'effective investigation death']
[0.2841782635864983, 'follows shall subjected']
[0.2835864041627362, 'state obligations article']
[0.2833496807913325, 'investigation comply convention']
[0.283308944689014, 'second section case']
[0.2829085194819999, 'isabelle berro lef\\xe8vre']
[0.28280301004622027, 'adequate effective safeguards']
[0.2824117967441955, 'life ranks fundamental']
[0.2824117967441955, 'right life ranks']
[0.28227929498688026, 'rule law prevent']
[0.28227929498688026, 'law prevent appearance']
[0.2822729016013473, '14 october 2003']
[0.28225399335337026, '10 000 thousand']
[0.2814870878200339, 'punishment responsible award']
[0.2814870878200339, 'responsible award compensation']
[0.2812575583876226, 'violation convention appropriate']
[0.28122370558352794, 'envoy russian president']
[0.28114303955067244, 'include proximity family']
[0.2810516954982466, 'case person responsible']
[0.2809471601852164, 'disclosure documents violation']
[0.28085523094499754, '1960 code criminal']
[0.28066170813028984, 'plausible explanation injuries']
[0.2804029979286807, 'complex required certain']
[0.27992331050380126, 'use force result']
[0.27955849858241877, 'putting place effective']
[0.27955849858241877, 'place effective criminal']
[0.278937919304545, 'proximity family tie']
[0.2777890275980126, 'human rights applicants']
[0.27760287929562105, 'damage claimed applicant']
[0.2764388062735002, 'incumbent state provide']
[0.27637787238130695, 'convention respect applicants']
[0.2763309040562334, 'strictly proportionate achievement']
[0.2758369237446713, 'pecuniary non pecuniary']
[0.2747178763785586, 'suspected having committed']
[0.2737647334322067, 'itslayev lawyer practising']
[0.2737647334322067, 'mr itslayev lawyer']
[0.27365060520067186, 'attempts obtain information']
[0.27346883958400675, 'situation brought attention']
[0.2732033412634539, 'represented agent mr']
[0.2731270636903491, 'human rights violation']
[0.2731125293748449, 'prosecutor office opened']
[0.27243963900137663, 'compensation respect loss']
[0.2721505902834448, 'human rights violations']
[0.2709916023893433, 'reasonably considered necessary']
[0.2705851593039985, 'tax chargeable amounts']
[0.2703148106715852, 'medical care provided']
[0.270279092541211, 'complied month rule']
[0.270279092541211, '11 february 2010']
[0.270279092541211, 'case er turkey']
[0.270279092541211, 'period years disappearance']
[0.2700495196006866, 'applicants complained article']
[0.269589390166213, 'render remedy ineffective']
[0.2692006047434565, 'national courts circumstances']
[0.2692006047434565, 'prepared allow life']
[0.2691026776446853, 'dismisses remainder applicants']
[0.2678635547576302, 'article 26 convention']
[0.2675290819212513, 'interests participants criminal']
[0.2671775277768926, 'necessary achievement purposes']
[0.2671775277768926, 'absolutely necessary achievement']
[0.266979698936611, 'observations government did']
[0.26691379615073346, 'extent family member']
