[1.3888303243969993, '34 convention protection']
[0.8325089928057554, 'substance ideas information']
[0.8285469520476363, 'law alleged violation']
[0.8267017332589167, 'satisfy national authorities']
[0.8218273865755881, 'restrictions political speech']
[0.808832702624028, 'factual basis support']
[0.8016443987667009, 'convincing compelling reasons']
[0.8016443987667009, 'compelling reasons justify']
[0.7989913657560621, 'high contracting party']
[0.7949390487609912, 'executive expressed terms']
[0.7949390487609912, 'granted executive expressed']
[0.7945285579041385, 'just satisfaction injured']
[0.7945285579041385, 'satisfaction injured party']
[0.794359993932565, 'human rights fundamental']
[0.7921588860447358, 'rights fundamental freedoms']
[0.7920988069625355, 'shall necessary afford']
[0.7920988069625355, 'court shall necessary']
[0.7903116071339891, 'protection human rights']
[0.7880593830020729, 'convention protection human']
[0.7876545941433283, 'afford just satisfaction']
[0.7876545941433283, 'necessary afford just']
[0.785191761103635, 'follows right freedom']
[0.7834308824127139, 'expressed form conveyed']
[0.7834308824127139, 'information expressed form']
[0.7834308824127139, 'ideas information expressed']
[0.7778035202974635, 'meaning article 10']
[0.7765692902530769, 'interference prescribed law']
[0.7764675833297858, 'accurate reliable information']
[0.7762125149743717, 'court task exercising']
[0.776059286350184, 'political speech debate']
[0.7743041249350957, 'maintaining authority impartiality']
[0.7708771444382955, 'supervisory function place']
[0.7664780309643501, 'protects substance ideas']
[0.763965365923144, 'authority impartiality judiciary']
[0.7612496476861134, 'allows partial reparation']
[0.7535114765330593, 'requirement prove truth']
[0.7521160877099078, 'reputation rights preventing']
[0.7441639914514075, 'information received confidence']
[0.7431911613566291, 'ill treatment attain']
[0.7392212693545399, 'morals protection reputation']
[0.738074234780028, 'final ruling restriction']
[0.7369069779141719, 'legitimate aim pursued']
[0.7363043446925471, 'task exercising supervisory']
[0.7339461163909802, 'disclosure information received']
[0.7339461163909802, 'preventing disclosure information']
[0.7323021582733813, 'public authorities rights']
[0.7321682760743277, 'restraint resorting criminal']
[0.7316453448662436, 'confidence maintaining authority']
[0.7316453448662436, 'received confidence maintaining']
[0.7243188406943495, 'article 11 convention']
[0.7178221796027552, 'paragraph article 10']
[0.7153246195445271, 'proportionate legitimate aim']
[0.7114625270330721, 'decisions taken pursuant']
[0.7103960616293606, 'court court empowered']
[0.7083634821803032, 'commission human rights']
[0.6957050163683767, 'reconcilable freedom expression']
[0.6934301979266008, 'article 27 convention']
[0.6931800520938965, 'foundations democratic society']
[0.6911603218432102, 'protected article 10']
[0.6892854648320178, 'freedom peaceful assembly']
[0.6879316466790996, 'legislation decisions applying']
[0.6866167780061665, 'matters public concern']
[0.6852330635491607, 'inherent exercise freedom']
[0.6845066285681134, 'rule admissibility merits']
[0.6845066285681134, 'decided rule admissibility']
[0.6843726812272155, 'european commission human']
[0.6825718372670285, 'accordance ethics journalism']
[0.6787070343725019, 'fulfil infringes freedom']
[0.6751348920863309, 'official gazette republic']
[0.6737312852420766, 'arbitrary interferences public']
[0.6737312852420766, 'interferences public authorities']
[0.6735311350385647, 'information accordance ethics']
[0.6724137931034482, 'proof requirement prove']
[0.6724137931034482, 'susceptible proof requirement']
[0.6704943737317838, 'aim pursued reasons']
[0.6694147384794865, 'european supervision embracing']
[0.6687210231814549, 'government decided rule']
[0.6684740394497588, 'margin appreciation assessing']
[0.6681780943404481, 'supervision embracing legislation']
[0.6681780943404481, 'embracing legislation decisions']
[0.6652428057553957, 'april 1979 62']
[0.6652428057553957, '1979 62 series']
[0.6618736925353333, 'responsibilities inherent exercise']
[0.6608371828852707, 'applicable information ideas']
[0.6594085193316286, 'offend shock disturb']
[0.6583932853717027, 'overstep certain bounds']
[0.6567265271752064, 'responsibilities information ideas']
[0.6566740278663147, 'determine reasons adduced']
[0.6560736729645081, 'independent court court']
[0.6526442531127156, 'favourably received regarded']
[0.6526442531127156, 'received regarded inoffensive']
[0.6526442531127156, 'ideas favourably received']
[0.6520364353678347, 'freedom expression protected']
[0.6492438702099544, 'limits acceptable criticism']
[0.6479027304472211, 'allow unduly influenced']
[0.6465329666768517, 'acting good faith']
[0.6444206337058014, 'duties responsibilities inherent']
[0.6420689655172415, 'judgment impossible fulfil']
[0.6378896882494004, 'treatment attain minimum']
[0.6378896882494004, 'attain minimum level']
[0.6378896882494004, 'depends circumstances case']
[0.6373950839328538, '10 protects substance']
[0.6372020503767307, 'expression protected article']
[0.6353069853729999, 'duty impart manner']
[0.6323188640099158, 'vital role public']
[0.6319214291488158, 'impart manner consistent']
[0.6318949623083518, 'information ideas favourably']
[0.6311966725756499, 'information ideas matters']
[0.6300399791587343, 'decisions applying given']
[0.6293436749544769, 'human rights commission']
[0.6284384257300042, 'general duty article']
[0.6284384257300042, 'convention requires implication']
[0.6284384257300042, 'state general duty']
[0.6284384257300042, 'read conjunction state']
[0.6284384257300042, 'conjunction state general']
[0.6284384257300042, 'effective official investigation']
[0.6270983213429256, 'margin appreciation doing']
[0.6269384492406075, 'essential foundations democratic']
[0.6248093098384085, 'given independent court']
[0.6219866212293322, 'officer member military']
[0.6212970799830723, 'court determine interference']
[0.6202548599418338, 'freedom expression safeguard']
[0.6166331699073389, 'role public watchdog']
[0.6141113228819929, 'manner consistent obligations']
[0.6141113228819929, 'consistent obligations responsibilities']
[0.6138973768252896, 'ideas matters public']
[0.6121316621916142, 'review article 10']
[0.6080688260451547, 'contracting states certain']
[0.6038715419417043, 'sufficient factual basis']
[0.6018441061104605, 'inoffensive matter indifference']
[0.6006166495375128, 'secure jurisdiction rights']
[0.6006166495375128, 'jurisdiction rights freedoms']
[0.6004802381176715, 'pluralism tolerance broadmindedness']
[0.5990711615641723, 'constitutes essential foundations']
[0.5988087648199331, 'interference necessary democratic']
[0.5985361999417806, 'faith order provide']
[0.5985361999417806, 'order provide accurate']
[0.5978673211458413, 'obligations responsibilities information']
[0.5976933197032117, 'states certain margin']
[0.5955035971223022, '10 11 convention']
[0.5947537736060406, 'indifference offend shock']
[0.5947537736060406, 'matter indifference offend']
[0.5937145020825445, 'impartiality regarded objectively']
[0.5937145020825445, 'unduly influenced considerations']
[0.5937145020825445, 'influenced considerations nature']
[0.5915811468472281, 'violation article convention']
[0.5896218409887475, 'taken pursuant power']
[0.5861727284838796, 'public right receive']
[0.5849680504043969, 'interference complained light']
[0.5849680504043969, 'complained light case']
[0.5838374754741661, 'religious freedom primarily']
[0.5838374754741661, 'freedom primarily matter']
[0.5811658908167583, 'right freedom peaceful']
[0.5809127697841727, 'ideals values democratic']
[0.5782765092274006, 'breach article 11']
[0.5766296054065838, 'legal protection arbitrary']
[0.5747913567612329, 'tolerance broadmindedness democratic']
[0.5747913567612329, 'broadmindedness democratic society']
[0.5740816437758883, 'exercise rights prescribed']
[0.5707893958805559, 'demands pluralism tolerance']
[0.5702104982680523, 'law basic principles']
[0.5702104982680523, 'rule law basic']
[0.5702104982680523, 'basic principles democratic']
[0.5698019981227562, 'applying given independent']
[0.5666012644429911, 'considerations nature case']
[0.5616335720954315, 'reasonably carefully good']
[0.5616335720954315, 'carefully good faith']
[0.5616335720954315, 'discretion reasonably carefully']
[0.5616335720954315, 'exercised discretion reasonably']
[0.5616335720954315, 'respondent state exercised']
[0.5616335720954315, 'state exercised discretion']
[0.5592558919897049, 'respect reputation rights']
[0.556604359369647, 'pursuant power appreciation']
[0.5540798704320127, 'article shall prevent']
[0.5535332297542248, 'protection rights freedoms']
[0.5525126696672219, 'relative depends circumstances']
[0.5488180883864336, 'protection arbitrary interferences']
[0.5483941418293936, 'restricting person receiving']
[0.5468253532397636, 'ascertaining respondent state']
[0.5458090407200243, 'rights building strasbourg']
[0.5458090407200243, 'human rights building']
[0.5425575236318372, 'guaranteed article 10']
[0.5417819590481461, 'rights prescribed law']
[0.5405493786788751, 'right journalists disclose']
[0.5401614082883354, 'present case court']
[0.5390813503043719, 'communist party turkey']
[0.5350269784172662, 'pursued reasons given']
[0.5330935251798561, 'severity fall scope']
[0.5330935251798561, 'level severity fall']
[0.5330935251798561, 'state health victim']
[0.5330935251798561, 'cases sex age']
[0.5330935251798561, 'treatment physical mental']
[0.5330935251798561, 'circumstances case duration']
[0.5330935251798561, 'mental effects cases']
[0.5330935251798561, 'physical mental effects']
[0.5330935251798561, 'duration treatment physical']
[0.5330935251798561, 'effects cases sex']
[0.5330935251798561, 'sex age state']
[0.5330935251798561, 'case duration treatment']
[0.5322979519610118, 'existence facts demonstrated']
[0.5310760087582109, 'established reasonable doubt']
[0.5310090610577385, 'manifestly ill founded']
[0.5306150683848525, 'limited margin appreciation']
[0.5295763389288569, 'minimum level severity']
[0.5289010171173406, 'refer quality law']
[0.5289010171173406, 'domestic law refer']
[0.5289010171173406, 'law refer quality']
[0.5289010171173406, 'authorities manner exercise']
[0.5289010171173406, 'conferred competent authorities']
[0.5286179477470655, 'legitimate aim protection']
[0.5266912520403846, 'articles 11 convention']
[0.5264615893492104, 'shock disturb demands']
[0.5260791366906474, 'gazette socialist federal']
[0.5260791366906474, 'socialist federal republic']
[0.5260791366906474, 'official gazette socialist']
[0.5248746457379552, 'violation article 11']
[0.5228595581307293, 'acceptable criticism wider']
[0.5194999641731538, 'morals protection rights']
[0.5186695713851454, 'depend exists sufficient']
[0.5186695713851454, 'exists sufficient factual']
[0.5186695713851454, 'interference depend exists']
[0.5182388768413615, 'degree exaggeration provocation']
[0.5175264044083882, 'application communicated government']
[0.5164321472381015, 'appeared court government']
[0.5163669064748201, 'protection opinions freedom']
[0.5163669064748201, 'opinions freedom express']
[0.5160130876743533, 'ii application article']
[0.5155358471843214, 'assessing proportionality interference']
[0.5150662079032425, 'look interference complained']
[0.5128705462226664, 'public human rights']
[0.5121654888478598, 'restrictions shall placed']
[0.5121654888478598, 'shall placed exercise']
[0.5120026427837322, 'peaceful assembly freedom']
[0.5117805755395683, 'audience national regional']
[0.5117805755395683, 'obligations deriving international']
[0.5117805755395683, 'regional local level']
[0.5117805755395683, 'local level rights']
[0.5117805755395683, 'rights needs specific']
[0.5117805755395683, 'specific audience obligations']
[0.5117805755395683, 'level rights needs']
[0.5117805755395683, 'potential audience national']
[0.5117805755395683, 'audience obligations deriving']
[0.5117805755395683, 'needs specific audience']
[0.5108511310074197, 'imparting information ideas']
[0.5076748317944834, 'demonstrated truth value']
[0.5076748317944834, 'facts demonstrated truth']
[0.5063641394576647, 'general rule courts']
[0.5063641394576647, 'rule courts assess']
[0.50574207300826, 'function place national']
[0.5046017448529886, 'court case law']
[0.5027507405840034, 'person receiving information']
[0.5027507405840034, 'sufficiently strong clear']
[0.5027507405840034, 'clear concordant inferences']
[0.5027507405840034, 'strong clear concordant']
[0.5, '16 june 2004']
[0.5, '30 june 2004']
[0.4990503597122303, 'play vital role']
[0.4990136922719889, 'reputation rights meaning']
[0.4989797399748362, 'case decisions taken']
[0.4989797399748362, 'light case decisions']
[0.4985736229975862, 'court heard addresses']
[0.49831098551171665, 'ideas public right']
[0.4958485640637288, 'information ideas public']
[0.4946043165467626, 'human rights requirements']
[0.49292179159897886, 'identification punishment responsible']
[0.49292179159897886, 'leading identification punishment']
[0.49292179159897886, 'capable leading identification']
[0.48939626459984836, 'frontiers article shall']
[0.48827970590560515, 'domestic courts general']
[0.48787342275039514, 'judgments existence facts']
[0.48787342275039514, 'value judgments existence']
[0.48413190699812064, 'regardless frontiers article']
[0.48394910865565915, 'republic turkey lodged']
[0.48326499150533797, 'light case including']
[0.48157101253981327, 'common ground parties']
[0.477580726116781, 'article 11 unless']
[0.47709850647531377, 'exercise freedom expression']
[0.4765467625899281, 'gazette republic serbia']
[0.4765467625899281, 'agent mr cari\\u0107']
[0.4748201438848921, 'article 10 unless']
[0.4729967881474249, 'freedoms convention russian']
[0.47285374543507724, 'freedom expression guaranteed']
[0.4719323133042862, 'regarded objectively justified']
[0.4715375362336892, 'task imparting information']
[0.4709095109233714, 'application manifestly ill']
[0.47034465450895097, 'federation lodged court']
[0.47034465450895097, 'federation european court']
[0.47034465450895097, 'russian government government']
[0.47034465450895097, 'russian federation european']
[0.47034465450895097, 'russian federation lodged']
[0.4639822624658894, 'rights freedoms defined']
[0.46330935251798566, 'disseminate information shall']
[0.46121175348877524, 'bounds particular respect']
[0.46093522788649305, 'actually necessarily incurred']
[0.4608812949640288, 'placed exercise rights']
[0.46029986355742986, 'right accordance law']
[0.46029986355742986, 'exercise right accordance']
[0.46029986355742986, 'shall interference public']
[0.4590115766309202, 'recourse degree exaggeration']
[0.45468888047456774, 'shall subjected torture']
[0.4541023669613928, '52 rules court']
[0.4541023669613928, 'rule 52 rules']
[0.4538540596094553, 'particular case court']
[0.45298792812883454, 'social need proportionate']
[0.45190898952570474, 'expression guaranteed article']
[0.44934233336222595, 'certain bounds particular']
[0.4491020258853449, 'pursued legitimate aims']
[0.4489615854486222, 'careful scrutiny court']
[0.44688954718578083, 'basically prohibits government']
[0.44658447998882445, 'democratic society protection']
[0.4465227817745804, 'reasonable doubt applicant']
[0.44373250168338235, 'article 10 decisions']
[0.44232896511073977, 'debate questions public']
[0.44106069214287724, 'place public human']
[0.4408917310595967, 'value judgments susceptible']
[0.4408917310595967, 'judgments susceptible proof']
[0.4406984533830426, 'degrading treatment punishment']
[0.4406984533830426, 'subjected torture inhuman']
[0.4406984533830426, 'torture inhuman degrading']
[0.438975722536158, 'place national authorities']
[0.43772325135061024, 'turkish government government']
[0.4371285580231467, 'carries scrutiny task']
[0.4365674127364775, 'law indicate sufficient']
[0.43498450251656384, 'reasons given national']
[0.43498392775141587, 'factual basis impugned']
[0.4339934645690041, 'section court rule']
[0.4339934645690041, 'court rule 52']
[0.43385611510791366, '10 relied acceptable']
[0.43385611510791366, 'relied acceptable assessment']
[0.43373996455009906, 'given national authorities']
[0.4334022866692482, '10 necessary democratic']
[0.43329907502569376, 'prohibits government restricting']
[0.43329907502569376, 'government restricting person']
[0.4325615138141588, 'particular determine interference']
[0.4324395029431001, 'right peaceful assembly']
[0.4324395029431001, 'yugoslavia og fry']
[0.4324395029431001, 'yugoslavia og sfry']
[0.4324395029431001, 'republic yugoslavia og']
[0.4324395029431001, 'og sfry nos']
[0.43105363810217645, 'informing public matters']
[0.43030953658972987, 'took place public']
[0.42995775037656886, '26 april 1979']
[0.4299229220068643, 'costs expenses far']
[0.4296131619294728, 'aims pursued reasons']
[0.42877289077828645, 'scope discretion conferred']
[0.42877289077828645, 'discretion conferred competent']
[0.4281471284309381, '10 light case']
[0.4242843589206305, 'heard addresses mr']
[0.4240817872018175, 'public matters public']
[0.4235971223021583, 'vienna austrian government']
[0.42286171063149475, 'article 152 civil']
[0.42286171063149475, '152 civil code']
[0.4224820143884892, 'democratic society enshrined']
[0.4224049331963002, 'express opinions acquire']
[0.4224049331963002, 'opinions acquire disseminate']
[0.4224049331963002, 'acquire disseminate information']
[0.4224049331963002, 'human rights order']
[0.42122976092194164, 'court government mr']
[0.42093557297019524, 'government represented mr']
[0.42023844358694573, 'applicant freedom expression']
[0.4185681305701707, 'freedoms defined convention']
[0.4182765787370104, 'truth value judgments']
[0.41629504462150957, 'need proportionate legitimate']
[0.4157784883204547, 'fundamental values democratic']
[0.4154993652137114, 'right freedom association']
[0.41479316546762596, 'articles 10 11']
[0.41413266445666996, 'rights meaning article']
[0.4135702427069334, 'particular respect reputation']
[0.41190262076053447, 'imposed factors taken']
[0.4098732999901449, 'convention ii alleged']
[0.4080838458144623, 'factors taken account']
[0.4079797386580532, 'prevent committing offence']
[0.4079797386580532, 'purpose bringing competent']
[0.4079797386580532, 'offence reasonably considered']
[0.4079797386580532, 'competent legal authority']
[0.4079797386580532, 'arrest detention person']
[0.4079797386580532, 'necessary prevent committing']
[0.4079797386580532, 'legal authority reasonable']
[0.4079797386580532, 'committing offence fleeing']
[0.4079797386580532, 'detention person effected']
[0.4079797386580532, 'authority reasonable suspicion']
[0.4079797386580532, 'bringing competent legal']
[0.4079797386580532, 'committed offence reasonably']
[0.4079797386580532, 'considered necessary prevent']
[0.4079797386580532, 'offence fleeing having']
[0.4079797386580532, 'person effected purpose']
[0.4079797386580532, 'effected purpose bringing']
[0.40772250353875117, 'case referred court']
[0.40727452461438773, 'aim protecting reputation']
[0.407270337576093, 'accordance law necessary']
[0.40713301699066284, 'impugned measure basis']
[0.40630909906221363, 'age state health']
[0.40594045202521933, 'reputation rights duty']
[0.40572058482246454, 'value judgment factual']
[0.4052475666525604, 'acted good faith']
[0.4049398412304639, 'genuine effective exercise']
[0.4049398412304639, 'require positive measures']
[0.4049398412304639, 'law question law']
[0.40364072378460875, 'way broadcasting organised']
[0.40364072378460875, 'organised territories particularly']
[0.40364072378460875, 'licensing way broadcasting']
[0.40364072378460875, 'particularly technical aspects']
[0.40364072378460875, 'territories particularly technical']
[0.40364072378460875, 'broadcasting organised territories']
[0.400783598473334, 'infringes freedom opinion']
[0.4001317218650329, 'accordingly violation article']
[0.3997004831083808, 'admissibility merits application']
[0.3987205172570804, '26682 95 61']
[0.39836551811182624, 'protection journalistic sources']
[0.39784871132220434, 'legitimate public concern']
[0.3977677670947354, 'fundamental right secured']
[0.39721937403348356, 'freedom opinion fundamental']
[0.3960978682491794, 'freedom mass media']
[0.39568345323741005, 'wanted proceedings continue']
[0.39564733755164544, 'aim protection reputation']
[0.39352517985611507, 'appropriate accompanied translation']
[0.39352517985611507, 'widely recommendation appended']
[0.39352517985611507, 'appended principles appropriate']
[0.3928057553956834, 'journalistic freedom covers']
[0.39183557000553404, 'claim compensation losses']
[0.3899691675231244, 'wish willing impart']
[0.38757743804956035, 'article 10 relied']
[0.3865886672105614, 'speech debate questions']
[0.3860357706865866, 'interference freedom expression']
[0.38564591804817017, 'freedom covers possible']
[0.3853996557355343, 'regardless frontiers exercise']
[0.3847049038424076, 'hearing took place']
[0.3846922462030375, 'fact rendered unavoidable']
[0.3846922462030375, 'rendered unavoidable circumstances']
[0.3846922462030375, 'taking role instance']
[0.3846922462030375, 'tribunal fact rendered']
[0.3827338129496403, '18 august 1992']
[0.3827338129496403, 'amended 25 april']
[0.38247956452114057, 'freedom expression article']
[0.38163629680197453, 'capable discouraging participation']
[0.38128036531813514, 'lawful restrictions exercise']
[0.3811789278254815, 'perishable commodity delay']
[0.3811789278254815, 'commodity delay publication']
[0.3811373914924941, 'taken account assessing']
[0.3778204708960105, 'bear reasonable relationship']
[0.3755093435624945, 'margin appreciation circumscribed']
[0.3751156427001643, 'decided examine merits']
[0.37463822045811623, 'expression freedom mass']
[0.37453370636823874, 'opinion fundamental right']
[0.3744337863042899, 'read follows article']
[0.3742951584678203, '11 based decisions']
[0.37273681596043984, 'frontiers exercise freedoms']
[0.37201817493373723, 'plenary supreme court']
[0.37113581861783307, 'court request rectification']
[0.3709532374100719, 'assembly guaranteed article']
[0.3708776978417266, 'alleged ill treatment']
[0.37075339728217427, 'application republic turkey']
[0.3707149887026795, 'composition grand chamber']
[0.3705444735120994, '11 convention ii']
[0.3702307119821384, 'foreseeable formulated sufficient']
[0.3702307119821384, 'appropriate advice regulate']
[0.36971027407681106, 'unless prescribed law']
[0.3665956123989697, 'relevant sufficient proportionate']
[0.3665956123989697, 'sufficient proportionate legitimate']
[0.3665175967334241, 'wider margin appreciation']
[0.36555755395683454, 'deriving international legal']
[0.36555755395683454, 'matters nature objectives']
[0.36555755395683454, 'states permitted regulate']
[0.3655575539568345, 'substitute assessment facts']
[0.36458218040951856, 'case law purpose']
[0.36458218040951856, 'law purpose domestic']
[0.36285971223021585, 'effective exercise freedom']
[0.3622439650840864, 'secured article 10']
[0.3621562080479157, '23 1991 series']
[0.3613472858077174, 'case law applicant']
[0.36041754831428974, 'reasonable suspicion having']
[0.36041754831428974, 'lawful arrest detention']
[0.3602924112323045, 'decisions acceptable assessment']
[0.3602924112323045, 'based decisions acceptable']
[0.35953255377715804, 'based acceptable assessment']
[0.35594908688433874, 'national regional local']
[0.3544548976203653, 'falls applicant establish']
[0.3544548976203653, 'remedy advanced government']
[0.3544548976203653, 'applicant establish remedy']
[0.3544548976203653, 'advanced government fact']
[0.3544548976203653, 'circumstances absolving requirement']
[0.3544548976203653, 'assessment facts domestic']
[0.3544461727914965, 'russian national mr']
[0.35405067250547384, '2000 committee ministers']
[0.35354027609937166, 'interference pursued legitimate']
[0.3532585696148963, 'correspondence shall interference']
[0.3528710375583059, 'domestic law practice']
[0.3524703416075087, 'people hatred hostility']
[0.35130524152106885, 'interference infringe convention']
[0.35102774922918806, 'interference constitute breach']
[0.35102774922918806, 'constitute breach article']
[0.3502771553249204, 'served legitimate aim']
[0.34844049050980036, 'expression article 10']
[0.3477283390678761, 'federal republic yugoslavia']
[0.34769784172661866, 'speaking law article']
[0.34769784172661866, 'alludes concept convention']
[0.3472211241995415, 'freedoms rights persons']
[0.34381625516092834, 'breach article 10']
[0.3437130678232534, '1991 series 204']
[0.3428233023337427, 'primarily matter individual']
[0.3428233023337427, 'matter individual conscience']
[0.3421498095641134, 'receiving information wish']
[0.34212629896083135, 'international legal instruments']
[0.34212629896083135, 'protect public servants']
[0.3412230215827338, 'concerned foreseeable effects']
[0.3412230215827338, 'person concerned foreseeable']
[0.34118705035971225, 'bound commission findings']
[0.34118705035971225, 'verification facts primarily']
[0.34066060221731426, 'inhuman degrading treatment']
[0.3403918970087088, 'published official gazette']
[0.3398521549732691, 'measure basis domestic']
[0.3394065812438806, 'compensation respect non']
[0.338883731724298, 'subjected ill treatment']
[0.33839594990674127, 'faith look interference']
[0.33839594990674127, 'good faith look']
[0.337193737073833, 'court composed judges']
[0.33624811177673836, 'case court notes']
[0.3353687275994649, 'respondent state obligations']
[0.33489208633093526, 'review light case']
[0.33480907581627, 'public safety economic']
[0.33480907581627, 'country prevention disorder']
[0.33480907581627, 'economic country prevention']
[0.33430822107892316, 'second paragraph article']
[0.3337022689540675, 'officials communication forms']
[0.3337022689540675, 'professional references public']
[0.3335315618472964, 'publication short period']
[0.3335315618472964, 'short period deprive']
[0.3335315618472964, 'delay publication short']
[0.3335315618472964, 'period deprive value']
[0.33296147891813127, 'appreciation circumscribed democratic']
[0.33261613266344175, 'application time admissibility']
[0.33261613266344175, 'examine merits application']
[0.33237410071942447, 'meaning article 11']
[0.3321787014832578, 'nature severity sanction']
[0.3315347721822542, '03 23676 03']
[0.3315347721822542, '3002 03 23676']
[0.3315347721822542, 'censorship means social']
[0.3315347721822542, 'communication licensing press']
[0.3315347721822542, 'licensing press shall']
[0.33138489208633093, 'cover number status']
[0.33138489208633093, 'number status addressed']
[0.33138489208633093, 'designed cover number']
[0.33064557730539224, 'society protection reputation']
[0.3303373921361526, 'article 10 necessary']
[0.33, 'linked prevention terrorism']
[0.32948431171029563, 'hand hand supervision']
[0.3293053057553957, 'enshrined article 11']
[0.32844027808056586, 'open close scrutiny']
[0.3277902268349255, 'regard government relation']
[0.3277902268349255, 'government relation private']
[0.32767807731836507, 'paragraph article 11']
[0.32594113388534457, 'question attacking reputation']
[0.32527268507774426, 'news perishable commodity']
[0.3239487617826531, 'press task imparting']
[0.3228026274632468, 'context defamation defined']
[0.32267606967057927, 'assisting press informing']
[0.3222935809325713, 'person private life']
[0.32171542895976374, 'formulated sufficient precision']
[0.3211975873846377, 'hungary lodged court']
[0.3210322430314857, 'society overstep certain']
[0.3210322430314857, 'democratic society overstep']
[0.31989423738181, 'provides right freedom']
[0.3193263570961413, 'gmbh amp kg']
[0.3183871507445206, 'law lawful arrest']
[0.3183871507445206, 'severity sanction imposed']
[0.3178906985276524, 'expression accordance law']
[0.3178077174623937, 'severity penalties imposed']
[0.3178077174623937, 'nature severity penalties']
[0.31772133313757156, 'legal costs recoverable']
[0.3173012152076092, 'society press overstep']
[0.31680369989722507, 'sanction imposed factors']
[0.3155947422513117, 'debates matters legitimate']
[0.3148201438848921, 'subsection penal code']
[0.31423586036217144, 'democratic society press']
[0.3141817254857532, 'law 3713 12']
[0.31310045363460165, 'court notes complaint']
[0.3128925431083704, 'convention hungarian national']
[0.3128226830300465, 'information wish willing']
[0.31256594724220627, '1992 amended 25']
[0.31190884855567325, 'rights duty impart']
[0.3113669064748201, 'convention turkish nationals']
[0.3086373006857671, 'action constituted interference']
[0.30615921770355736, '10 convention provides']
[0.3054699097864565, 'life enshrined article']
[0.3054699097864565, 'private life enshrined']
[0.30492984155185965, 'convention rule 24']
[0.30398149834562727, 'circumscribed democratic society']
[0.3017728674203495, 'mr laptev representative']
[0.30161187505691656, 'security court composed']
[0.30014962389063105, 'bulgarian government government']
[0.30014962389063105, 'republic bulgaria lodged']
[0.30001392434439544, 'supervisory jurisdiction court']
[0.299970834143496, 'iii alleged violation']
[0.299839076107535, 'responding pressing social']
[0.299828708461802, '02 april 2006']
[0.299828708461802, '33352 02 april']
[0.2983865334916533, 'relation private citizen']
[0.29784172661870506, 'rights freedoms admissibility']
[0.29784172661870506, 'freedom assembly guaranteed']
[0.29784172661870506, 'information shall ensured']
[0.2976145399469898, 'destroy rights freedoms']
[0.2975068221285041, 'does depend merely']
[0.2975068221285041, 'interfere require positive']
