[1.0, u'integrity']
[0.5, u'destruction']
[0.5, u'funeral']
[0.5, u'putative']
[0.5, u'sir']
[0.48999999999999999, u'2012']
[0.48999999999999999, u'abstain']
[0.48999999999999999, u'adoption']
[0.48999999999999999, u'annexed']
[0.48999999999999999, u'child']
[0.48999999999999999, u'employment']
[0.48999999999999999, u'exhaustive']
[0.48999999999999999, u'guardian']
[0.48999999999999999, u'inferences']
[0.48999999999999999, u'italy']
[0.48999999999999999, u'minimum']
[0.48999999999999999, u'principle']
[0.48999999999999999, u'reparation']
[0.48999999999999999, u'terrorists']
[0.47999999999999998, u'2005']
[0.47999999999999998, u'business']
[0.47999999999999998, u'censored']
[0.47999999999999998, u'environmental']
[0.47999999999999998, u'hannover']
[0.47999999999999998, u'life']
[0.47999999999999998, u'lithuanian']
[0.47999999999999998, u'moral']
[0.47999999999999998, u'residents']
[0.47999999999999998, u'resort']
[0.47999999999999998, u'reunited']
[0.47999999999999998, u'sexual']
[0.47999999999999998, u'situation']
[0.47999999999999998, u'zakon']
[0.46999999999999997, u'beings']
[0.46999999999999997, u'client']
[0.46999999999999997, u'conditioned']
[0.46999999999999997, u'detention']
[0.46999999999999997, u'federal']
[0.46999999999999997, u'french']
[0.46999999999999997, u'guardianship']
[0.46999999999999997, u'mrs']
[0.46999999999999997, u'nature']
[0.46999999999999997, u'premises']
[0.46999999999999997, u'reasonableness']
[0.46999999999999997, u'regime']
[0.46999999999999997, u'upbringing']
[0.46000000000000002, u'abscond']
[0.46000000000000002, u'affording']
[0.46000000000000002, u'detainee']
[0.46000000000000002, u'disagreed']
[0.46000000000000002, u'disputes']
[0.46000000000000002, u'empowered']
[0.46000000000000002, u'expression']
[0.46000000000000002, u'housing']
[0.46000000000000002, u'iii']
[0.46000000000000002, u'medically']
[0.46000000000000002, u'mutual']
[0.46000000000000002, u'parents']
[0.46000000000000002, u'pressing']
[0.46000000000000002, u'psychological']
[0.46000000000000002, u'relationships']
[0.46000000000000002, u'sealed']
[0.46000000000000002, u'series']
[0.46000000000000002, u'telephone']
[0.46000000000000002, u'tenancy']
[0.45000000000000001, u'born']
[0.45000000000000001, u'communications']
[0.45000000000000001, u'euros']
[0.45000000000000001, u'interception']
[0.45000000000000001, u'married']
[0.45000000000000001, u'necessity']
[0.45000000000000001, u'police']
[0.45000000000000001, u'sphere']
[0.45000000000000001, u'statutory']
[0.45000000000000001, u'swiftness']
[0.45000000000000001, u'time']
[0.44, u'adequate']
[0.44, u'broad']
[0.44, u'care']
[0.44, u'concept']
[0.44, u'discriminatory']
[0.44, u'dna']
[0.44, u'domestic']
[0.44, u'governor']
[0.44, u'inhabitants']
[0.44, u'laid']
[0.44, u'pursuant']
[0.44, u'remand']
[0.44, u'slovakia']
[0.44, u'storage']
[0.44, u'wrongfully']
[0.42999999999999999, u'authority']
[0.42999999999999999, u'bail']
[0.42999999999999999, u'consequences']
[0.42999999999999999, u'defamatory']
[0.42999999999999999, u'determined']
[0.42999999999999999, u'equitable']
[0.42999999999999999, u'homes']
[0.42999999999999999, u'humiliating']
[0.42999999999999999, u'plus']
[0.42999999999999999, u'possessions']
[0.42999999999999999, u'prisoner']
[0.42999999999999999, u'proportionate']
[0.42999999999999999, u'wedlock']
[0.41999999999999998, u'assaulted']
[0.41999999999999998, u'britain']
[0.41999999999999998, u'compliance']
[0.41999999999999998, u'consensus']
[0.41999999999999998, u'contended']
[0.41999999999999998, u'discrimination']
[0.41999999999999998, u'dispatched']
[0.41999999999999998, u'eur']
[0.41999999999999998, u'foreseeability']
[0.41999999999999998, u'injury']
[0.41999999999999998, u'lawyers']
[0.41999999999999998, u'patients']
[0.41999999999999998, u'seizure']
[0.41999999999999998, u'seizures']
[0.41999999999999998, u'specifying']
[0.40999999999999998, u'_______']
[0.40999999999999998, u'causing']
[0.40999999999999998, u'ipso']
[0.40999999999999998, u'pollution']
[0.40999999999999998, u'rent']
[0.40999999999999998, u'safeguards']
[0.40000000000000002, u'2010']
[0.40000000000000002, u'burial']
[0.40000000000000002, u'ethical']
[0.40000000000000002, u'lend']
[0.40000000000000002, u'marry']
[0.40000000000000002, u'nuisance']
[0.40000000000000002, u'officer']
[0.40000000000000002, u'op\u0107inski']
[0.40000000000000002, u'presuppose']
[0.40000000000000002, u'satisfaction']
[0.40000000000000002, u'secret']
[0.40000000000000002, u'social']
[0.39000000000000001, u'1988']
[0.39000000000000001, u'2007']
[0.39000000000000001, u'2011']
[0.39000000000000001, u'authorise']
[0.39000000000000001, u'conversations']
[0.39000000000000001, u'croatian']
[0.39000000000000001, u'demanded']
[0.39000000000000001, u'effects']
[0.39000000000000001, u'forenames']
[0.39000000000000001, u'homosexuality']
[0.39000000000000001, u'items']
[0.39000000000000001, u'khan']
[0.39000000000000001, u'lagergren']
[0.39000000000000001, u'notion']
[0.39000000000000001, u'petzold']
[0.39000000000000001, u'photographs']
[0.39000000000000001, u'price']
[0.39000000000000001, u'secure']
[0.39000000000000001, u'suspect']
[0.39000000000000001, u'terrorist']
[0.38, u'emissions']
[0.38, u'final']
[0.38, u'imprisonment']
[0.38, u'interfere']
[0.38, u'occupation']
[0.38, u'profession']
[0.38, u'recoverable']
[0.38, u'secrecy']
[0.37, u'consider']
[0.37, u'deportation']
[0.37, u'dissenting']
[0.37, u'dissuade']
[0.37, u'ebi']
[0.37, u'eissen']
[0.37, u'hague']
[0.37, u'mental']
[0.37, u'operative']
[0.37, u'remanded']
[0.37, u'requiring']
[0.37, u'restitutio']
[0.37, u'sex']
[0.37, u'surrounding']
[0.37, u'weighty']
[0.35999999999999999, u'50']
[0.35999999999999999, u'applicable']
[0.35999999999999999, u'arbitrary']
[0.35999999999999999, u'claims']
[0.35999999999999999, u'confidential']
[0.35999999999999999, u'duration']
[0.35999999999999999, u'evans']
[0.35999999999999999, u'executed']
[0.35999999999999999, u'forename']
[0.35999999999999999, u'fornicates']
[0.35999999999999999, u'ingredient']
[0.35999999999999999, u'inspection']
[0.35999999999999999, u'integrum']
[0.35999999999999999, u'liras']
[0.35999999999999999, u'previous']
[0.35999999999999999, u'seized']
[0.34999999999999998, u'2008']
[0.34999999999999998, u'company']
[0.34999999999999998, u'concordant']
[0.34999999999999998, u'counsel']
[0.34999999999999998, u'depriving']
[0.34999999999999998, u'inherit']
[0.34999999999999998, u'innocence']
[0.34999999999999998, u'persistence']
[0.34999999999999998, u'storing']
[0.34999999999999998, u'stricter']
[0.34999999999999998, u'susceptible']
[0.34999999999999998, u'vacate']
[0.34999999999999998, u'village']
[0.34999999999999998, u'villagers']
[0.34000000000000002, u'calls']
[0.34000000000000002, u'immigration']
[0.34000000000000002, u'korunas']
[0.34000000000000002, u'opening']
[0.34000000000000002, u'privileged']
[0.34000000000000002, u'section']
[0.34000000000000002, u's\u0105d']
[0.34000000000000002, u'vat']
[0.33000000000000002, u'aid']
[0.33000000000000002, u'association']
[0.33000000000000002, u'balance']
[0.33000000000000002, u'failed']
[0.33000000000000002, u'falls']
[0.33000000000000002, u'flowing']
[0.33000000000000002, u'injured']
[0.33000000000000002, u'liberty']
[0.33000000000000002, u'long']
[0.33000000000000002, u'provisions']
[0.33000000000000002, u'struck']
[0.32000000000000001, u'bracket']
[0.32000000000000001, u'competent']
[0.32000000000000001, u'data']
[0.32000000000000001, u'declared']
[0.32000000000000001, u'designated']
[0.32000000000000001, u'nationality']
[0.32000000000000001, u'safeguarded']
[0.32000000000000001, u'shtukaturov']
[0.32000000000000001, u'tests']
[0.31, u'achieve']
[0.31, u'addressees']
[0.31, u'buried']
[0.31, u'deport']
[0.31, u'evicted']
[0.31, u'great']
[0.31, u'image']
[0.31, u'irremediable']
[0.31, u'legislature']
[0.31, u'marc']
[0.31, u'niemietz']
[0.31, u'voluntarily']
[0.29999999999999999, u'amenities']
[0.29999999999999999, u'covered']
[0.29999999999999999, u'intercepted']
[0.29999999999999999, u'interpreted']
[0.29999999999999999, u'photos']
[0.29999999999999999, u'punishment']
[0.29999999999999999, u'rejonowy']
[0.29999999999999999, u'scene']
[0.29999999999999999, u'wireless']
[0.28999999999999998, u'clients']
[0.28999999999999998, u'curtailed']
[0.28999999999999998, u'debasing']
[0.28999999999999998, u'diyarbak\u0131r']
[0.28999999999999998, u'events']
[0.28999999999999998, u'flat']
[0.28999999999999998, u'hand']
[0.28999999999999998, u'hinder']
[0.28999999999999998, u'notions']
[0.28999999999999998, u'polish']
[0.28999999999999998, u'unnecessary']
[0.28000000000000003, u'2013']
[0.28000000000000003, u'art']
[0.28000000000000003, u'bounds']
[0.28000000000000003, u'caused']
[0.28000000000000003, u'develop']
[0.28000000000000003, u'effect']
[0.28000000000000003, u'innsbruck']
[0.28000000000000003, u'judge']
[0.28000000000000003, u'platform']
[0.28000000000000003, u'prosecutor']
[0.28000000000000003, u'released']
[0.28000000000000003, u'repercussions']
[0.28000000000000003, u'seize']
[0.28000000000000003, u'superficially']
[0.28000000000000003, u'widowers']
[0.27000000000000002, u'00']
[0.27000000000000002, u'activities']
[0.27000000000000002, u'anxiety']
[0.27000000000000002, u'balanced']
[0.27000000000000002, u'communist']
[0.27000000000000002, u'detainees']
[0.27000000000000002, u'meriakri']
[0.27000000000000002, u'nails']
[0.27000000000000002, u'prosecution']
[0.27000000000000002, u'reliably']
[0.27000000000000002, u'strasbourg']
[0.27000000000000002, u'tenant']
[0.27000000000000002, u'traumatology']
[0.26000000000000001, u'03']
[0.26000000000000001, u'600']
[0.26000000000000001, u'definition']
[0.26000000000000001, u'evident']
[0.26000000000000001, u'january']
[0.26000000000000001, u'protects']
[0.26000000000000001, u'value']
[0.26000000000000001, u'world']
[0.25, u'adversely']
[0.25, u'afford']
[0.25, u'arto']
[0.25, u'award']
[0.25, u'dignity']
[0.25, u'disabled']
[0.25, u'k\xe4r\xe4j\xe4oikeus']
[0.25, u'linking']
[0.25, u'makes']
[0.25, u'paramount']
[0.25, u'persons']
[0.25, u'relations']
[0.25, u'sale']
[0.25, u'villages']
[0.23999999999999999, u'1992']
[0.23999999999999999, u'acar']
[0.23999999999999999, u'afforded']
[0.23999999999999999, u'cited']
[0.23999999999999999, u'duty']
[0.23999999999999999, u'execution']
[0.23999999999999999, u'mail']
[0.23999999999999999, u'manifestly']
[0.23999999999999999, u'petition']
[0.23999999999999999, u'pursuance']
[0.23999999999999999, u'restore']
[0.23999999999999999, u'scheme']
[0.23999999999999999, u'ukrainian']
[0.23999999999999999, u'zlotys']
[0.23999999999999999, u'\u015fahin']
[0.23000000000000001, u'13']
[0.23000000000000001, u'compel']
[0.23000000000000001, u'detained']
[0.23000000000000001, u'embrace']
[0.23000000000000001, u'enjoyment']
[0.23000000000000001, u'intercourse']
[0.23000000000000001, u'investigation']
[0.23000000000000001, u'lesbian']
[0.23000000000000001, u'medication']
[0.23000000000000001, u'observations']
[0.23000000000000001, u'pregnancy']
[0.23000000000000001, u'recalls']
[0.23000000000000001, u'sciacca']
[0.23000000000000001, u'vilnius']
[0.22, u'36505']
[0.22, u'boundaries']
[0.22, u'consumer']
[0.22, u'danger']
[0.22, u'executive']
[0.22, u'graupner']
[0.22, u'judged']
[0.22, u'partners']
[0.22, u'petitions']
[0.22, u'trl']
[0.22, u'writing']
[0.20999999999999999, u'acquittal']
[0.20999999999999999, u'conferred']
[0.20999999999999999, u'gauged']
[0.20999999999999999, u'grams']
[0.20999999999999999, u'hazardous']
[0.20999999999999999, u'hierarchical']
[0.20999999999999999, u'karny']
[0.20999999999999999, u'legally']
[0.20999999999999999, u'nationalities']
[0.20999999999999999, u'ombudsman']
[0.20999999999999999, u'oral']
[0.20999999999999999, u'particular']
[0.20999999999999999, u'placement']
[0.20999999999999999, u'residential']
[0.20999999999999999, u'secretary']
[0.20999999999999999, u'services']
[0.20999999999999999, u'trnc']
[0.20999999999999999, u'turkey']
[0.20999999999999999, u'victim']
[0.20000000000000001, u'austria']
[0.20000000000000001, u'best']
[0.20000000000000001, u'compensation']
[0.20000000000000001, u'conflict']
[0.20000000000000001, u'effective']
[0.20000000000000001, u'furtherance']
[0.20000000000000001, u'homosexuals']
[0.20000000000000001, u'houses']
[0.20000000000000001, u'kilograms']
[0.20000000000000001, u'means']
[0.20000000000000001, u'novit']
[0.20000000000000001, u'reunion']
[0.20000000000000001, u'slovak']
[0.20000000000000001, u'willis']
[0.20000000000000001, u'\u0430\u043f\u0440\u0438\u043b']
[0.19, u'082']
[0.19, u'872']
[0.19, u'arrangements']
[0.19, u'declares']
[0.19, u'demoralisation']
[0.19, u'germany']
[0.19, u'investigative']
[0.19, u'liability']
[0.19, u'outgoing']
[0.19, u'respectable']
[0.19, u'restored']
[0.19, u'sch\xfcrmann']
[0.19, u'tahsin']
[0.19, u'united']
[0.19, u'von']
[0.19, u'zaytsev']
[0.17999999999999999, u'affection']
[0.17999999999999999, u'bond']
[0.17999999999999999, u'coverings']
[0.17999999999999999, u'diana']
[0.17999999999999999, u'electronic']
[0.17999999999999999, u'foresee']
[0.17999999999999999, u'kyrenia']
[0.17999999999999999, u'land']
[0.17999999999999999, u'noise']
[0.17999999999999999, u'senate']
[0.17999999999999999, u'\u0442\u044a\u043b\u043a']
[0.17000000000000001, u'1993']
[0.17000000000000001, u'8811']
[0.17000000000000001, u'ashes']
[0.17000000000000001, u'awarding']
[0.17000000000000001, u'crops']
[0.17000000000000001, u'files']
[0.17000000000000001, u'habitation']
[0.17000000000000001, u'hindered']
[0.17000000000000001, u'implement']
[0.17000000000000001, u'incapable']
[0.17000000000000001, u'institute']
[0.17000000000000001, u'intimate']
[0.17000000000000001, u'knocked']
[0.17000000000000001, u'maintained']
[0.17000000000000001, u'political']
[0.17000000000000001, u'presenting']
[0.17000000000000001, u'protecting']
[0.17000000000000001, u'recording']
[0.17000000000000001, u'reside']
[0.17000000000000001, u'sergey']
[0.17000000000000001, u'settling']
[0.17000000000000001, u'volokhy']
[0.17000000000000001, u'votes']
[0.17000000000000001, u'vulnerable']
[0.16, u'59']
[0.16, u'contentious']
[0.16, u'despite']
[0.16, u'er']
[0.16, u'german']
[0.16, u'incorporate']
[0.16, u'innate']
[0.16, u'ireneu']
[0.16, u'obscured']
[0.16, u'observer']
[0.16, u'prior']
[0.16, u'slovenia']
[0.16, u'unrebutted']
[0.16, u'unverified']
[0.16, u'vary']
[0.14999999999999999, u'25498']
[0.14999999999999999, u'8803']
[0.14999999999999999, u'attain']
[0.14999999999999999, u'avails']
[0.14999999999999999, u'classification']
[0.14999999999999999, u'considers']
[0.14999999999999999, u'defender']
[0.14999999999999999, u'efficiently']
[0.14999999999999999, u'encompassed']
[0.14999999999999999, u'hearing']
[0.14999999999999999, u'looks']
[0.14999999999999999, u'names']
[0.14999999999999999, u'negligence']
[0.14999999999999999, u'offices']
[0.14999999999999999, u'ordering']
[0.14999999999999999, u'paranoid']
[0.14999999999999999, u'penitentiary']
[0.14999999999999999, u'prerequisite']
[0.14999999999999999, u'search']
[0.14999999999999999, u'shall']
[0.14999999999999999, u'strangers']
[0.14999999999999999, u'telephones']
[0.14999999999999999, u'ukraine']
[0.14999999999999999, u'visiting']
[0.14000000000000001, u'330']
[0.14000000000000001, u'42409']
[0.14000000000000001, u'compatibility']
[0.14000000000000001, u'croatia']
[0.14000000000000001, u'curia']
[0.14000000000000001, u'exercise']
[0.14000000000000001, u'facilitate']
[0.14000000000000001, u'fall']
[0.14000000000000001, u'finland']
[0.14000000000000001, u'frequency']
[0.14000000000000001, u'heterosexual']
[0.14000000000000001, u'kosonen']
[0.14000000000000001, u'partition']
[0.14000000000000001, u'protect']
[0.14000000000000001, u'relationship']
[0.14000000000000001, u'slovakian']
[0.14000000000000001, u'transsexual']
[0.14000000000000001, u'x2011']
[0.13, u'14']
[0.13, u'8813']
[0.13, u'affected']
[0.13, u'andr\xe9']
[0.13, u'citizens']
[0.13, u'compulsory']
[0.13, u'embassy']
[0.13, u'enabled']
[0.13, u'heirs']
[0.13, u'limitation']
[0.13, u'man']
[0.13, u'monitoring']
[0.13, u'respects']
[0.13, u'stankov\xe1']
[0.13, u'treaty']
[0.13, u'unmarked']
[0.13, u'vienna']
[0.13, u'vulnerability']
[0.13, u'wish']
[0.13, u'withdrawing']
[0.13, u'wykonawczy']
[0.12, u'127']
[0.12, u'8815']
[0.12, u'8819']
[0.12, u'action']
[0.12, u'ccp']
[0.12, u'communication']
[0.12, u'decisive']
[0.12, u'dispose']
[0.12, u'foster']
[0.12, u'gender']
[0.12, u'individual']
[0.12, u'inhuman']
[0.12, u'needing']
[0.12, u'obstruct']
[0.12, u'photograph']
[0.12, u'postupku']
[0.12, u'publish']
[0.12, u'question']
[0.12, u'quiet']
[0.12, u'restoration']
[0.12, u'reuniting']
[0.12, u'searching']
[0.12, u'torture']
[0.12, u'wary']
[0.11, u'37664']
[0.11, u'affirming']
[0.11, u'aforesaid']
[0.11, u'arresting']
[0.11, u'atf']
[0.11, u'backlund']
[0.11, u'building']
[0.11, u'coll']
[0.11, u'commander']
[0.11, u'conspiracy']
[0.11, u'derive']
[0.11, u'ii']
[0.11, u'inferiority']
[0.11, u'livestock']
[0.11, u'locus']
[0.11, u'northern']
[0.11, u'pettiti']
[0.11, u'precision']
[0.11, u'presumption']
[0.11, u'quality']
[0.11, u'removes']
[0.11, u'scrutiny']
[0.11, u'settled']
[0.11, u'suspected']
[0.10000000000000001, u'2009']
[0.10000000000000001, u'argument']
[0.10000000000000001, u'attracts']
[0.10000000000000001, u'bomb']
[0.10000000000000001, u'certain']
[0.10000000000000001, u'commission']
[0.10000000000000001, u'constancy']
[0.10000000000000001, u'contacts']
[0.10000000000000001, u'convicted']
[0.10000000000000001, u'detected']
[0.10000000000000001, u'dr']
[0.10000000000000001, u'exclude']
[0.10000000000000001, u'exist']
[0.10000000000000001, u'expelled']
[0.10000000000000001, u'fifteenth']
[0.10000000000000001, u'holidays']
[0.10000000000000001, u'interferences']
[0.10000000000000001, u'intimidation']
[0.10000000000000001, u'investigate']
[0.10000000000000001, u'investigations']
[0.10000000000000001, u'inviolability']
[0.10000000000000001, u'male']
[0.10000000000000001, u'ministry']
[0.10000000000000001, u'pannullo']
[0.10000000000000001, u'plots']
[0.10000000000000001, u'provided']
[0.10000000000000001, u'reassignment']
[0.10000000000000001, u'regards']
[0.10000000000000001, u'respective']
[0.10000000000000001, u'standi']
[0.10000000000000001, u'strongest']
[0.10000000000000001, u'subordinated']
[0.10000000000000001, u'sud']
[0.10000000000000001, u'undertaking']
[0.10000000000000001, u'vicinity']
[0.10000000000000001, u'victims']
[0.10000000000000001, u'whilst']
[0.089999999999999997, u'asylum']
[0.089999999999999997, u'awarded']
[0.089999999999999997, u'bailiff']
[0.089999999999999997, u'companies']
[0.089999999999999997, u'drug']
[0.089999999999999997, u'earning']
[0.089999999999999997, u'encroachment']
[0.089999999999999997, u'enjoying']
[0.089999999999999997, u'facet']
[0.089999999999999997, u'hallitusmuoto']
[0.089999999999999997, u'household']
[0.089999999999999997, u'hovioikeus']
[0.089999999999999997, u'inadmissible']
[0.089999999999999997, u'intrusion']
[0.089999999999999997, u'marginal']
[0.089999999999999997, u'master']
[0.089999999999999997, u'men']
[0.089999999999999997, u'month']
[0.089999999999999997, u'obligation']
[0.089999999999999997, u'outweighs']
[0.089999999999999997, u'oversight']
[0.089999999999999997, u'preparatory']
[0.089999999999999997, u'privilege']
[0.089999999999999997, u'processing']
[0.089999999999999997, u'professional']
[0.089999999999999997, u'qua']
[0.089999999999999997, u'requesting']
[0.089999999999999997, u'requires']
[0.089999999999999997, u'satisfied']
[0.089999999999999997, u'situated']
[0.089999999999999997, u'solicitor']
[0.089999999999999997, u'tamper']
[0.089999999999999997, u'urn']
[0.089999999999999997, u'way']
[0.080000000000000002, u'23']
[0.080000000000000002, u'825']
[0.080000000000000002, u'abduction']
[0.080000000000000002, u'accessibility']
[0.080000000000000002, u'adjourned']
[0.080000000000000002, u'admissibility']
[0.080000000000000002, u'aggressively']
[0.080000000000000002, u'airey']
[0.080000000000000002, u'arranged']
[0.080000000000000002, u'categorised']
[0.080000000000000002, u'charge']
[0.080000000000000002, u'council']
[0.080000000000000002, u'custom']
[0.080000000000000002, u'disease']
[0.080000000000000002, u'disturbance']
[0.080000000000000002, u'father']
[0.080000000000000002, u'february']
[0.080000000000000002, u'hold']
[0.080000000000000002, u'incapacitation']
[0.080000000000000002, u'lustig']
[0.080000000000000002, u'maruste']
[0.080000000000000002, u'omissions']
[0.080000000000000002, u'oneself']
[0.080000000000000002, u'ostra']
[0.080000000000000002, u'precedents']
[0.080000000000000002, u'presumptions']
[0.080000000000000002, u'production']
[0.080000000000000002, u'recordings']
[0.080000000000000002, u'rule']
[0.080000000000000002, u'tapping']
[0.080000000000000002, u'technical']
[0.080000000000000002, u'telecommunications']
[0.080000000000000002, u'telegraphy']
[0.080000000000000002, u'visitors']
[0.080000000000000002, u'waste']
[0.080000000000000002, u'\u017eupanijski']
[0.070000000000000007, u'39']
[0.070000000000000007, u'7510']
[0.070000000000000007, u'8673']
[0.070000000000000007, u'achieving']
[0.070000000000000007, u'allows']
[0.070000000000000007, u'beckett']
[0.070000000000000007, u'bicos']
[0.070000000000000007, u'custody']
[0.070000000000000007, u'directorate']
[0.070000000000000007, u'dudgeon']
[0.070000000000000007, u'elli']
[0.070000000000000007, u'end']
[0.070000000000000007, u'examination']
[0.070000000000000007, u'exceeded']
[0.070000000000000007, u'explicit']
[0.070000000000000007, u'favour']
[0.070000000000000007, u'figures']
[0.070000000000000007, u'firmness']
[0.070000000000000007, u'fund']
[0.070000000000000007, u'generation']
[0.070000000000000007, u'georgios']
[0.070000000000000007, u'implication']
[0.070000000000000007, u'jankauskas']
[0.070000000000000007, u'jure']
[0.070000000000000007, u'lasting']
[0.070000000000000007, u'latest']
[0.070000000000000007, u'make']
[0.070000000000000007, u'observed']
[0.070000000000000007, u'occupy']
[0.070000000000000007, u'pp']
[0.070000000000000007, u'proportionality']
[0.070000000000000007, u'psychiatrist']
[0.070000000000000007, u'public']
[0.070000000000000007, u'returning']
[0.070000000000000007, u'seven']
[0.070000000000000007, u'stateless']
[0.070000000000000007, u'swiss']
[0.070000000000000007, u'unlawful']
[0.070000000000000007, u'wording']
[0.070000000000000007, u'\u0437\u0430\u043a\u043e\u043d']
[0.059999999999999998, u'1925']
[0.059999999999999998, u'addresses']
[0.059999999999999998, u'anatolia']
[0.059999999999999998, u'arrested']
[0.059999999999999998, u'attaching']
[0.059999999999999998, u'capacity']
[0.059999999999999998, u'choose']
[0.059999999999999998, u'coercive']
[0.059999999999999998, u'compare']
[0.059999999999999998, u'confining']
[0.059999999999999998, u'destroyed']
[0.059999999999999998, u'economic']
[0.059999999999999998, u'egan']
[0.059999999999999998, u'emanating']
[0.059999999999999998, u'enacted']
[0.059999999999999998, u'enforce']
[0.059999999999999998, u'excuse']
[0.059999999999999998, u'expeditiously']
[0.059999999999999998, u'genetic']
[0.059999999999999998, u'hospitalisation']
[0.059999999999999998, u'hours']
[0.059999999999999998, u'libraries']
[0.059999999999999998, u'overnight']
[0.059999999999999998, u'parliament']
[0.059999999999999998, u'partial']
[0.059999999999999998, u'prices']
[0.059999999999999998, u'psychiatric']
[0.059999999999999998, u'psychologist']
[0.059999999999999998, u'realised']
[0.059999999999999998, u'reine']
[0.059999999999999998, u'relevant']
[0.059999999999999998, u'result']
[0.059999999999999998, u'site']
[0.059999999999999998, u'spouse']
[0.059999999999999998, u'stressed']
[0.059999999999999998, u'student']
[0.059999999999999998, u'surgery']
[0.059999999999999998, u'sutherland']
[0.059999999999999998, u'unsuccessful']
[0.059999999999999998, u'wiarda']
[0.059999999999999998, u'wieser']
[0.059999999999999998, u'worn']
[0.059999999999999998, u'\u043e\u0442']
[0.059999999999999998, u'\u0443\u043f\u0440\u0430\u0432\u043b\u0456\u043d\u043d\u044f']
[0.050000000000000003, u'107']
[0.050000000000000003, u'15']
[0.050000000000000003, u'31583']
[0.050000000000000003, u'9733']
[0.050000000000000003, u'acceded']
[0.050000000000000003, u'acquainting']
[0.050000000000000003, u'age']
[0.050000000000000003, u'agree']
[0.050000000000000003, u'aims']
[0.050000000000000003, u'amendments']
[0.050000000000000003, u'arose']
[0.050000000000000003, u'assessing']
[0.050000000000000003, u'bar']
[0.050000000000000003, u'calogero']
[0.050000000000000003, u'chamber']
[0.050000000000000003, u'charged']
[0.050000000000000003, u'clear']
[0.050000000000000003, u'compared']
[0.050000000000000003, u'contested']
[0.050000000000000003, u'cord']
[0.050000000000000003, u'couple']
[0.050000000000000003, u'designed']
[0.050000000000000003, u'dissemination']
[0.050000000000000003, u'disturbing']
[0.050000000000000003, u'enforced']
[0.050000000000000003, u'entered']
[0.050000000000000003, u'environment']
[0.050000000000000003, u'finnish']
[0.050000000000000003, u'heir']
[0.050000000000000003, u'indispensable']
[0.050000000000000003, u'interior']
[0.050000000000000003, u'jura']
[0.050000000000000003, u'kingdom']
[0.050000000000000003, u'landesgericht']
[0.050000000000000003, u'loss']
[0.050000000000000003, u'lot']
[0.050000000000000003, u'lutkovska']
[0.050000000000000003, u'mentioned']
