[0.83999999999999997, u'writing']
[0.47999999999999998, u'filed']
[0.47999999999999998, u'list']
[0.47999999999999998, u'promptness']
[0.47999999999999998, u'resumed']
[0.47999999999999998, u'secondly']
[0.47999999999999998, u'separate']
[0.46999999999999997, u'act']
[0.46999999999999997, u'admissibility']
[0.46999999999999997, u'arrest']
[0.46999999999999997, u'condition']
[0.46999999999999997, u'flee']
[0.46999999999999997, u'foreseen']
[0.46999999999999997, u'guilt']
[0.46999999999999997, u'imposing']
[0.46999999999999997, u'investigator']
[0.46999999999999997, u'liras']
[0.46999999999999997, u'polish']
[0.46000000000000002, u'26']
[0.46000000000000002, u'additional']
[0.46000000000000002, u'arguing']
[0.46000000000000002, u'commission']
[0.46000000000000002, u'complexity']
[0.46000000000000002, u'declares']
[0.46000000000000002, u'eighteen']
[0.46000000000000002, u'eur']
[0.46000000000000002, u'guarantee']
[0.46000000000000002, u'holds']
[0.46000000000000002, u'monitoring']
[0.46000000000000002, u'normally']
[0.46000000000000002, u'obtain']
[0.46000000000000002, u'pkk']
[0.46000000000000002, u'raises']
[0.46000000000000002, u'ukrainian']
[0.45000000000000001, u'anguish']
[0.45000000000000001, u'functions']
[0.45000000000000001, u'instance']
[0.45000000000000001, u'niedba\u0142a']
[0.45000000000000001, u'reparation']
[0.45000000000000001, u'section']
[0.45000000000000001, u'sitting']
[0.45000000000000001, u'tulkens']
[0.44, u'77']
[0.44, u'accepts']
[0.44, u'arbitrary']
[0.44, u'disease']
[0.44, u'editorial']
[0.44, u'euros']
[0.44, u'jo\u010dien\u0117']
[0.44, u'later']
[0.44, u'prolong']
[0.44, u'roubles']
[0.42999999999999999, u'249']
[0.42999999999999999, u'aims']
[0.42999999999999999, u'dealing']
[0.42999999999999999, u'lives']
[0.42999999999999999, u'objection']
[0.42999999999999999, u'refused']
[0.42999999999999999, u'suspect']
[0.41999999999999998, u'2003']
[0.41999999999999998, u'2010']
[0.41999999999999998, u'agrees']
[0.41999999999999998, u'authorising']
[0.41999999999999998, u'eissen']
[0.41999999999999998, u'lasts']
[0.41999999999999998, u'lays']
[0.41999999999999998, u'result']
[0.40999999999999998, u'2005']
[0.40999999999999998, u'branch']
[0.40999999999999998, u'enforceable']
[0.40999999999999998, u'equality']
[0.40999999999999998, u'hryvnias']
[0.40999999999999998, u'officer']
[0.40999999999999998, u'presumption']
[0.40999999999999998, u'relied']
[0.40999999999999998, u'series']
[0.40000000000000002, u'2009']
[0.40000000000000002, u'74']
[0.40000000000000002, u'adults']
[0.40000000000000002, u'client']
[0.40000000000000002, u'contrary']
[0.40000000000000002, u'inadmissible']
[0.40000000000000002, u'moldova']
[0.40000000000000002, u'relating']
[0.40000000000000002, u'representative']
[0.40000000000000002, u'review']
[0.39000000000000001, u'contracting']
[0.39000000000000001, u'executive']
[0.39000000000000001, u'longer']
[0.39000000000000001, u'provides']
[0.39000000000000001, u'truth']
[0.38, u'came']
[0.38, u'guardian']
[0.38, u'justifiably']
[0.38, u'matters']
[0.38, u'original']
[0.38, u'persistence']
[0.38, u'ruled']
[0.38, u'unconditionally']
[0.37, u'assize']
[0.37, u'commit']
[0.37, u'complex']
[0.37, u'initiated']
[0.37, u'limitation']
[0.37, u'notified']
[0.35999999999999999, u'expired']
[0.35999999999999999, u'institutions']
[0.35999999999999999, u'kovler']
[0.35999999999999999, u'ljiljana']
[0.35999999999999999, u'unanimously']
[0.34999999999999998, u'town']
[0.34000000000000002, u'authorised']
[0.34000000000000002, u'characteristics']
[0.34000000000000002, u'exceptions']
[0.34000000000000002, u'kind']
[0.34000000000000002, u'manifestly']
[0.34000000000000002, u'passage']
[0.34000000000000002, u'prosecutors']
[0.34000000000000002, u'pursues']
[0.34000000000000002, u'sought']
[0.34000000000000002, u'sub']
[0.33000000000000002, u'abscond']
[0.33000000000000002, u'assessed']
[0.33000000000000002, u'character']
[0.33000000000000002, u'lapse']
[0.33000000000000002, u'marginal']
[0.33000000000000002, u'necessarily']
[0.32000000000000001, u'admissible']
[0.32000000000000001, u'arouse']
[0.32000000000000001, u'fees']
[0.32000000000000001, u'just']
[0.32000000000000001, u'satisfactory']
[0.32000000000000001, u'speedily']
[0.32000000000000001, u'turkey']
[0.31, u'34']
[0.31, u'apply']
[0.31, u'innocence']
[0.31, u'latvian']
[0.31, u'membership']
[0.31, u'poland']
[0.31, u'recommendation']
[0.29999999999999999, u'13']
[0.29999999999999999, u'applicability']
[0.29999999999999999, u'debasing']
[0.29999999999999999, u'failing']
[0.29999999999999999, u'included']
[0.29999999999999999, u'power']
[0.29999999999999999, u'substantial']
[0.28999999999999998, u'apprehend']
[0.28999999999999998, u'levs']
[0.28999999999999998, u'opened']
[0.28999999999999998, u'terrorist']
[0.28999999999999998, u'\xe7obano\u011flu']
[0.28000000000000003, u'2000']
[0.28000000000000003, u'budak']
[0.28000000000000003, u'psychiatric']
[0.28000000000000003, u's\u0105d']
[0.28000000000000003, u'threads']
[0.28000000000000003, u'translation']
[0.28000000000000003, u'vaccaro']
[0.27000000000000002, u'263']
[0.27000000000000002, u'abstracto']
[0.27000000000000002, u'deducted']
[0.27000000000000002, u'demonstrations']
[0.27000000000000002, u'embody']
[0.27000000000000002, u'expression']
[0.27000000000000002, u'mijovi\u0107']
[0.27000000000000002, u'sir']
[0.27000000000000002, u'svipsta']
[0.26000000000000001, u'guaranteed']
[0.26000000000000001, u'injured']
[0.26000000000000001, u'placement']
[0.26000000000000001, u'prescribed']
[0.26000000000000001, u'reads']
[0.26000000000000001, u'reine']
[0.25, u'disturbance']
[0.25, u'elisabeth']
[0.25, u'essential']
[0.25, u'french']
[0.25, u'huber']
[0.25, u'percentage']
[0.23999999999999999, u'clearly']
[0.23999999999999999, u'effect']
[0.23999999999999999, u'limitations']
[0.23999999999999999, u'originated']
[0.23999999999999999, u'regarded']
[0.23999999999999999, u'signature']
[0.23000000000000001, u'abstract']
[0.23000000000000001, u'authority']
[0.23000000000000001, u'chi\u015fin\u0103u']
[0.23000000000000001, u'commonwealth']
[0.23000000000000001, u'effectively']
[0.23000000000000001, u'interpretation']
[0.23000000000000001, u'jong']
[0.23000000000000001, u'making']
[0.23000000000000001, u'murray']
[0.23000000000000001, u'present']
[0.23000000000000001, u'protection']
[0.23000000000000001, u'sufficient']
[0.22, u'98']
[0.22, u'applied']
[0.22, u'charging']
[0.22, u'demonstrate']
[0.22, u'good']
[0.22, u'ineffective']
[0.22, u'insofar']
[0.22, u'judge']
[0.22, u'reduced']
[0.22, u'relevance']
[0.22, u'russia']
[0.20999999999999999, u'appellate']
[0.20999999999999999, u'delegate']
[0.20999999999999999, u'deterrent']
[0.20999999999999999, u'exhaustive']
[0.20999999999999999, u'fundamental']
[0.20999999999999999, u'incurred']
[0.20999999999999999, u'involvement']
[0.20999999999999999, u'kliza']
[0.20999999999999999, u'lawyers']
[0.20999999999999999, u'legal']
[0.20999999999999999, u'lived']
[0.20999999999999999, u'reasoned']
[0.20999999999999999, u'restraint']
[0.20999999999999999, u'study']
[0.20000000000000001, u'1991']
[0.20000000000000001, u'applicants']
[0.20000000000000001, u'dispel']
[0.20000000000000001, u'invited']
[0.20000000000000001, u'okr\u0119gowy']
[0.20000000000000001, u'possible']
[0.20000000000000001, u'pronounced']
[0.19, u'botoucharova']
[0.19, u'cause']
[0.19, u'communicated']
[0.19, u'gathered']
[0.19, u'harsh']
[0.19, u'lasted']
[0.19, u'linked']
[0.19, u'mattresses']
[0.19, u'offer']
[0.19, u'procedural']
[0.19, u'severity']
[0.19, u'unless']
[0.17999999999999999, u'448']
[0.17999999999999999, u'8363']
[0.17999999999999999, u'annexed']
[0.17999999999999999, u'breach']
[0.17999999999999999, u'existence']
[0.17999999999999999, u'impartiality']
[0.17999999999999999, u'mention']
[0.17999999999999999, u'produced']
[0.17999999999999999, u'russian']
[0.17999999999999999, u'sally']
[0.17999999999999999, u'spent']
[0.17999999999999999, u'zagrebelsky']
[0.17000000000000001, u'2012']
[0.17000000000000001, u'committing']
[0.17000000000000001, u'constitutionality']
[0.17000000000000001, u'constraints']
[0.17000000000000001, u'dobra']
[0.17000000000000001, u'findings']
[0.17000000000000001, u'freedoms']
[0.17000000000000001, u'gives']
[0.17000000000000001, u'important']
[0.17000000000000001, u'impossible']
[0.17000000000000001, u'iz']
[0.17000000000000001, u'lei']
[0.17000000000000001, u'marc']
[0.17000000000000001, u'matter']
[0.17000000000000001, u'therapy']
[0.17000000000000001, u'unreasonable']
[0.16, u'ascertain']
[0.16, u'complain']
[0.16, u'hundreds']
[0.16, u'legitimate']
[0.16, u'memorial']
[0.16, u'neumeister']
[0.16, u'outweighs']
[0.16, u'promptly']
[0.16, u'substantially']
[0.16, u'suggested']
[0.16, u'workers']
[0.14999999999999999, u'000']
[0.14999999999999999, u'2008']
[0.14999999999999999, u'ambruszkiewicz']
[0.14999999999999999, u'boicenco']
[0.14999999999999999, u'covered']
[0.14999999999999999, u'deprivation']
[0.14999999999999999, u'ensured']
[0.14999999999999999, u'feelings']
[0.14999999999999999, u'global']
[0.14999999999999999, u'interference']
[0.14999999999999999, u'plovdiv']
[0.14999999999999999, u'proceedings']
[0.14999999999999999, u'rarely']
[0.14999999999999999, u'serve']
[0.14000000000000001, u'adversarial']
[0.14000000000000001, u'brink']
[0.14000000000000001, u'cassation']
[0.14000000000000001, u'consecutive']
[0.14000000000000001, u'considering']
[0.14000000000000001, u'declaring']
[0.14000000000000001, u'defines']
[0.14000000000000001, u'ended']
[0.14000000000000001, u'guard']
[0.14000000000000001, u'hypothetical']
[0.14000000000000001, u'inadmissibility']
[0.14000000000000001, u'pellonp\xe4\xe4']
[0.14000000000000001, u'prospects']
[0.14000000000000001, u'referred']
[0.14000000000000001, u'ruling']
[0.14000000000000001, u'true']
[0.14000000000000001, u'truthfulness']
[0.13, u'23']
[0.13, u'97']
[0.13, u'achieving']
[0.13, u'arms']
[0.13, u'austria']
[0.13, u'baljet']
[0.13, u'certificate']
[0.13, u'changed']
[0.13, u'departure']
[0.13, u'diagnosed']
[0.13, u'endowed']
[0.13, u'fourth']
[0.13, u'fz']
[0.13, u'hearings']
[0.13, u'irrelevant']
[0.13, u'issue']
[0.13, u'jebens']
[0.13, u'kyiv']
[0.13, u'laffranque']
[0.13, u'limit']
[0.13, u'para']
[0.13, u'regime']
[0.13, u'relatively']
[0.13, u'unsatisfactory']
[0.12, u'41']
[0.12, u'arbitrarily']
[0.12, u'carte']
[0.12, u'changes']
[0.12, u'day']
[0.12, u'jeopardise']
[0.12, u'lutkovska']
[0.12, u'magistrates']
[0.12, u'partial']
[0.12, u'position']
[0.12, u'prevent']
[0.12, u'proceed']
[0.12, u'square']
[0.12, u'substitute']
[0.11, u'average']
[0.11, u'claims']
[0.11, u'consideration']
[0.11, u'constituted']
[0.11, u'damage']
[0.11, u'da\u015f']
[0.11, u'decision']
[0.11, u'diyarbak\u0131r']
[0.11, u'earlier']
[0.11, u'element']
[0.11, u'exceptional']
[0.11, u'explain']
[0.11, u'pain']
[0.11, u'popovi\u0107']
[0.11, u'rejonowy']
[0.11, u'relevant']
[0.11, u'say']
[0.11, u'space']
[0.11, u'theft']
[0.11, u'tribunal']
[0.11, u'unreasoned']
[0.11, u'worded']
[0.11, u'zapobiegawcze']
[0.10000000000000001, u'arbitrariness']
[0.10000000000000001, u'blanche']
[0.10000000000000001, u'complains']
[0.10000000000000001, u'doctor']
[0.10000000000000001, u'finding']
[0.10000000000000001, u'fixing']
[0.10000000000000001, u'georgian']
[0.10000000000000001, u'julia']
[0.10000000000000001, u'kurdistan']
[0.10000000000000001, u'officio']
[0.10000000000000001, u'pointed']
[0.10000000000000001, u'proclaims']
[0.10000000000000001, u'requires']
[0.10000000000000001, u'salary']
[0.10000000000000001, u'sanitary']
[0.10000000000000001, u'substantive']
[0.10000000000000001, u'year']
[0.089999999999999997, u'40008']
[0.089999999999999997, u'ambit']
[0.089999999999999997, u'anticipated']
[0.089999999999999997, u'assumed']
[0.089999999999999997, u'delivers']
[0.089999999999999997, u'effected']
[0.089999999999999997, u'entitled']
[0.089999999999999997, u'extended']
[0.089999999999999997, u'hours']
[0.089999999999999997, u'importance']
[0.089999999999999997, u'legislation']
[0.089999999999999997, u'maturity']
[0.089999999999999997, u'permissible']
[0.089999999999999997, u'promised']
[0.089999999999999997, u'started']
[0.089999999999999997, u'suffices']
[0.089999999999999997, u'sufficiently']
[0.089999999999999997, u'unable']
[0.080000000000000002, u'3456']
[0.080000000000000002, u'accordingly']
[0.080000000000000002, u'acknowledged']
[0.080000000000000002, u'aimed']
[0.080000000000000002, u'anticipate']
[0.080000000000000002, u'approved']
[0.080000000000000002, u'ascertaining']
[0.080000000000000002, u'bat\u0131']
[0.080000000000000002, u'beginning']
[0.080000000000000002, u'bratislava']
[0.080000000000000002, u'bulbs']
[0.080000000000000002, u'dec']
[0.080000000000000002, u'explaining']
[0.080000000000000002, u'extensions']
[0.080000000000000002, u'flowing']
[0.080000000000000002, u'galuashvili']
[0.080000000000000002, u'home']
[0.080000000000000002, u'ministers']
[0.080000000000000002, u'need']
[0.080000000000000002, u'principal']
[0.080000000000000002, u'reiterates']
[0.080000000000000002, u'report']
[0.080000000000000002, u'reserved']
[0.080000000000000002, u'situations']
[0.080000000000000002, u'sole']
[0.080000000000000002, u'vladimiro']
[0.080000000000000002, u'wire']
[0.070000000000000007, u'1972']
[0.070000000000000007, u'258']
[0.070000000000000007, u'38']
[0.070000000000000007, u'bringing']
[0.070000000000000007, u'concrete']
[0.070000000000000007, u'concurrently']
[0.070000000000000007, u'constitutes']
[0.070000000000000007, u'corroborating']
[0.070000000000000007, u'disagreed']
[0.070000000000000007, u'exhaust']
[0.070000000000000007, u'expressly']
[0.070000000000000007, u'favour']
[0.070000000000000007, u'furthermore']
[0.070000000000000007, u'letter']
[0.070000000000000007, u'maximum']
[0.070000000000000007, u'mdl']
[0.070000000000000007, u'ordered']
[0.070000000000000007, u'purely']
[0.070000000000000007, u'require']
[0.070000000000000007, u'risked']
[0.070000000000000007, u'sofia']
[0.070000000000000007, u'undertaking']
[0.070000000000000007, u'words']
[0.059999999999999998, u'1997']
[0.059999999999999998, u'1998']
[0.059999999999999998, u'addressee']
[0.059999999999999998, u'appeared']
[0.059999999999999998, u'appropriate']
[0.059999999999999998, u'arrested']
[0.059999999999999998, u'automatic']
[0.059999999999999998, u'burglary']
[0.059999999999999998, u'christos']
[0.059999999999999998, u'contended']
[0.059999999999999998, u'contravention']
[0.059999999999999998, u'dacewicz']
[0.059999999999999998, u'disputed']
[0.059999999999999998, u'distinguished']
[0.059999999999999998, u'enumerated']
[0.059999999999999998, u'establishments']
[0.059999999999999998, u'fulfil']
[0.059999999999999998, u'ganna']
[0.059999999999999998, u'go\u0142ek']
[0.059999999999999998, u'independence']
[0.059999999999999998, u'lasting']
[0.059999999999999998, u'length']
[0.059999999999999998, u'margin']
[0.059999999999999998, u'nicolae']
[0.059999999999999998, u'originally']
[0.059999999999999998, u'possession']
[0.059999999999999998, u'stringent']
[0.059999999999999998, u'summer']
[0.059999999999999998, u'systemic']
[0.059999999999999998, u'underlines']
[0.059999999999999998, u'ziemele']
[0.050000000000000003, u'1968']
[0.050000000000000003, u'850']
[0.050000000000000003, u'abode']
[0.050000000000000003, u'allow']
[0.050000000000000003, u'assumption']
[0.050000000000000003, u'britain']
[0.050000000000000003, u'completed']
[0.050000000000000003, u'compulsory']
[0.050000000000000003, u'conclusively']
[0.050000000000000003, u'constantly']
[0.050000000000000003, u'describing']
[0.050000000000000003, u'elisabet']
[0.050000000000000003, u'explanation']
[0.050000000000000003, u'frustration']
[0.050000000000000003, u'gazette']
[0.050000000000000003, u'handwritten']
[0.050000000000000003, u'hold']
[0.050000000000000003, u'inferiority']
[0.050000000000000003, u'istanbul']
[0.050000000000000003, u'maruste']
[0.050000000000000003, u'moment']
[0.050000000000000003, u'nikolova']
[0.050000000000000003, u'occurred']
[0.050000000000000003, u'opening']
[0.050000000000000003, u'pecuniary']
[0.050000000000000003, u'presupposes']
[0.050000000000000003, u'question']
[0.050000000000000003, u'remove']
[0.050000000000000003, u'reporting']
[0.050000000000000003, u'rodki']
[0.050000000000000003, u'sarban']
[0.050000000000000003, u'sections']
[0.050000000000000003, u'solely']
[0.050000000000000003, u'success']
[0.050000000000000003, u'translations']
[0.050000000000000003, u'unrelated']
[0.050000000000000003, u'victim']
[0.050000000000000003, u'warranted']
[0.040000000000000001, u'1960']
[0.040000000000000001, u'2004']
[0.040000000000000001, u'achieve']
[0.040000000000000001, u'bochev']
[0.040000000000000001, u'city']
[0.040000000000000001, u'claimant']
[0.040000000000000001, u'colony']
[0.040000000000000001, u'deducting']
[0.040000000000000001, u'destroying']
[0.040000000000000001, u'difference']
[0.040000000000000001, u'dignity']
[0.040000000000000001, u'drzewicki']
[0.040000000000000001, u'expenses']
[0.040000000000000001, u'experienced']
[0.040000000000000001, u'flats']
[0.040000000000000001, u'grounded']
[0.040000000000000001, u'implied']
[0.040000000000000001, u'internal']
[0.040000000000000001, u'join']
[0.040000000000000001, u'learnt']
[0.040000000000000001, u'majority']
[0.040000000000000001, u'medication']
[0.040000000000000001, u'mere']
[0.040000000000000001, u'nuray']
[0.040000000000000001, u'permission']
[0.040000000000000001, u'regional']
[0.040000000000000001, u'remit']
[0.040000000000000001, u'sentences']
[0.040000000000000001, u'tbilisi']
[0.040000000000000001, u'transcripts']
[0.040000000000000001, u'vaji\u0107']
[0.040000000000000001, u'work']
[0.029999999999999999, u'5190']
[0.029999999999999999, u'73']
[0.029999999999999999, u'address']
[0.029999999999999999, u'administrative']
[0.029999999999999999, u'agree']
[0.029999999999999999, u'allowing']
[0.029999999999999999, u'annum']
[0.029999999999999999, u'artistic']
[0.029999999999999999, u'austrian']
[0.029999999999999999, u'censorship']
[0.029999999999999999, u'check']
[0.029999999999999999, u'commanding']
[0.029999999999999999, u'company']
[0.029999999999999999, u'competent']
[0.029999999999999999, u'counsel']
[0.029999999999999999, u'created']
[0.029999999999999999, u'danut\u0117']
[0.029999999999999999, u'depriving']
[0.029999999999999999, u'different']
[0.029999999999999999, u'dimova']
[0.029999999999999999, u'effective']
[0.029999999999999999, u'estopped']
[0.029999999999999999, u'excessive']
[0.029999999999999999, u'exhaustively']
[0.029999999999999999, u'fell']
[0.029999999999999999, u'figure']
[0.029999999999999999, u'forced']
[0.029999999999999999, u'hearing']
[0.029999999999999999, u'hierarchical']
[0.029999999999999999, u'humiliation']
[0.029999999999999999, u'june']
[0.029999999999999999, u'juveniles']
[0.029999999999999999, u'krzywda']
[0.029999999999999999, u'mandatory']
[0.029999999999999999, u'mitev']
[0.029999999999999999, u'na']
[0.029999999999999999, u'nature']
[0.029999999999999999, u'obligations']
[0.029999999999999999, u'observations']
[0.029999999999999999, u'offend']
[0.029999999999999999, u'patient']
[0.029999999999999999, u'pseudonym']
[0.029999999999999999, u'registry']
[0.029999999999999999, u'relates']
[0.029999999999999999, u'remain']
[0.029999999999999999, u'reports']
[0.029999999999999999, u'running']
[0.029999999999999999, u'slight']
[0.029999999999999999, u'slovakian']
[0.029999999999999999, u'statutory']
[0.029999999999999999, u'strong']
[0.029999999999999999, u'subsequently']
[0.029999999999999999, u'sufficiency']
[0.029999999999999999, u'taken']
[0.029999999999999999, u'terms']
[0.029999999999999999, u'total']
[0.029999999999999999, u'using']
[0.029999999999999999, u'\u015fen']
[0.029999999999999999, u'\u0441\u043b\u0456\u0434\u0447\u0438\u0439']
[0.02, u'1070']
[0.02, u'152a']
[0.02, u'16']
[0.02, u'1985']
[0.02, u'218']
[0.02, u'80']
[0.02, u'accounted']
[0.02, u'amended']
[0.02, u'andr\xe1s']
[0.02, u'annual']
[0.02, u'appeals']
[0.02, u'arrangements']
[0.02, u'arranging']
[0.02, u'bank']
[0.02, u'blankets']
[0.02, u'bratza']
[0.02, u'breaches']
[0.02, u'brought']
[0.02, u'bunk']
[0.02, u'ccp']
[0.02, u'ceases']
[0.02, u'cited']
[0.02, u'claudia']
[0.02, u'conceded']
[0.02, u'conceivably']
[0.02, u'confidentiality']
[0.02, u'contravene']
[0.02, u'control']
[0.02, u'dealt']
[0.02, u'decisive']
[0.02, u'defendant']
[0.02, u'delegates']
[0.02, u'depended']
[0.02, u'designate']
[0.02, u'destruction']
[0.02, u'developing']
[0.02, u'diligently']
[0.02, u'directed']
[0.02, u'dnia']
[0.02, u'does']
[0.02, u'drawing']
[0.02, u'economic']
[0.02, u'exorbitant']
[0.02, u'explicitly']
[0.02, u'federal']
[0.02, u'finished']
[0.02, u'flexibility']
[0.02, u'flight']
[0.02, u'function']
[0.02, u'gain']
[0.02, u'hedigan']
[0.02, u'humiliating']
[0.02, u'image']
[0.02, u'imposition']
[0.02, u'incumbent']
[0.02, u'independent']
[0.02, u'indicated']
[0.02, u'inter']
[0.02, u'investigations']
[0.02, u'investigators']
[0.02, u'justifying']
[0.02, u'keeping']
[0.02, u'khanlar']
[0.02, u'k\u016bris']
[0.02, u'litigation']
[0.02, u'losses']
[0.02, u'magistrate']
[0.02, u'meet']
[0.02, u'm\xf8se']
[0.02, u'november']
[0.02, u'osobiste']
[0.02, u'outweighing']
[0.02, u'overcome']
[0.02, u'past']
[0.02, u'personal']
[0.02, u'pln']
[0.02, u'point']
[0.02, u'preparing']
[0.02, u'primary']
[0.02, u'progressing']
[0.02, u'property']
[0.02, u'ratified']
[0.02, u'real']
[0.02, u'regards']
[0.02, u'remitted']
[0.02, u'saj\xf3']
[0.02, u'scrutinise']
[0.02, u'security']
[0.02, u'separated']
[0.02, u'shows']
[0.02, u'sicilianos']
[0.02, u'starting']
[0.02, u'submission']
[0.02, u'supplies']
[0.02, u'term']
[0.02, u'today']
[0.02, u'travel']
[0.02, u'unjustified']
[0.02, u'unsubstantiated']
[0.02, u'urgent']
[0.02, u'violation']
[0.02, u'westerdiek']
[0.02, u'window']
[0.02, u'yudkivska']
[0.01, u'10']
[0.01, u'168']
[0.01, u'17']
[0.01, u'1994']
[0.01, u'2006']
[0.01, u'2013']
[0.01, u'217']
[0.01, u'257']
[0.01, u'27']
[0.01, u'31583']
[0.01, u'40063']
[0.01, u'417']
[0.01, u'able']
[0.01, u'accept']
[0.01, u'accumulated']
[0.01, u'accused']
[0.01, u'adherence']
[0.01, u'advance']
[0.01, u'affirmanti']
[0.01, u'afford']
[0.01, u'affording']
[0.01, u'alexandre']
[0.01, u'alia']
[0.01, u'amendment']
[0.01, u'answer']
[0.01, u'apelacyjny']
[0.01, u'apparently']
[0.01, u'aquilina']
[0.01, u'arising']
[0.01, u'articles']
[0.01, u'asked']
[0.01, u'assets']
[0.01, u'assisted']
[0.01, u'becciev']
[0.01, u'began']
[0.01, u'blank']
[0.01, u'bortnovska']
[0.01, u'building']
[0.01, u'calculated']
[0.01, u'called']
[0.01, u'certainty']
[0.01, u'clothing']
[0.01, u'cold']
[0.01, u'coll']
[0.01, u'compatible']
[0.01, u'complainant']
[0.01, u'confession']
[0.01, u'confirmed']
[0.01, u'consider']
[0.01, u'convincingly']
[0.01, u'copy']
[0.01, u'corresponded']
[0.01, u'council']
[0.01, u'crimea']
[0.01, u'deadline']
[0.01, u'debase']
[0.01, u'deciding']
[0.01, u'delay']
[0.01, u'den']
[0.01, u'detainees']
[0.01, u'determine']
[0.01, u'diligence']
[0.01, u'distinct']
[0.01, u'distinguish']
[0.01, u'disturb']
[0.01, u'eat']
[0.01, u'elapsed']
[0.01, u'elected']
[0.01, u'entire']
[0.01, u'eventual']
[0.01, u'ex']
[0.01, u'exclude']
[0.01, u'expressions']
[0.01, u'facts']
[0.01, u'fled']
[0.01, u'formalism']
[0.01, u'formalities']
[0.01, u'georgia']
[0.01, u'german']
[0.01, u'gioshvili']
[0.01, u'godnej']
[0.01, u'grave']
[0.01, u'grounding']
[0.01, u'g\xf3ra']
[0.01, u'happened']
[0.01, u'hospital']
[0.01, u'illicit']
[0.01, u'impairment']
[0.01, u'imposes']
[0.01, u'improvements']
[0.01, u'incumbit']
[0.01, u'instituted']
[0.01, u'interception']
[0.01, u'inventions']
[0.01, u'inviolability']
[0.01, u'irreversible']
[0.01, u'italy']
[0.01, u'i\u015f\u0131l']
[0.01, u'kharkiv']
[0.01, u'lazarova']
[0.01, u'legitimacy']
[0.01, u'leninist']
[0.01, u'light']
[0.01, u'linos']
[0.01, u'little']
[0.01, u'lose']
[0.01, u'main']
[0.01, u'measured']
[0.01, u'merited']
[0.01, u'moldovan']
[0.01, u'money']
[0.01, u'month']
[0.01, u'mularoni']
[0.01, u'nationality']
[0.01, u'notably']
[0.01, u'notify']
[0.01, u'obliged']
[0.01, u'offered']
[0.01, u'officially']
[0.01, u'officials']
[0.01, u'open']
[0.01, u'operate']
[0.01, u'organs']
[0.01, u'oskar\u017conego']
[0.01, u'overcrowding']
[0.01, u'pamphlet']
[0.01, u'pavleti\u0107']
[0.01, u'perpetrator']
[0.01, u'place']
[0.01, u'planted']
[0.01, u'plus']
[0.01, u'positive']
[0.01, u'presence']
[0.01, u'principle']
[0.01, u'priority']
[0.01, u'probatio']
[0.01, u'prompt']
[0.01, u'prosecutorial']
[0.01, u'provide']
[0.01, u'purposes']
[0.01, u'pursuant']
[0.01, u'ratione']
[0.01, u'redress']
[0.01, u'redressed']
[0.01, u'reflect']
[0.01, u'refusal']
[0.01, u'refusals']
[0.01, u'refusing']
[0.01, u'region']
[0.01, u'remand']
[0.01, u'remarked']
[0.01, u'render']
[0.01, u'rendered']
[0.01, u'reoffend']
[0.01, u'repeated']
[0.01, u'republic']
[0.01, u'required']
[0.01, u'requirements']
[0.01, u'reviewing']
[0.01, u'rokhlina']
[0.01, u'rudolf']
[0.01, u'schiesser']
[0.01, u'schillings']
[0.01, u'seriousness']
[0.01, u'serves']
[0.01, u'severe']
