[1.0, u'doctor']
[0.45000000000000001, u'concordant']
[0.45000000000000001, u'conditions']
[0.45000000000000001, u'considerations']
[0.45000000000000001, u'contracted']
[0.45000000000000001, u'drugs']
[0.45000000000000001, u'ineffective']
[0.45000000000000001, u'interpreted']
[0.45000000000000001, u'investigator']
[0.45000000000000001, u'latvian']
[0.45000000000000001, u'naked']
[0.45000000000000001, u'offences']
[0.45000000000000001, u'pan']
[0.45000000000000001, u'roubles']
[0.45000000000000001, u'standpoint']
[0.45000000000000001, u'structural']
[0.45000000000000001, u'undressed']
[0.45000000000000001, u'varies']
[0.44, u'2004']
[0.44, u'alive']
[0.44, u'causing']
[0.44, u'committee']
[0.44, u'eur']
[0.44, u'interrogation']
[0.44, u'iz']
[0.44, u'notified']
[0.44, u'preventive']
[0.44, u'prisoner']
[0.44, u'prosecute']
[0.44, u'release']
[0.44, u'ruling']
[0.44, u'toilet']
[0.44, u'undergo']
[0.42999999999999999, u'accused']
[0.42999999999999999, u'awarded']
[0.42999999999999999, u'confession']
[0.42999999999999999, u'counsel']
[0.42999999999999999, u'damages']
[0.42999999999999999, u'diminishes']
[0.42999999999999999, u'disorder']
[0.42999999999999999, u'head']
[0.42999999999999999, u'manifestly']
[0.42999999999999999, u'measured']
[0.42999999999999999, u'opened']
[0.42999999999999999, u'rests']
[0.42999999999999999, u'shower']
[0.42999999999999999, u'shutters']
[0.42999999999999999, u'solely']
[0.42999999999999999, u'strip']
[0.42999999999999999, u'undertake']
[0.42999999999999999, u'utmost']
[0.41999999999999998, u'2010']
[0.41999999999999998, u'adequately']
[0.41999999999999998, u'appears']
[0.41999999999999998, u'arguable']
[0.41999999999999998, u'debasing']
[0.41999999999999998, u'disability']
[0.41999999999999998, u'errors']
[0.41999999999999998, u'eyewitness']
[0.41999999999999998, u'incident']
[0.41999999999999998, u'incumbit']
[0.41999999999999998, u'injuries']
[0.41999999999999998, u'kovler']
[0.41999999999999998, u'national']
[0.41999999999999998, u'officers']
[0.41999999999999998, u'plus']
[0.41999999999999998, u'regards']
[0.41999999999999998, u'romanian']
[0.41999999999999998, u'thorough']
[0.41999999999999998, u'wo\u0142\u0105siewicz']
[0.40999999999999998, u'adopts']
[0.40999999999999998, u'apprised']
[0.40999999999999998, u'boicenco']
[0.40999999999999998, u'caused']
[0.40999999999999998, u'dead']
[0.40999999999999998, u'exhausted']
[0.40999999999999998, u'fight']
[0.40999999999999998, u'humiliated']
[0.40999999999999998, u'legs']
[0.40999999999999998, u'polish']
[0.40999999999999998, u'refugees']
[0.40999999999999998, u'resulted']
[0.40999999999999998, u'temperature']
[0.40999999999999998, u'th\xf3r']
[0.40000000000000002, u'breaches']
[0.40000000000000002, u'code']
[0.40000000000000002, u'coercion']
[0.40000000000000002, u'handcuffs']
[0.40000000000000002, u'inhabitants']
[0.40000000000000002, u'physical']
[0.40000000000000002, u'premeditated']
[0.40000000000000002, u'reine']
[0.40000000000000002, u'specialised']
[0.40000000000000002, u'substantially']
[0.40000000000000002, u'tests']
[0.40000000000000002, u'time']
[0.40000000000000002, u'villages']
[0.39000000000000001, u'accommodated']
[0.39000000000000001, u'burning']
[0.39000000000000001, u'chi\u015fin\u0103u']
[0.39000000000000001, u'coexistence']
[0.39000000000000001, u'continuing']
[0.39000000000000001, u'fairness']
[0.39000000000000001, u'injury']
[0.39000000000000001, u'investigations']
[0.39000000000000001, u'outdoor']
[0.39000000000000001, u'refuting']
[0.38, u'anxiety']
[0.38, u'chechnya']
[0.38, u'clauses']
[0.38, u'cogent']
[0.38, u'director']
[0.38, u'enjoins']
[0.38, u'experience']
[0.38, u'explained']
[0.38, u'feelings']
[0.38, u'investigated']
[0.38, u'ireland']
[0.38, u'laying']
[0.38, u'light']
[0.38, u'measurements']
[0.38, u'pardon']
[0.38, u'plausible']
[0.38, u'policemen']
[0.38, u'simple']
[0.38, u'unavailability']
[0.38, u'virtual']
[0.37, u'awards']
[0.37, u'eviction']
[0.37, u'orders']
[0.37, u'petzold']
[0.37, u'possession']
[0.37, u'romania']
[0.37, u'russian']
[0.37, u'ryssdal']
[0.37, u'r\u012bga']
[0.37, u'staff']
[0.35999999999999999, u'1992']
[0.35999999999999999, u'abduction']
[0.35999999999999999, u'apparently']
[0.35999999999999999, u'asgarov']
[0.35999999999999999, u'conditioned']
[0.35999999999999999, u'deportation']
[0.35999999999999999, u'exposure']
[0.35999999999999999, u'important']
[0.35999999999999999, u'kozinets']
[0.35999999999999999, u'ownership']
[0.35999999999999999, u'positive']
[0.35999999999999999, u'privately']
[0.35999999999999999, u'probative']
[0.35999999999999999, u'relied']
[0.35999999999999999, u'republic']
[0.35999999999999999, u'servants']
[0.35999999999999999, u'way']
[0.34999999999999998, u'bratza']
[0.34999999999999998, u'individual']
[0.34999999999999998, u'interim']
[0.34999999999999998, u'loss']
[0.34999999999999998, u'nationality']
[0.34999999999999998, u'obligations']
[0.34999999999999998, u'political']
[0.34999999999999998, u'pursues']
[0.34999999999999998, u'tableware']
[0.34999999999999998, u'timely']
[0.34000000000000002, u'bucharest']
[0.34000000000000002, u'cassation']
[0.34000000000000002, u'condition']
[0.34000000000000002, u'disagreed']
[0.34000000000000002, u'health']
[0.34000000000000002, u'real']
[0.34000000000000002, u'started']
[0.34000000000000002, u'therapy']
[0.34000000000000002, u'turns']
[0.33000000000000002, u'34']
[0.33000000000000002, u'ambit']
[0.33000000000000002, u'branch']
[0.33000000000000002, u'formally']
[0.33000000000000002, u'instituted']
[0.33000000000000002, u'international']
[0.33000000000000002, u'length']
[0.33000000000000002, u'permissible']
[0.33000000000000002, u'probatio']
[0.33000000000000002, u'regime']
[0.33000000000000002, u'remitted']
[0.33000000000000002, u'resist']
[0.33000000000000002, u'rise']
[0.33000000000000002, u'saj\xf3']
[0.33000000000000002, u'sexual']
[0.33000000000000002, u'suffer']
[0.33000000000000002, u'vladimiro']
[0.32000000000000001, u'1989']
[0.32000000000000001, u'administered']
[0.32000000000000001, u'affirmanti']
[0.32000000000000001, u'attackers']
[0.32000000000000001, u'diagnosis']
[0.32000000000000001, u'duty']
[0.32000000000000001, u'insulted']
[0.32000000000000001, u'jungwiert']
[0.32000000000000001, u'lei']
[0.32000000000000001, u'metre']
[0.32000000000000001, u'personality']
[0.32000000000000001, u'petrea']
[0.32000000000000001, u'principal']
[0.32000000000000001, u'zakon']
[0.31, u'47095']
[0.31, u'accompanied']
[0.31, u'age']
[0.31, u'arresting']
[0.31, u'child']
[0.31, u'communicate']
[0.31, u'consultations']
[0.31, u'denying']
[0.31, u'depends']
[0.31, u'discontinued']
[0.31, u'employment']
[0.31, u'governmental']
[0.31, u'identify']
[0.31, u'provision']
[0.31, u'reads']
[0.31, u'wilful']
[0.29999999999999999, u'7064']
[0.29999999999999999, u'awarding']
[0.29999999999999999, u'briefed']
[0.29999999999999999, u'care']
[0.29999999999999999, u'directorate']
[0.29999999999999999, u'end']
[0.29999999999999999, u'fresh']
[0.29999999999999999, u'hirvel\xe4']
[0.29999999999999999, u'humiliate']
[0.29999999999999999, u'implication']
[0.29999999999999999, u'mayzit']
[0.29999999999999999, u'negation']
[0.29999999999999999, u'removal']
[0.29999999999999999, u'servicemen']
[0.29999999999999999, u'sleep']
[0.29999999999999999, u't\xfcrmen']
[0.29999999999999999, u'unlawfulness']
[0.28999999999999998, u'engage']
[0.28999999999999998, u'held']
[0.28999999999999998, u'limbs']
[0.28999999999999998, u'persistence']
[0.28999999999999998, u'presumption']
[0.28999999999999998, u'santiago']
[0.28999999999999998, u'tie']
[0.28000000000000003, u'1993']
[0.28000000000000003, u'allows']
[0.28000000000000003, u'country']
[0.28000000000000003, u'imprisonment']
[0.28000000000000003, u'indefinite']
[0.28000000000000003, u'insults']
[0.28000000000000003, u'performance']
[0.28000000000000003, u'sofia']
[0.27000000000000002, u'2008']
[0.27000000000000002, u'accommodate']
[0.27000000000000002, u'actuary']
[0.27000000000000002, u'differ']
[0.27000000000000002, u'extending']
[0.27000000000000002, u'extradited']
[0.27000000000000002, u'fate']
[0.27000000000000002, u'implicated']
[0.27000000000000002, u'killed']
[0.27000000000000002, u'lethal']
[0.27000000000000002, u'likelihood']
[0.27000000000000002, u'ministry']
[0.27000000000000002, u'motu']
[0.27000000000000002, u'partially']
[0.27000000000000002, u'proximity']
[0.27000000000000002, u'taking']
[0.27000000000000002, u'tion']
[0.27000000000000002, u'unsuitable']
[0.27000000000000002, u'votes']
[0.26000000000000001, u'dirty']
[0.26000000000000001, u'english']
[0.26000000000000001, u'heating']
[0.26000000000000001, u'illnesses']
[0.26000000000000001, u'names']
[0.26000000000000001, u'payment']
[0.26000000000000001, u'peacefully']
[0.26000000000000001, u'questions']
[0.26000000000000001, u'reparation']
[0.26000000000000001, u'review']
[0.26000000000000001, u'sub']
[0.25, u'25']
[0.25, u'abd\xfclsamet']
[0.25, u'allegation']
[0.25, u'barred']
[0.25, u'bore']
[0.25, u'confine']
[0.25, u'contacts']
[0.25, u'depriving']
[0.25, u'inadequacy']
[0.25, u'koktysh']
[0.25, u'onus']
[0.23999999999999999, u'absolutely']
[0.23999999999999999, u'alternative']
[0.23999999999999999, u'azerbaijani']
[0.23999999999999999, u'casting']
[0.23999999999999999, u'consent']
[0.23999999999999999, u'demonstrators']
[0.23999999999999999, u'fatih']
[0.23999999999999999, u'hasty']
[0.23999999999999999, u'mamedova']
[0.23999999999999999, u'meaningful']
[0.23999999999999999, u'sterling']
[0.23999999999999999, u'truth']
[0.23999999999999999, u'yaman']
[0.23000000000000001, u'administer']
[0.23000000000000001, u'commissioner']
[0.23000000000000001, u'diligently']
[0.23000000000000001, u'imminent']
[0.23000000000000001, u'ingushetia']
[0.23000000000000001, u'i\u015f\u0131l']
[0.23000000000000001, u'plagued']
[0.23000000000000001, u'proceedings']
[0.23000000000000001, u'stressed']
[0.22, u'attitude']
[0.22, u'believing']
[0.22, u'choose']
[0.22, u'claims']
[0.22, u'confessions']
[0.22, u'contact']
[0.22, u'cost']
[0.22, u'decisive']
[0.22, u'economic']
[0.22, u'eve']
[0.22, u'furnish']
[0.22, u'liberty']
[0.22, u'negative']
[0.22, u'offender']
[0.22, u'proprio']
[0.22, u'released']
[0.22, u'westerdiek']
[0.20999999999999999, u'7481']
[0.20999999999999999, u'alia']
[0.20999999999999999, u'burned']
[0.20999999999999999, u'claudia']
[0.20999999999999999, u'complexity']
[0.20999999999999999, u'corroborating']
[0.20999999999999999, u'deprivation']
[0.20999999999999999, u'design']
[0.20999999999999999, u'entails']
[0.20999999999999999, u'equitable']
[0.20999999999999999, u'extracting']
[0.20999999999999999, u'filed']
[0.20999999999999999, u'handcuffed']
[0.20999999999999999, u'imposing']
[0.20999999999999999, u'jo\u010dien\u0117']
[0.20999999999999999, u'kalanyos']
[0.20999999999999999, u'kept']
[0.20999999999999999, u'noting']
[0.20999999999999999, u'poland']
[0.20999999999999999, u'prison']
[0.20999999999999999, u'rec']
[0.20999999999999999, u'sq']
[0.20999999999999999, u'substitute']
[0.20000000000000001, u'77']
[0.20000000000000001, u'allergies']
[0.20000000000000001, u'attained']
[0.20000000000000001, u'caucasus']
[0.20000000000000001, u'derogation']
[0.20000000000000001, u'disabled']
[0.20000000000000001, u'extractions']
[0.20000000000000001, u'falls']
[0.20000000000000001, u'fears']
[0.20000000000000001, u'irretrievably']
[0.20000000000000001, u'mouisel']
[0.20000000000000001, u'patients']
[0.20000000000000001, u'recalled']
[0.20000000000000001, u'resting']
[0.20000000000000001, u'russia']
[0.20000000000000001, u'tortured']
[0.20000000000000001, u'truncheon']
[0.19, u'acting']
[0.19, u'allowed']
[0.19, u'appl']
[0.19, u'blindfolded']
[0.19, u'core']
[0.19, u'dated']
[0.19, u'enjoyment']
[0.19, u'ication']
[0.19, u'object']
[0.19, u'psychological']
[0.19, u'refused']
[0.19, u'resisted']
[0.19, u'shortcoming']
[0.19, u'shtukaturov']
[0.19, u'spray']
[0.19, u'timur']
[0.19, u'ukraine']
[0.19, u'uzbekistan']
[0.17999999999999999, u'45907']
[0.17999999999999999, u'685']
[0.17999999999999999, u'absolve']
[0.17999999999999999, u'convict']
[0.17999999999999999, u'disputed']
[0.17999999999999999, u'entail']
[0.17999999999999999, u'escorted']
[0.17999999999999999, u'father']
[0.17999999999999999, u'favourable']
[0.17999999999999999, u'gendarmerie']
[0.17999999999999999, u'karel']
[0.17999999999999999, u'peers']
[0.17999999999999999, u'privacy']
[0.17999999999999999, u'raimondi']
[0.17999999999999999, u'recommendation']
[0.17999999999999999, u'theoretical']
[0.17999999999999999, u'y\xf6yler']
[0.17000000000000001, u'1991']
[0.17000000000000001, u'277']
[0.17000000000000001, u'accidents']
[0.17000000000000001, u'advocate']
[0.17000000000000001, u'aid']
[0.17000000000000001, u'autopsy']
[0.17000000000000001, u'cwc']
[0.17000000000000001, u'degenerate']
[0.17000000000000001, u'disproportion']
[0.17000000000000001, u'drew']
[0.17000000000000001, u'exclusion']
[0.17000000000000001, u'forth']
[0.17000000000000001, u'guido']
[0.17000000000000001, u'incidents']
[0.17000000000000001, u'irritation']
[0.17000000000000001, u'judged']
[0.17000000000000001, u'lacerations']
[0.17000000000000001, u'l\xe9ger']
[0.17000000000000001, u'offenders']
[0.17000000000000001, u'property']
[0.17000000000000001, u'protect']
[0.17000000000000001, u'recognised']
[0.17000000000000001, u'rsfsr']
[0.17000000000000001, u'squeezed']
[0.17000000000000001, u'stanford']
[0.17000000000000001, u'stockpiling']
[0.17000000000000001, u'substance']
[0.17000000000000001, u'systematically']
[0.16, u'6293']
[0.16, u'advanced']
[0.16, u'assaulted']
[0.16, u'bruise']
[0.16, u'budapest']
[0.16, u'compensated']
[0.16, u'conclusions']
[0.16, u'countries']
[0.16, u'died']
[0.16, u'existence']
[0.16, u'hryvnias']
[0.16, u'inflicted']
[0.16, u'inmate']
[0.16, u'lavatory']
[0.16, u'lodge']
[0.16, u'marches']
[0.16, u'pointed']
[0.16, u'presumptions']
[0.16, u'quesada']
[0.16, u'realise']
[0.16, u'rejonowy']
[0.14999999999999999, u'adds']
[0.14999999999999999, u'afford']
[0.14999999999999999, u'conclude']
[0.14999999999999999, u'conclusive']
[0.14999999999999999, u'constitution']
[0.14999999999999999, u'delayed']
[0.14999999999999999, u'implications']
[0.14999999999999999, u'institutional']
[0.14999999999999999, u'irreconcilable']
[0.14999999999999999, u'irrespective']
[0.14999999999999999, u'paraplegia']
[0.14999999999999999, u'perfunctory']
[0.14999999999999999, u'provisions']
[0.14999999999999999, u'refrain']
[0.14999999999999999, u'scope']
[0.14999999999999999, u'supervision']
[0.14999999999999999, u'symptoms']
[0.14999999999999999, u'ventilated']
[0.14000000000000001, u'26']
[0.14000000000000001, u'27']
[0.14000000000000001, u'2911']
[0.14000000000000001, u'43707']
[0.14000000000000001, u'absolute']
[0.14000000000000001, u'affording']
[0.14000000000000001, u'anguish']
[0.14000000000000001, u'binding']
[0.14000000000000001, u'ccrp']
[0.14000000000000001, u'consulted']
[0.14000000000000001, u'deport']
[0.14000000000000001, u'dispersal']
[0.14000000000000001, u'dissuade']
[0.14000000000000001, u'eissen']
[0.14000000000000001, u'foreign']
[0.14000000000000001, u'getting']
[0.14000000000000001, u'gland']
[0.14000000000000001, u'glazed']
[0.14000000000000001, u'grozny']
[0.14000000000000001, u'impede']
[0.14000000000000001, u'infringement']
[0.14000000000000001, u'istanbul']
[0.14000000000000001, u'itemised']
[0.14000000000000001, u'language']
[0.14000000000000001, u'natural']
[0.14000000000000001, u'percentage']
[0.14000000000000001, u'placement']
[0.14000000000000001, u'powerlessness']
[0.14000000000000001, u'prospect']
[0.14000000000000001, u'p\xe4ivi']
[0.14000000000000001, u'sizo']
[0.14000000000000001, u'telephone']
[0.14000000000000001, u'therapeutic']
[0.14000000000000001, u'wary']
[0.14000000000000001, u'\u0161ikuta']
[0.13, u'2005']
[0.13, u'41']
[0.13, u'accidental']
[0.13, u'amended']
[0.13, u'amounts']
[0.13, u'breaking']
[0.13, u'bring']
[0.13, u'chechen']
[0.13, u'corporal']
[0.13, u'declaration']
[0.13, u'destroyed']
[0.13, u'enforce']
[0.13, u'hearings']
[0.13, u'involving']
[0.13, u'liability']
[0.13, u'luluyev']
[0.13, u'membership']
[0.13, u'miscarriages']
[0.13, u'nos']
[0.13, u'obtaining']
[0.13, u'prognosis']
[0.13, u'qua']
[0.13, u'respect']
[0.13, u'set']
[0.13, u'spinal']
[0.13, u'stanley']
[0.13, u'taxes']
[0.13, u'undress']
[0.13, u'uzbek']
[0.12, u'44']
[0.12, u'4792']
[0.12, u'aim']
[0.12, u'attain']
[0.12, u'botoucharova']
[0.12, u'dealing']
[0.12, u'diyarbak\u0131r']
[0.12, u'dressed']
[0.12, u'examinations']
[0.12, u'examining']
[0.12, u'extension']
[0.12, u'fabric']
[0.12, u'gda\u0144sk']
[0.12, u'hepatologist']
[0.12, u'hungarian']
[0.12, u'limitation']
[0.12, u'mamatkulov']
[0.12, u'mandatory']
[0.12, u'matyar']
[0.12, u'nearby']
[0.12, u'northern']
[0.12, u'penalise']
[0.12, u'persecuted']
[0.12, u'radu']
[0.12, u'retraction']
[0.12, u'retrial']
[0.12, u'testicles']
[0.12, u'turning']
[0.12, u'unhcr']
[0.12, u'unruly']
[0.12, u'zagrebelsky']
[0.11, u'62936']
[0.11, u'absolving']
[0.11, u'barbu']
[0.11, u'blows']
[0.11, u'deficiency']
[0.11, u'designed']
[0.11, u'factor']
[0.11, u'forms']
[0.11, u'houses']
[0.11, u'intensity']
[0.11, u'irreversible']
[0.11, u'izmir']
[0.11, u'jumped']
[0.11, u'killing']
[0.11, u'maruste']
[0.11, u'obstruct']
[0.11, u'officer']
[0.11, u'officio']
[0.11, u'peaceful']
[0.11, u'prosecuting']
[0.11, u'punish']
[0.11, u'react']
[0.11, u'retain']
[0.11, u'riot']
[0.11, u'scheduled']
[0.11, u'showing']
[0.11, u'square']
[0.11, u'subject']
[0.11, u'talked']
[0.10000000000000001, u'2476']
[0.10000000000000001, u'adduced']
[0.10000000000000001, u'advice']
[0.10000000000000001, u'bank']
[0.10000000000000001, u'chronic']
[0.10000000000000001, u'defendant']
[0.10000000000000001, u'discontinue']
[0.10000000000000001, u'disproportionate']
[0.10000000000000001, u'disproving']
[0.10000000000000001, u'effectively']
[0.10000000000000001, u'flagrant']
[0.10000000000000001, u'gunshot']
[0.10000000000000001, u'happen']
[0.10000000000000001, u'homes']
[0.10000000000000001, u'hora\u0163iu']
[0.10000000000000001, u'inflicting']
[0.10000000000000001, u'institute']
[0.10000000000000001, u'june']
[0.10000000000000001, u'kazakh']
[0.10000000000000001, u'kg']
[0.10000000000000001, u'land']
[0.10000000000000001, u'lasted']
[0.10000000000000001, u'leading']
[0.10000000000000001, u'lending']
[0.10000000000000001, u'linen']
[0.10000000000000001, u'logbooks']
[0.10000000000000001, u'mattresses']
[0.10000000000000001, u'moral']
[0.10000000000000001, u'murder']
[0.10000000000000001, u'nurse']
[0.10000000000000001, u'ombudsman']
[0.10000000000000001, u'poalelungi']
[0.10000000000000001, u'practising']
[0.10000000000000001, u'purs']
[0.10000000000000001, u'raises']
[0.10000000000000001, u'restrained']
[0.10000000000000001, u'school']
[0.10000000000000001, u'shocks']
[0.10000000000000001, u'shouting']
[0.10000000000000001, u'slow']
[0.10000000000000001, u'treated']
[0.10000000000000001, u'ugrekhelidze']
[0.10000000000000001, u'winter']
[0.089999999999999997, u'abrasion']
[0.089999999999999997, u'almaty']
[0.089999999999999997, u'appalling']
[0.089999999999999997, u'askarov']
[0.089999999999999997, u'avails']
[0.089999999999999997, u'bars']
[0.089999999999999997, u'breached']
[0.089999999999999997, u'broader']
[0.089999999999999997, u'crimea']
[0.089999999999999997, u'diplomatic']
[0.089999999999999997, u'example']
[0.089999999999999997, u'expected']
[0.089999999999999997, u'extradite']
[0.089999999999999997, u'forceful']
[0.089999999999999997, u'guilt']
[0.089999999999999997, u'handcuff']
[0.089999999999999997, u'hospitals']
[0.089999999999999997, u'ieslodz\u012bjuma']
[0.089999999999999997, u'immobilisation']
[0.089999999999999997, u'instances']
[0.089999999999999997, u'karaka\u015f']
[0.089999999999999997, u'kyiv']
[0.089999999999999997, u'lati']
[0.089999999999999997, u'mainly']
[0.089999999999999997, u'mihai']
[0.089999999999999997, u'normally']
[0.089999999999999997, u'novoselov']
[0.089999999999999997, u'pressure']
[0.089999999999999997, u'regional']
[0.089999999999999997, u'seeking']
[0.089999999999999997, u'temporis']
[0.089999999999999997, u'terrorist']
[0.089999999999999997, u'tract']
[0.089999999999999997, u'unlawfully']
[0.080000000000000002, u'1999']
[0.080000000000000002, u'2006']
[0.080000000000000002, u'295']
[0.080000000000000002, u'accommodation']
[0.080000000000000002, u'aforementioned']
[0.080000000000000002, u'argun']
[0.080000000000000002, u'balaclava']
[0.080000000000000002, u'brevity']
[0.080000000000000002, u'brutally']
[0.080000000000000002, u'buried']
[0.080000000000000002, u'competent']
[0.080000000000000002, u'constant']
[0.080000000000000002, u'corruption']
