[0.66000000000000003, u'enjoins']
[0.46999999999999997, u'health']
[0.46999999999999997, u'promptness']
[0.46999999999999997, u'states']
[0.46999999999999997, u'testimony']
[0.46999999999999997, u'thereon']
[0.46000000000000002, u'contravention']
[0.46000000000000002, u'expressed']
[0.46000000000000002, u'factors']
[0.46000000000000002, u'facts']
[0.46000000000000002, u'imposed']
[0.46000000000000002, u'means']
[0.46000000000000002, u'murder']
[0.46000000000000002, u'prison']
[0.46000000000000002, u'punished']
[0.46000000000000002, u'secondly']
[0.45000000000000001, u'1997']
[0.45000000000000001, u'agencies']
[0.45000000000000001, u'avails']
[0.45000000000000001, u'chechen']
[0.45000000000000001, u'firing']
[0.45000000000000001, u'identified']
[0.45000000000000001, u'identifying']
[0.45000000000000001, u'incomplete']
[0.45000000000000001, u'infringement']
[0.45000000000000001, u'lead']
[0.45000000000000001, u'milinchuk']
[0.45000000000000001, u'performed']
[0.45000000000000001, u'prior']
[0.44, u'assessed']
[0.44, u'brought']
[0.44, u'chechnya']
[0.44, u'crucial']
[0.44, u'editorial']
[0.44, u'grozny']
[0.44, u'object']
[0.44, u'outset']
[0.44, u'percentage']
[0.42999999999999999, u'awards']
[0.42999999999999999, u'constituted']
[0.42999999999999999, u'duty']
[0.42999999999999999, u'identification']
[0.42999999999999999, u'illness']
[0.42999999999999999, u'professionals']
[0.42999999999999999, u'text']
[0.41999999999999998, u'2004']
[0.41999999999999998, u'conclusive']
[0.41999999999999998, u'consider']
[0.41999999999999998, u'falling']
[0.41999999999999998, u'implication']
[0.41999999999999998, u'lethal']
[0.40999999999999998, u'aforementioned']
[0.40999999999999998, u'alcohol']
[0.40999999999999998, u'apparently']
[0.40999999999999998, u'deceased']
[0.40999999999999998, u'follow']
[0.40999999999999998, u'hryvnias']
[0.40999999999999998, u'profound']
[0.40999999999999998, u'shot']
[0.40999999999999998, u'sterling']
[0.40000000000000002, u'13']
[0.40000000000000002, u'confirming']
[0.40000000000000002, u'described']
[0.40000000000000002, u'details']
[0.40000000000000002, u'drawn']
[0.40000000000000002, u'shots']
[0.40000000000000002, u'sphere']
[0.40000000000000002, u'thorough']
[0.39000000000000001, u'18']
[0.39000000000000001, u'balaclava']
[0.39000000000000001, u'immediate']
[0.39000000000000001, u'inquiry']
[0.39000000000000001, u'standi']
[0.39000000000000001, u'standing']
[0.39000000000000001, u'turned']
[0.38, u'conclude']
[0.38, u'experts']
[0.38, u'magomed']
[0.38, u'mrs']
[0.38, u'sentenced']
[0.38, u'sums']
[0.38, u'temporis']
[0.37, u'67']
[0.37, u'admissible']
[0.37, u'custody']
[0.37, u'disciplinary']
[0.37, u'disclosed']
[0.37, u'ensuing']
[0.37, u'operate']
[0.37, u'recalls']
[0.37, u'repressed']
[0.37, u'unacknowledged']
[0.37, u'varnava']
[0.35999999999999999, u'availability']
[0.35999999999999999, u'care']
[0.35999999999999999, u'determination']
[0.35999999999999999, u'filed']
[0.35999999999999999, u'imprisonment']
[0.35999999999999999, u'jurisdiction']
[0.35999999999999999, u'practical']
[0.35999999999999999, u'requisite']
[0.35999999999999999, u'section']
[0.35999999999999999, u'witnesses']
[0.34999999999999998, u'elisabeth']
[0.34999999999999998, u'eyewitness']
[0.34999999999999998, u'good']
[0.34999999999999998, u'itemised']
[0.34999999999999998, u'negation']
[0.34999999999999998, u'negligent']
[0.34999999999999998, u'prosecution']
[0.34999999999999998, u'real']
[0.34999999999999998, u'seekers']
[0.34999999999999998, u'span']
[0.34999999999999998, u'theory']
[0.34000000000000002, u'asylum']
[0.34000000000000002, u'civilian']
[0.34000000000000002, u'dissenting']
[0.34000000000000002, u'europe']
[0.34000000000000002, u'euros']
[0.34000000000000002, u'happen']
[0.34000000000000002, u'meaningful']
[0.34000000000000002, u'negligence']
[0.34000000000000002, u'pkk']
[0.34000000000000002, u'remedy']
[0.34000000000000002, u'villagers']
[0.33000000000000002, u'adjourned']
[0.33000000000000002, u'inadmissible']
[0.33000000000000002, u'police']
[0.33000000000000002, u'roadblock']
[0.33000000000000002, u'satisfies']
[0.33000000000000002, u'symptoms']
[0.32000000000000001, u'1996']
[0.32000000000000001, u'decides']
[0.32000000000000001, u'divulged']
[0.32000000000000001, u'homicide']
[0.32000000000000001, u'ineffective']
[0.32000000000000001, u'investigator']
[0.32000000000000001, u'reflect']
[0.32000000000000001, u'senior']
[0.32000000000000001, u'tie']
[0.32000000000000001, u'unpredictability']
[0.31, u'21099']
[0.31, u'authority']
[0.31, u'carrier']
[0.31, u'offender']
[0.31, u'outside']
[0.31, u'rate']
[0.31, u'soldiers']
[0.31, u'sunday']
[0.29999999999999999, u'compensation']
[0.29999999999999999, u'damage']
[0.29999999999999999, u'disappearance']
[0.29999999999999999, u'force']
[0.29999999999999999, u'key']
[0.29999999999999999, u'potentially']
[0.29999999999999999, u'reply']
[0.29999999999999999, u'resort']
[0.29999999999999999, u'violent']
[0.29999999999999999, u'wounds']
[0.28999999999999998, u'autumn']
[0.28999999999999998, u'malinverni']
[0.28999999999999998, u'onus']
[0.28999999999999998, u'quelling']
[0.28000000000000003, u'disappearances']
[0.28000000000000003, u'enforce']
[0.28000000000000003, u'kukayev']
[0.28000000000000003, u'mere']
[0.28000000000000003, u'robert']
[0.27000000000000002, u'2007']
[0.27000000000000002, u'500']
[0.27000000000000002, u'detainees']
[0.27000000000000002, u'disproportion']
[0.27000000000000002, u'elements']
[0.27000000000000002, u'local']
[0.27000000000000002, u'resulted']
[0.27000000000000002, u'testified']
[0.27000000000000002, u'twofold']
[0.27000000000000002, u'unjustifiably']
[0.27000000000000002, u'witnessed']
[0.26000000000000001, u'army']
[0.26000000000000001, u'brecknell']
[0.26000000000000001, u'floor']
[0.26000000000000001, u'incident']
[0.26000000000000001, u'record']
[0.26000000000000001, u'require']
[0.26000000000000001, u'situations']
[0.25, u'abdulkadir']
[0.25, u'annexed']
[0.25, u'bound']
[0.25, u'classify']
[0.25, u'consulted']
[0.25, u'insisted']
[0.25, u'periods']
[0.25, u'recorded']
[0.25, u'stage']
[0.23999999999999999, u'1998']
[0.23999999999999999, u'caused']
[0.23999999999999999, u'emanates']
[0.23999999999999999, u'kurdish']
[0.23999999999999999, u'laptev']
[0.23999999999999999, u'leninskiy']
[0.23999999999999999, u'month']
[0.23999999999999999, u'oktyabrskiy']
[0.23999999999999999, u'refrain']
[0.23999999999999999, u'remedies']
[0.23999999999999999, u'volga']
[0.23000000000000001, u'2005']
[0.23000000000000001, u'diagnosis']
[0.23000000000000001, u'disease']
[0.23000000000000001, u'events']
[0.23000000000000001, u'explanations']
[0.23000000000000001, u'impunity']
[0.23000000000000001, u'killing']
[0.23000000000000001, u'lying']
[0.23000000000000001, u'materialising']
[0.23000000000000001, u'notes']
[0.23000000000000001, u'receive']
[0.23000000000000001, u'sum']
[0.23000000000000001, u'summarised']
[0.23000000000000001, u'tied']
[0.23000000000000001, u'truth']
[0.22, u'destitution']
[0.22, u'disproportionate']
[0.22, u'grievances']
[0.22, u'insurrection']
[0.22, u'killings']
[0.22, u'liras']
[0.22, u'observes']
[0.22, u'officials']
[0.22, u'presumptions']
[0.22, u'residue']
[0.22, u'societies']
[0.22, u'unrebutted']
[0.20999999999999999, u'democratic']
[0.20999999999999999, u'doctor']
[0.20999999999999999, u'fail']
[0.20999999999999999, u'i\u015f\u0131l']
[0.20999999999999999, u'ossetia']
[0.20999999999999999, u'permanent']
[0.20999999999999999, u'proportionate']
[0.20999999999999999, u'safety']
[0.20999999999999999, u'traffic']
[0.20000000000000001, u'adequacy']
[0.20000000000000001, u'eur']
[0.20000000000000001, u'george']
[0.20000000000000001, u'holes']
[0.20000000000000001, u'prepared']
[0.20000000000000001, u'programme']
[0.20000000000000001, u'revealed']
[0.20000000000000001, u'undesirable']
[0.19, u'38501']
[0.19, u'bullets']
[0.19, u'echr']
[0.19, u'expose']
[0.19, u'extracts']
[0.19, u'fifty']
[0.19, u'gbp']
[0.19, u'illnesses']
[0.19, u'lawfully']
[0.19, u'master']
[0.19, u'nature']
[0.19, u'passage']
[0.19, u'profession']
[0.19, u'railean']
[0.19, u'react']
[0.19, u'sentence']
[0.17999999999999999, u'1994']
[0.17999999999999999, u'absolutely']
[0.17999999999999999, u'apprehend']
[0.17999999999999999, u'ate\u015f']
[0.17999999999999999, u'awarding']
[0.17999999999999999, u'challenged']
[0.17999999999999999, u'chief']
[0.17999999999999999, u'deliberately']
[0.17999999999999999, u'deported']
[0.17999999999999999, u'gave']
[0.17999999999999999, u'investigated']
[0.17999999999999999, u'karaka\u015f']
[0.17999999999999999, u'locus']
[0.17999999999999999, u'notice']
[0.17999999999999999, u'patient']
[0.17999999999999999, u'plus']
[0.17999999999999999, u'realities']
[0.17999999999999999, u'uaz']
[0.17000000000000001, u'apprehended']
[0.17000000000000001, u'croatian']
[0.17000000000000001, u'decisive']
[0.17000000000000001, u'itslayev']
[0.17000000000000001, u'lawyers']
[0.17000000000000001, u'nephew']
[0.17000000000000001, u'nicolaou']
[0.17000000000000001, u'reads']
[0.17000000000000001, u'sector']
[0.17000000000000001, u'virus']
[0.17000000000000001, u'weapon']
[0.17000000000000001, u'wound']
[0.16, u'29439']
[0.16, u'acts']
[0.16, u'began']
[0.16, u'compensated']
[0.16, u'defendants']
[0.16, u'disposal']
[0.16, u'er']
[0.16, u'expected']
[0.16, u'making']
[0.16, u'obtainable']
[0.16, u'presume']
[0.16, u'spelled']
[0.16, u'takes']
[0.16, u'turkey']
[0.14999999999999999, u'45305']
[0.14999999999999999, u'bowring']
[0.14999999999999999, u'close']
[0.14999999999999999, u'confer']
[0.14999999999999999, u'convincing']
[0.14999999999999999, u'corpus']
[0.14999999999999999, u'corruption']
[0.14999999999999999, u'costs']
[0.14999999999999999, u'hiv']
[0.14999999999999999, u'infringements']
[0.14999999999999999, u'inter']
[0.14999999999999999, u'issued']
[0.14999999999999999, u'january']
[0.14999999999999999, u'metres']
[0.14999999999999999, u'pretty']
[0.14999999999999999, u'reflection']
[0.14999999999999999, u'refugee']
[0.14999999999999999, u'took']
[0.14999999999999999, u'unintended']
[0.14000000000000001, u'2006']
[0.14000000000000001, u'2008']
[0.14000000000000001, u'assault']
[0.14000000000000001, u'characterisation']
[0.14000000000000001, u'choices']
[0.14000000000000001, u'deal']
[0.14000000000000001, u'discredit']
[0.14000000000000001, u'kisa']
[0.14000000000000001, u'lie']
[0.14000000000000001, u'materiae']
[0.14000000000000001, u'parties']
[0.14000000000000001, u'ress']
[0.14000000000000001, u'returnees']
[0.14000000000000001, u'riot']
[0.14000000000000001, u'romashov']
[0.14000000000000001, u'specified']
[0.14000000000000001, u'terrorist']
[0.14000000000000001, u'warning']
[0.13, u'achievement']
[0.13, u'applicant']
[0.13, u'camouflage']
[0.13, u'discriminated']
[0.13, u'dismissed']
[0.13, u'diyarbak\u0131r']
[0.13, u'drew']
[0.13, u'fato\u015f']
[0.13, u'fugitive']
[0.13, u'guiding']
[0.13, u'help']
[0.13, u'hypertension']
[0.13, u'negatively']
[0.13, u'post']
[0.13, u'scheduled']
[0.13, u'servicemen']
[0.13, u'terrain']
[0.13, u'uncertainty']
[0.13, u'unclear']
[0.12, u'backed']
[0.12, u'citizens']
[0.12, u'crimes']
[0.12, u'dean']
[0.12, u'detention']
[0.12, u'establishes']
[0.12, u'grainger']
[0.12, u'impact']
[0.12, u'muravskaya']
[0.12, u'penetrating']
[0.12, u'placement']
[0.12, u'strictly']
[0.12, u'subparagraphs']
[0.11, u'37393']
[0.11, u'ahoghill']
[0.11, u'alignment']
[0.11, u'arac\u0131']
[0.11, u'argun']
[0.11, u'arrest']
[0.11, u'avoid']
[0.11, u'blunt']
[0.11, u'convicted']
[0.11, u'copies']
[0.11, u'declaratory']
[0.11, u'foundedness']
[0.11, u'indissociable']
[0.11, u'instantaneous']
[0.11, u'lays']
[0.11, u'observed']
[0.11, u'perpetrator']
[0.11, u'physical']
[0.11, u'previous']
[0.11, u'specific']
[0.11, u'standard']
[0.11, u'zaytsev']
[0.10000000000000001, u'ambit']
[0.10000000000000001, u'annual']
[0.10000000000000001, u'cautions']
[0.10000000000000001, u'construed']
[0.10000000000000001, u'defects']
[0.10000000000000001, u'generally']
[0.10000000000000001, u'interviewee']
[0.10000000000000001, u'mehmet']
[0.10000000000000001, u'mesker']
[0.10000000000000001, u'prices']
[0.10000000000000001, u'sufficient']
[0.089999999999999997, u'anatoly']
[0.089999999999999997, u'appeal']
[0.089999999999999997, u'colm']
[0.089999999999999997, u'description']
[0.089999999999999997, u'destruction']
[0.089999999999999997, u'duties']
[0.089999999999999997, u'entitled']
[0.089999999999999997, u'glennane']
[0.089999999999999997, u'igor']
[0.089999999999999997, u'invented']
[0.089999999999999997, u'joinder']
[0.089999999999999997, u'lodge']
[0.089999999999999997, u'margin']
[0.089999999999999997, u'mccartney']
[0.089999999999999997, u'mccaughey']
[0.089999999999999997, u'mcclure']
[0.089999999999999997, u'new']
[0.089999999999999997, u'parents']
[0.089999999999999997, u'personalities']
[0.089999999999999997, u'phenomenon']
[0.089999999999999997, u'punishing']
[0.089999999999999997, u'runs']
[0.089999999999999997, u'suspension']
[0.089999999999999997, u'trigger']
[0.089999999999999997, u'unexplained']
[0.080000000000000002, u'aid']
[0.080000000000000002, u'assumed']
[0.080000000000000002, u'breaches']
[0.080000000000000002, u'causes']
[0.080000000000000002, u'central']
[0.080000000000000002, u'condition']
[0.080000000000000002, u'defined']
[0.080000000000000002, u'deterrence']
[0.080000000000000002, u'dublin']
[0.080000000000000002, u'evade']
[0.080000000000000002, u'goncharuk']
[0.080000000000000002, u'immobilise']
[0.080000000000000002, u'labour']
[0.080000000000000002, u'laffranque']
[0.080000000000000002, u'located']
[0.080000000000000002, u'lost']
[0.080000000000000002, u'l\u014dhmus']
[0.080000000000000002, u'machinery']
[0.080000000000000002, u'mente\u015f']
[0.080000000000000002, u'mitchell']
[0.080000000000000002, u'narin']
[0.080000000000000002, u'nigeria']
[0.080000000000000002, u'pages']
[0.080000000000000002, u'perk']
[0.080000000000000002, u'populated']
[0.080000000000000002, u'reavey']
[0.080000000000000002, u'regulatory']
[0.080000000000000002, u'revelations']
[0.080000000000000002, u'second']
[0.080000000000000002, u'shown']
[0.080000000000000002, u'spotlight']
[0.080000000000000002, u'swearing']
[0.080000000000000002, u'tests']
[0.080000000000000002, u'trevor']
[0.080000000000000002, u'unreasonable']
[0.080000000000000002, u'value']
[0.070000000000000007, u'07']
[0.070000000000000007, u'1999']
[0.070000000000000007, u'33986']
[0.070000000000000007, u'46231']
[0.070000000000000007, u'57952']
[0.070000000000000007, u'attested']
[0.070000000000000007, u'bogus']
[0.070000000000000007, u'death']
[0.070000000000000007, u'despair']
[0.070000000000000007, u'dimension']
[0.070000000000000007, u'disputed']
[0.070000000000000007, u'documentary']
[0.070000000000000007, u'enshrines']
[0.070000000000000007, u'existed']
[0.070000000000000007, u'expel']
[0.070000000000000007, u'fear']
[0.070000000000000007, u'felt']
[0.070000000000000007, u'formations']
[0.070000000000000007, u'giorgio']
[0.070000000000000007, u'governing']
[0.070000000000000007, u'gunfire']
[0.070000000000000007, u'handwritten']
[0.070000000000000007, u'investigations']
[0.070000000000000007, u'levs']
[0.070000000000000007, u'liability']
[0.070000000000000007, u'manifestly']
[0.070000000000000007, u'portadown']
[0.070000000000000007, u'profiled']
[0.070000000000000007, u'prohibitions']
[0.070000000000000007, u'ray']
[0.070000000000000007, u'response']
[0.070000000000000007, u'secretly']
[0.070000000000000007, u'shopkeeper']
[0.070000000000000007, u'undue']
[0.070000000000000007, u'yurt']
[0.070000000000000007, u'zlotys']
[0.070000000000000007, u'\xf6nery\u0131ld\u0131z']
[0.059999999999999998, u'2003']
[0.059999999999999998, u'absence']
[0.059999999999999998, u'adam']
[0.059999999999999998, u'anthony']
[0.059999999999999998, u'applicability']
[0.059999999999999998, u'applicable']
[0.059999999999999998, u'barry']
[0.059999999999999998, u'considerations']
[0.059999999999999998, u'delay']
[0.059999999999999998, u'derry']
[0.059999999999999998, u'discovered']
[0.059999999999999998, u'dowd']
[0.059999999999999998, u'enclosed']
[0.059999999999999998, u'exact']
[0.059999999999999998, u'fate']
[0.059999999999999998, u'focussed']
[0.059999999999999998, u'french']
[0.059999999999999998, u'fsb']
[0.059999999999999998, u'guilty']
[0.059999999999999998, u'intervened']
[0.059999999999999998, u'julia']
[0.059999999999999998, u'known']
[0.059999999999999998, u'mccann']
[0.059999999999999998, u'minutes']
[0.059999999999999998, u'occasions']
[0.059999999999999998, u'regions']
[0.059999999999999998, u'rejects']
[0.059999999999999998, u'remitted']
[0.059999999999999998, u'reports']
[0.059999999999999998, u'republican']
[0.059999999999999998, u'seeker']
[0.059999999999999998, u'skin']
[0.059999999999999998, u'station']
[0.059999999999999998, u'strathearn']
[0.059999999999999998, u'temporal']
[0.059999999999999998, u'umarov']
[0.059999999999999998, u'wanted']
[0.059999999999999998, u'weir']
[0.059999999999999998, u'woke']
[0.050000000000000003, u'43124']
[0.050000000000000003, u'73065']
[0.050000000000000003, u'activity']
[0.050000000000000003, u'aim']
[0.050000000000000003, u'argument']
[0.050000000000000003, u'arms']
[0.050000000000000003, u'baka']
[0.050000000000000003, u'blood']
[0.050000000000000003, u'circumstantial']
[0.050000000000000003, u'clan']
[0.050000000000000003, u'compensatory']
[0.050000000000000003, u'complainant']
[0.050000000000000003, u'declan']
[0.050000000000000003, u'detached']
[0.050000000000000003, u'die']
[0.050000000000000003, u'discussed']
[0.050000000000000003, u'discussing']
[0.050000000000000003, u'divulging']
[0.050000000000000003, u'donnelly']
[0.050000000000000003, u'envoy']
[0.050000000000000003, u'era']
[0.050000000000000003, u'external']
[0.050000000000000003, u'extradited']
[0.050000000000000003, u'farmhouse']
[0.050000000000000003, u'filtering']
[0.050000000000000003, u'impose']
[0.050000000000000003, u'insisting']
[0.050000000000000003, u'institutional']
[0.050000000000000003, u'ireneu']
[0.050000000000000003, u'italy']
[0.050000000000000003, u'kilometres']
[0.050000000000000003, u'laurence']
[0.050000000000000003, u'legislative']
[0.050000000000000003, u'militias']
[0.050000000000000003, u'monaghan']
[0.050000000000000003, u'noted']
[0.050000000000000003, u'parade']
[0.050000000000000003, u'prescription']
[0.050000000000000003, u'presumption']
[0.050000000000000003, u'problems']
[0.050000000000000003, u'pursued']
[0.050000000000000003, u'reason']
[0.050000000000000003, u'scrt']
[0.050000000000000003, u'sectors']
[0.050000000000000003, u'seizures']
[0.050000000000000003, u'sofia']
[0.050000000000000003, u'special']
[0.050000000000000003, u'subsistence']
[0.050000000000000003, u'sued']
[0.050000000000000003, u'true']
[0.050000000000000003, u't\xfcrkmen']
[0.050000000000000003, u'uncle']
[0.050000000000000003, u'undisputed']
[0.050000000000000003, u'unemployment']
[0.050000000000000003, u'unidentified']
[0.050000000000000003, u'untested']
[0.050000000000000003, u'users']
[0.040000000000000001, u'38587']
[0.040000000000000001, u'40787']
[0.040000000000000001, u'accused']
[0.040000000000000001, u'administrative']
[0.040000000000000001, u'admitted']
[0.040000000000000001, u'alive']
[0.040000000000000001, u'allegation']
[0.040000000000000001, u'allocated']
[0.040000000000000001, u'apart']
[0.040000000000000001, u'attached']
[0.040000000000000001, u'aware']
[0.040000000000000001, u'branch']
[0.040000000000000001, u'certificate']
[0.040000000000000001, u'ciglio']
[0.040000000000000001, u'code']
[0.040000000000000001, u'croatia']
[0.040000000000000001, u'dead']
[0.040000000000000001, u'deficiencies']
[0.040000000000000001, u'delivered']
[0.040000000000000001, u'detachment']
[0.040000000000000001, u'enlist']
[0.040000000000000001, u'figures']
[0.040000000000000001, u'firearm']
[0.040000000000000001, u'firstly']
[0.040000000000000001, u'hand']
[0.040000000000000001, u'harm']
[0.040000000000000001, u'hindrance']
[0.040000000000000001, u'indications']
[0.040000000000000001, u'infection']
[0.040000000000000001, u'mcconnell']
[0.040000000000000001, u'moscow']
[0.040000000000000001, u'nonetheless']
[0.040000000000000001, u'northern']
[0.040000000000000001, u'poses']
[0.040000000000000001, u'principles']
[0.040000000000000001, u'provides']
[0.040000000000000001, u'questions']
[0.040000000000000001, u'raised']
[0.040000000000000001, u'rait']
[0.040000000000000001, u'refusals']
[0.040000000000000001, u'regrettable']
[0.040000000000000001, u'rejected']
[0.040000000000000001, u'relates']
[0.040000000000000001, u'reservist']
[0.040000000000000001, u'restoration']
[0.040000000000000001, u'rise']
[0.040000000000000001, u'rte']
[0.040000000000000001, u'servants']
[0.040000000000000001, u'specialis']
[0.040000000000000001, u'surrender']
[0.040000000000000001, u'threat']
[0.040000000000000001, u'tortured']
[0.040000000000000001, u'ukrainian']
[0.029999999999999999, u'1938']
[0.029999999999999999, u'30615']
[0.029999999999999999, u'accidents']
[0.029999999999999999, u'adds']
[0.029999999999999999, u'affairs']
[0.029999999999999999, u'appearances']
[0.029999999999999999, u'arab']
[0.029999999999999999, u'arrears']
[0.029999999999999999, u'association']
[0.029999999999999999, u'barney']
[0.029999999999999999, u'belated']
[0.029999999999999999, u'bersnukayeva']
[0.029999999999999999, u'bombings']
[0.029999999999999999, u'burned']
[0.029999999999999999, u'calvelli']
[0.029999999999999999, u'centimetres']
[0.029999999999999999, u'chest']
[0.029999999999999999, u'child']
[0.029999999999999999, u'competence']
[0.029999999999999999, u'confrontation']
[0.029999999999999999, u'continuation']
[0.029999999999999999, u'contributed']
[0.029999999999999999, u'danut\u0117']
[0.029999999999999999, u'detachable']
[0.029999999999999999, u'deterrent']
[0.029999999999999999, u'diagnosed']
[0.029999999999999999, u'distance']
[0.029999999999999999, u'dump']
[0.029999999999999999, u'dwellings']
[0.029999999999999999, u'elucidate']
[0.029999999999999999, u'emergency']
[0.029999999999999999, u'enabling']
[0.029999999999999999, u'end']
[0.029999999999999999, u'equitable']
[0.029999999999999999, u'essence']
[0.029999999999999999, u'eviction']
[0.029999999999999999, u'evolved']
[0.029999999999999999, u'extracted']
[0.029999999999999999, u'eyewitnesses']
[0.029999999999999999, u'fragments']
[0.029999999999999999, u'harsh']
[0.029999999999999999, u'hindered']
[0.029999999999999999, u'identities']
[0.029999999999999999, u'inferences']
[0.029999999999999999, u'intentionally']
[0.029999999999999999, u'istanbul']
[0.029999999999999999, u'joins']
[0.029999999999999999, u'judged']
[0.029999999999999999, u'jure']
[0.029999999999999999, u'long']
[0.029999999999999999, u'man']
[0.029999999999999999, u'mark']
[0.029999999999999999, u'mobile']
[0.029999999999999999, u'murphy']
[0.029999999999999999, u'notified']
[0.029999999999999999, u'par']
[0.029999999999999999, u'planning']
[0.029999999999999999, u'pln']
[0.029999999999999999, u'points']
[0.029999999999999999, u'poor']
[0.029999999999999999, u'pounds']
[0.029999999999999999, u'publisher']
[0.029999999999999999, u'rates']
[0.029999999999999999, u'recoverable']
[0.029999999999999999, u'regularly']
[0.029999999999999999, u'released']
[0.029999999999999999, u'reviewing']
[0.029999999999999999, u'sergeants']
[0.029999999999999999, u'sh']
[0.029999999999999999, u'shevchenko']
[0.029999999999999999, u'shouting']
[0.029999999999999999, u'shrapnel']
[0.029999999999999999, u'starts']
[0.029999999999999999, u'surrendering']
[0.029999999999999999, u'suspected']
[0.029999999999999999, u'trajectory']
[0.029999999999999999, u'velkhiyev']
[0.029999999999999999, u'votes']
[0.029999999999999999, u'witness']
[0.02, u'1968']
[0.02, u'1984']
[0.02, u'1991']
[0.02, u'27']
[0.02, u'30613']
[0.02, u'348']
[0.02, u'475']
[0.02, u'56413']
[0.02, u'57']
[0.02, u'58']
[0.02, u'77']
[0.02, u'abdomen']
[0.02, u'acute']
[0.02, u'akhmed']
[0.02, u'ambulance']
[0.02, u'answer']
[0.02, u'apc']
[0.02, u'arose']
[0.02, u'artillery']
[0.02, u'asking']
[0.02, u'barn']
[0.02, u'bear']
[0.02, u'berger']
[0.02, u'bombs']
[0.02, u'building']
[0.02, u'bulgarian']
[0.02, u'byrzykowski']
[0.02, u'cancer']
[0.02, u'carl']
[0.02, u'chooses']
[0.02, u'clothes']
[0.02, u'compensate']
[0.02, u'comprising']
[0.02, u'concludes']
[0.02, u'concurring']
[0.02, u'confusion']
[0.02, u'dentist']
[0.02, u'dependant']
[0.02, u'depending']
[0.02, u'deprivation']
[0.02, u'descriptions']
[0.02, u'diminishes']
[0.02, u'direction']
[0.02, u'distress']
[0.02, u'doctors']
[0.02, u'dubayev']
[0.02, u'ehrac']
[0.02, u'elected']
[0.02, u'elucidated']
[0.02, u'enquiry']
[0.02, u'entered']
[0.02, u'erdo\u011fan']
[0.02, u'factual']
[0.02, u'flexibility']
[0.02, u'foreign']
[0.02, u'granted']
[0.02, u'greatest']
[0.02, u'grozev']
[0.02, u'incorrect']
[0.02, u'individual']
[0.02, u'institution']
[0.02, u'institutions']
[0.02, u'insurance']
[0.02, u'interviewed']
[0.02, u'intimidation']
[0.02, u'involving']
[0.02, u'isayeva']
[0.02, u'iv']
[0.02, u'kidnap']
[0.02, u'lawful']
[0.02, u'livestock']
[0.02, u'malgobek']
[0.02, u'managed']
[0.02, u'marks']
[0.02, u'mcgrath']
[0.02, u'missing']
[0.02, u'nationals']
[0.02, u'organisation']
[0.02, u'passport']
[0.02, u'pistol']
[0.02, u'protected']
[0.02, u'quesada']
